,Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories,date
4910,5,00:06:16.312,00:06:16.312,1.0,0,3,0:06:16  ,0:06:16  ,0:05:59  ,171.203125,173.0,93.44000244140624,149.0,152.0,--,85,2023-12-02 16:38:19
4911,6,00:06:14.701,00:06:14.000,1.0,1,5,0:06:14  ,0:06:14  ,0:06:00  ,171.609375,174.0,93.74000244140626,149.0,155.0,--,84,2023-12-02 16:38:19
4912,7,00:06:21.444,00:06:21.444,1.0,4,0,0:06:21  ,0:06:21  ,0:06:00  ,170.90625,176.0,92.27000122070314,150.0,156.0,--,87,2023-12-02 16:38:19
4913,8,00:06:06.347,00:06:06.000,1.0,0,7,0:06:06  ,0:06:06  ,0:05:50  ,170.96875,177.0,96.02000122070314,150.0,156.0,--,83,2023-12-02 16:38:19
4914,9,00:05:59.645,00:05:59.645,1.0,0,15,0:05:59  ,0:05:59  ,0:05:30  ,172.0625,175.0,96.7,150.0,155.0,--,80,2023-12-02 16:38:19
4915,10,00:06:09.772,00:06:09.772,1.0,0,1,0:06:09  ,0:06:09  ,0:05:54  ,172.40625,179.0,93.97999877929688,150.0,155.0,--,83,2023-12-02 16:38:19
4916,11,00:06:42.125,00:06:41.000,1.0,23,0,0:06:42  ,0:06:41  ,0:05:47  ,170.65625,174.0,86.65999755859376,151.0,160.0,--,89,2023-12-02 16:38:19
4917,12,00:02:01.308,00:02:01.000,0.33,13,0,0:06:06  ,0:06:05  ,0:05:43  ,173.53125,176.0,93.3,162.0,167.0,--,30,2023-12-02 16:38:19
4918,Summary,01:11:58.230,01:11:55.036,11.33,59,75,0:06:21  ,0:06:20  ,0:05:14  ,171.453125,182.0,91.95999755859376,148.0,167.0,--,962,2023-12-02 16:38:19
4919,1,00:00:10.009,00:00:02.000,0.01,--,--,0:17:07  ,0:03:25  ,0:10:15  ,90.40625,116.0,64.5834230989762,84.0,86.0,--,0,2022-08-10 06:19:22
4920,2,00:03:22.474,00:03:22.474,0.5,6,17,0:06:45  ,0:06:44  ,0:05:22  ,162.515625,169.0,91.17103219828012,124.0,135.0,--,41,2022-08-10 06:19:22
4921,3,00:03:04.396,00:03:04.000,0.5,--,32,0:06:08  ,0:06:08  ,0:05:49  ,165.671875,172.0,98.2021464767624,130.0,138.0,--,37,2022-08-10 06:19:22
4922,4,00:02:39.302,00:02:39.302,0.4,--,--,0:06:37  ,0:06:37  ,0:05:58  ,166.375,172.0,90.80409237977152,137.0,141.0,--,35,2022-08-10 06:19:22
4923,5,00:02:57.758,00:02:57.758,0.5,12,8,0:05:55  ,0:05:55  ,0:05:41  ,165.140625,170.0,102.1970091844918,143.0,151.0,--,42,2022-08-10 06:19:22
4924,6,00:03:10.783,00:03:10.000,0.5,--,5,0:06:21  ,0:06:20  ,0:05:53  ,165.34375,169.0,95.1029058734674,141.0,144.0,--,42,2022-08-10 06:19:22
4925,7,00:02:56.479,00:02:56.479,0.5,4,--,0:05:52  ,0:05:52  ,0:05:16  ,166.09375,170.0,102.34695362724072,145.0,149.0,--,41,2022-08-10 06:19:22
4926,8,00:00:21.583,00:00:20.000,0.09,--,--,0:03:54  ,0:03:37  ,0:02:49  ,185.453125,203.0,138.11901902200486,150.0,159.0,--,5,2022-08-10 06:19:22
4927,9,00:02:30.460,00:02:30.460,0.37,--,5,0:06:47  ,0:06:47  ,0:03:25  ,163.890625,203.0,89.77498425912037,150.0,161.0,--,34,2022-08-10 06:19:22
4928,10,00:00:14.501,00:00:14.000,0.07,--,--,0:03:31  ,0:03:23  ,0:03:07  ,185.21875,203.0,153.35886582648243,152.0,152.0,--,3,2022-08-10 06:19:22
4929,11,00:02:30.568,00:02:30.568,0.36,7,--,0:07:01  ,0:07:01  ,0:03:03  ,164.359375,203.0,86.54775918683771,148.0,154.0,--,34,2022-08-10 06:19:22
4930,12,00:02:37.586,00:02:37.000,0.38,5,--,0:06:54  ,0:06:52  ,0:06:47  ,164.65625,167.0,87.91592070962322,150.0,154.0,--,34,2022-08-10 06:19:22
4931,13,00:00:13.291,00:00:13.291,0.06,--,--,0:03:35  ,0:03:35  ,0:02:37  ,190.859375,212.0,145.9369456281197,155.0,158.0,--,3,2022-08-10 06:19:22
4932,14,00:02:30.839,00:02:30.000,0.39,--,--,0:06:29  ,0:06:26  ,0:02:49  ,165.390625,212.0,93.23231883068604,154.0,168.0,--,35,2022-08-10 06:19:22
4933,15,00:00:12.253,00:00:12.253,0.07,--,6,0:02:52  ,0:02:52  ,0:05:42  ,159.6875,219.0,217.56561914982169,145.0,145.0,--,2,2022-08-10 06:19:22
4934,16,00:02:31.091,00:02:31.000,0.38,--,1,0:06:38  ,0:06:38  ,0:04:46  ,165.765625,221.0,90.87549829041104,149.0,154.0,--,32,2022-08-10 06:19:22
4935,17,00:02:30.847,00:02:30.847,0.38,--,--,0:06:39  ,0:06:38  ,0:06:12  ,165.125,169.0,91.07211674636856,150.0,153.0,--,34,2022-08-10 06:19:22
4936,18,00:00:15.431,00:00:15.000,0.07,--,--,0:03:46  ,0:03:39  ,0:02:17  ,195.9375,219.0,135.35916517002505,152.0,157.0,--,3,2022-08-10 06:19:22
4937,19,00:02:41.340,00:02:41.000,0.41,--,1,0:06:28  ,0:06:28  ,0:02:23  ,164.703125,219.0,93.64246374379256,155.0,167.0,--,37,2022-08-10 06:19:22
4938,20,00:00:15.189,00:00:15.189,0.08,--,--,0:03:02  ,0:03:02  ,0:01:41  ,158.9375,229.0,207.0086789688542,150.0,153.0,--,3,2022-08-10 06:19:22
4939,21,00:02:33.327,00:02:33.000,0.36,--,--,0:07:04  ,0:07:03  ,0:01:51  ,164.546875,229.0,85.84006658833663,153.0,160.0,--,34,2022-08-10 06:19:22
4940,22,00:03:33.929,00:03:33.929,0.5,2,--,0:07:07  ,0:07:07  ,0:06:16  ,164.09375,167.0,85.45934344008337,151.0,157.0,--,47,2022-08-10 06:19:22
4941,23,00:03:03.657,00:03:03.000,0.43,10,6,0:07:03  ,0:07:01  ,0:06:31  ,164.734375,167.0,86.03380182507243,165.0,171.0,--,45,2022-08-10 06:19:22
4942,Summary,00:46:57.093,00:46:42.550,7.32,47,81,0:06:25  ,0:06:23  ,0:01:41  ,165.078125,229.0,94.20094265878969,146.0,171.0,--,623,2022-08-10 06:19:22
4943,1,00:06:04.858,00:06:04.858,1.0,--,31,0:06:04  ,0:06:04  ,0:05:15  ,160.9375,167.0,102.18099431404144,138.0,154.0,--,79,2022-02-04 06:48:48
4944,2,00:05:41.497,00:05:41.000,1.0,--,8,0:05:41  ,0:05:41  ,0:05:18  ,164.265625,169.0,106.95907916570656,152.0,158.0,--,86,2022-02-04 06:48:48
4945,3,00:05:59.141,00:05:59.141,1.0,--,14,0:05:59  ,0:05:59  ,0:05:14  ,157.484375,170.0,106.08373505691348,164.0,185.0,--,95,2022-02-04 06:48:48
4946,4,00:06:37.501,00:06:37.000,1.0,16,5,0:06:37  ,0:06:37  ,0:05:30  ,153.515625,169.0,98.32420237812188,182.0,189.0,--,121,2022-02-04 06:48:48
4947,5,00:08:29.699,00:08:29.699,1.0,44,--,0:08:29  ,0:08:29  ,0:04:53  ,138.9375,174.0,84.72624991565793,178.0,191.0,--,149,2022-02-04 06:48:48
4948,6,00:00:13.010,00:00:12.000,0.02,--,--,0:09:16  ,0:08:33  ,0:09:42  ,125.53125,127.0,85.89474288260264,152.0,156.0,--,2,2022-02-04 06:48:48
4949,Summary,00:33:05.706,00:33:03.698,5.02,60,57,0:06:35  ,0:06:34  ,0:04:53  ,153.515625,174.0,98.3494639937123,164.0,191.0,--,532,2022-02-04 06:48:48
4950,1,00:06:29.763,00:06:29.763,1.0,--,45,0:06:29  ,0:06:29  ,0:05:40  ,157.46875,165.0,97.758889700939,127.0,158.0,--,73,2022-02-11 06:38:44
4951,2,00:05:32.142,00:05:32.000,1.0,--,2,0:05:32  ,0:05:32  ,0:05:06  ,160.09375,165.0,112.8374020860094,164.0,183.0,--,89,2022-02-11 06:38:44
4952,3,00:06:16.346,00:06:16.000,1.0,5,4,0:06:16  ,0:06:16  ,0:05:10  ,160.953125,165.0,99.05229060209506,177.0,183.0,--,106,2022-02-11 06:38:44
4953,4,00:06:26.137,00:06:25.000,1.0,--,7,0:06:26  ,0:06:25  ,0:05:51  ,162.875,170.0,95.40154564416912,175.0,179.0,--,108,2022-02-11 06:38:44
4954,5,00:06:20.583,00:06:20.583,1.0,12,3,0:06:20  ,0:06:20  ,0:05:42  ,161.8125,165.0,97.42934626320978,175.0,178.0,--,106,2022-02-11 06:38:44
4955,6,00:01:28.213,00:01:27.000,0.29,--,2,0:05:04  ,0:05:00  ,0:04:29  ,168.125,177.0,117.30714141513948,183.0,186.0,--,26,2022-02-11 06:38:44
4956,Summary,00:32:33.184,00:32:30.346,5.29,17,62,0:06:09  ,0:06:08  ,0:04:29  ,160.984375,177.0,100.9248520383631,164.0,186.0,--,508,2022-02-11 06:38:44
4957,1,00:06:21.411,00:06:21.411,1.0,0,35,0:06:21  ,0:06:21  ,0:06:06  ,172.21875,178.0,91.0,135.0,144.0,--,81,2024-01-07 09:43:22
4958,2,00:06:26.357,00:06:25.000,1.0,6,6,0:06:26  ,0:06:25  ,0:05:55  ,171.5,178.0,90.49000244140626,143.0,153.0,--,83,2024-01-07 09:43:22
4959,3,00:06:42.150,00:06:42.000,1.0,15,1,0:06:42  ,0:06:42  ,0:06:25  ,171.375,176.0,86.75999755859375,153.0,160.0,--,92,2024-01-07 09:43:22
4960,4,00:06:28.724,00:06:28.724,1.0,2,1,0:06:28  ,0:06:28  ,0:06:14  ,170.75,174.0,89.95999755859376,152.0,157.0,--,87,2024-01-07 09:43:22
4961,5,00:06:25.760,00:06:25.000,1.0,0,4,0:06:25  ,0:06:25  ,0:06:14  ,171.359375,174.0,90.95,151.0,156.0,--,87,2024-01-07 09:43:22
4962,6,00:06:24.962,00:06:24.962,1.0,3,2,0:06:24  ,0:06:24  ,0:06:09  ,171.140625,174.0,91.02999877929688,153.0,157.0,--,86,2024-01-07 09:43:22
4963,7,00:06:16.530,00:06:16.530,1.0,4,1,0:06:16  ,0:06:16  ,0:06:03  ,171.734375,175.0,93.10999755859376,155.0,158.0,--,87,2024-01-07 09:43:22
4964,8,00:06:06.863,00:06:06.863,1.0,1,2,0:06:06  ,0:06:06  ,0:05:38  ,171.9375,176.0,94.64000244140624,156.0,160.0,--,85,2024-01-07 09:43:22
4965,9,00:06:11.520,00:06:11.000,1.0,0,10,0:06:11  ,0:06:11  ,0:05:53  ,172.4375,176.0,93.62999877929688,155.0,161.0,--,84,2024-01-07 09:43:22
4966,10,00:06:04.379,00:06:04.379,1.0,1,12,0:06:04  ,0:06:04  ,0:05:42  ,172.484375,176.0,94.6,154.0,159.0,--,83,2024-01-07 09:43:22
4967,11,00:06:08.132,00:06:08.000,1.0,0,1,0:06:08  ,0:06:08  ,0:06:00  ,172.171875,176.0,94.69000244140624,158.0,160.0,--,86,2024-01-07 09:43:22
4968,12,00:06:21.554,00:06:21.000,1.0,28,2,0:06:21  ,0:06:21  ,0:05:22  ,171.71875,181.0,92.4,163.0,171.0,--,93,2024-01-07 09:43:22
4969,13,00:04:01.658,00:04:01.658,0.63,21,3,0:06:21  ,0:06:21  ,0:06:02  ,171.78125,176.0,91.75999755859377,167.0,172.0,--,61,2024-01-07 09:43:22
4970,14,00:00:00.871,00:00:00.871,0.0,0,0,0:04:38  ,0:04:38  ,0:06:16  ,172.0,172.0,92.7,164.0,164.0,--,0,2024-01-07 09:43:22
4971,Summary,01:20:00.871,01:19:57.398,12.64,82,81,0:06:19  ,0:06:19  ,0:05:22  ,171.734375,181.0,91.87000122070312,153.0,172.0,--,1095,2024-01-07 09:43:22
4972,1,00:06:02.723,00:06:02.723,1.0,0,37,0:06:02  ,0:06:02  ,0:04:02  ,171.8125,179.0,96.27674704220964,136.0,148.0,--,79,2023-02-11 09:35:14
4973,2,00:06:07.355,00:06:07.000,1.0,0,8,0:06:07  ,0:06:07  ,0:05:45  ,173.75,178.0,94.0027305140112,150.0,154.0,--,86,2023-02-11 09:35:14
4974,3,00:06:06.524,00:06:06.524,1.0,0,1,0:06:06  ,0:06:06  ,0:05:58  ,172.328125,175.0,94.9932367272352,153.0,158.0,--,86,2023-02-11 09:35:14
4975,4,00:06:39.188,00:06:37.000,1.0,8,0,0:06:39  ,0:06:37  ,0:06:18  ,168.78125,174.0,89.053211659941,149.0,154.0,--,88,2023-02-11 09:35:14
4976,5,00:06:31.191,00:06:31.000,1.0,1,10,0:06:31  ,0:06:31  ,0:06:18  ,170.125,173.0,90.15591948575992,146.0,153.0,--,82,2023-02-11 09:35:14
4977,6,00:07:09.664,00:07:09.664,1.0,34,0,0:07:09  ,0:07:09  ,0:06:14  ,168.390625,174.0,82.92860746709412,152.0,165.0,--,95,2023-02-11 09:35:14
4978,7,00:00:24.745,00:00:23.000,0.06,0,0,0:06:55  ,0:06:26  ,0:07:10  ,170.171875,172.0,84.75141345621444,162.0,163.0,--,5,2023-02-11 09:35:14
4979,Summary,00:39:01.390,00:38:56.911,6.06,43,57,0:06:26  ,0:06:25  ,0:04:02  ,170.75,179.0,90.8935432791707,148.0,165.0,--,521,2023-02-11 09:35:14
4980,1,00:05:59.996,00:05:59.996,1.0,319,221,0:05:59  ,0:05:59  ,0:05:15  ,164.90625,170.0,101.0686481087404,131.0,140.0,--,76,2022-10-30 10:32:45
4981,2,00:06:19.608,00:06:19.608,1.0,7,8,0:06:19  ,0:06:19  ,0:04:16  ,167.0,226.0,94.64538036824138,143.0,155.0,--,80,2022-10-30 10:32:45
4982,3,00:06:22.510,00:06:22.510,1.0,20,--,0:06:22  ,0:06:22  ,0:05:41  ,165.859375,170.0,94.57327342140978,156.0,164.0,--,94,2022-10-30 10:32:45
4983,4,00:06:03.790,00:06:03.000,1.0,--,--,0:06:03  ,0:06:03  ,0:05:25  ,167.4375,170.0,98.50261325396544,156.0,161.0,--,91,2022-10-30 10:32:45
4984,5,00:06:11.099,00:06:11.000,1.0,--,7,0:06:11  ,0:06:11  ,0:05:40  ,166.765625,169.0,96.95158914078044,156.0,160.0,--,89,2022-10-30 10:32:45
4985,6,00:05:59.845,00:05:59.845,1.0,5,7,0:05:59  ,0:05:59  ,0:05:45  ,166.265625,169.0,100.28438305870785,159.0,168.0,--,89,2022-10-30 10:32:45
4986,7,00:06:04.406,00:06:04.000,1.0,10,--,0:06:04  ,0:06:04  ,0:05:30  ,165.640625,169.0,99.40285628654507,162.0,168.0,--,91,2022-10-30 10:32:45
4987,8,00:06:03.639,00:06:03.639,1.0,--,2,0:06:03  ,0:06:03  ,0:05:49  ,166.125,169.0,99.3220769448184,156.0,163.0,--,85,2022-10-30 10:32:45
4988,9,00:06:15.894,00:06:15.894,1.0,--,22,0:06:15  ,0:06:15  ,0:05:52  ,166.109375,171.0,96.09298807063624,151.0,161.0,--,81,2022-10-30 10:32:45
4989,10,00:06:04.778,00:06:04.000,1.0,2,--,0:06:04  ,0:06:04  ,0:05:52  ,164.890625,169.0,99.75315267362215,162.0,166.0,--,82,2022-10-30 10:32:45
4990,11,00:02:30.898,00:02:30.898,0.42,--,--,0:06:02  ,0:06:02  ,0:05:55  ,165.5625,167.0,99.87411394457,160.0,164.0,--,34,2022-10-30 10:32:45
4991,Summary,01:03:56.463,01:03:54.390,10.42,362,268,0:06:08  ,0:06:08  ,0:04:16  ,166.078125,226.0,98.08699520518933,153.0,168.0,--,892,2022-10-30 10:32:45
4992,1,00:03:12.947,00:03:12.947,0.5,5,9,0:06:25  ,0:06:25  ,0:06:05  ,159.21875,174.0,97.6537668621778,128.0,145.0,--,38,2022-08-17 06:28:58
4993,2,00:03:03.567,00:03:03.567,0.5,--,45,0:06:07  ,0:06:07  ,0:05:46  ,168.171875,174.0,97.1791900047441,139.0,149.0,--,41,2022-08-17 06:28:58
4994,3,00:03:12.206,00:03:12.000,0.5,6,--,0:06:24  ,0:06:24  ,0:05:45  ,166.203125,175.0,93.910714133649,147.0,154.0,--,47,2022-08-17 06:28:58
4995,4,00:03:23.217,00:03:23.000,0.5,--,--,0:06:46  ,0:06:46  ,0:06:14  ,164.71875,167.0,89.62273461889266,146.0,151.0,--,47,2022-08-17 06:28:58
4996,5,00:03:13.698,00:03:13.698,0.5,1,3,0:06:27  ,0:06:27  ,0:06:09  ,165.09375,170.0,93.81353267895948,146.0,150.0,--,45,2022-08-17 06:28:58
4997,6,00:03:10.042,00:03:10.042,0.5,5,--,0:06:20  ,0:06:20  ,0:06:06  ,165.28125,169.0,95.50982662788572,146.0,149.0,--,43,2022-08-17 06:28:58
4998,7,00:03:13.264,00:03:12.000,0.5,9,7,0:06:26  ,0:06:24  ,0:06:10  ,164.390625,167.0,94.42635534478062,146.0,151.0,--,45,2022-08-17 06:28:58
4999,8,00:03:46.770,00:03:46.770,0.5,--,--,0:07:33  ,0:07:33  ,0:05:59  ,163.28125,167.0,81.02132290632076,147.0,149.0,--,50,2022-08-17 06:28:58
5000,9,00:03:22.138,00:03:22.000,0.5,4,--,0:06:44  ,0:06:44  ,0:06:28  ,163.484375,167.0,90.78143385439978,147.0,152.0,--,43,2022-08-17 06:28:58
5001,10,00:03:18.590,00:03:18.590,0.5,--,7,0:06:37  ,0:06:37  ,0:06:34  ,164.6875,167.0,91.72827998135728,141.0,143.0,--,42,2022-08-17 06:28:58
5002,11,00:03:24.802,00:03:24.802,0.5,3,5,0:06:49  ,0:06:49  ,0:06:20  ,164.765625,167.0,88.90382511858195,144.0,145.0,--,43,2022-08-17 06:28:58
5003,12,00:03:32.075,00:03:32.000,0.5,2,--,0:07:04  ,0:07:04  ,0:06:35  ,164.3125,167.0,86.09167981898452,146.0,149.0,--,42,2022-08-17 06:28:58
5004,13,00:03:40.588,00:03:40.000,0.5,--,5,0:07:21  ,0:07:19  ,0:06:39  ,156.03125,167.0,87.16212082342065,145.0,152.0,--,45,2022-08-17 06:28:58
5005,14,00:03:30.000,00:03:30.000,0.5,30,--,0:06:59  ,0:07:00  ,0:06:50  ,163.5,167.0,87.3743993010048,156.0,164.0,--,51,2022-08-17 06:28:58
5006,15,00:00:30.740,00:00:30.740,0.08,--,--,0:06:14  ,0:06:14  ,0:06:09  ,164.8125,167.0,97.28924187084412,163.0,167.0,--,8,2022-08-17 06:28:58
5007,Summary,00:47:34.644,00:47:32.156,7.08,63,81,0:06:43  ,0:06:42  ,0:05:45  ,163.71875,175.0,90.90003386700918,145.0,167.0,--,630,2022-08-17 06:28:58
5008,1,00:06:14.114,00:06:14.114,1.0,0,36,0:06:14  ,0:06:14  ,0:05:52  ,174.28125,185.0,92.97000122070312,131.0,141.0,--,78,2024-01-10 06:41:07
5009,2,00:06:04.257,00:06:02.000,1.0,0,6,0:06:04  ,0:06:02  ,0:05:30  ,175.890625,182.0,94.14000244140624,141.0,149.0,--,81,2024-01-10 06:41:07
5010,3,00:06:04.378,00:06:04.000,1.0,0,2,0:06:04  ,0:06:04  ,0:05:57  ,175.546875,178.0,94.44000244140624,146.0,153.0,--,84,2024-01-10 06:41:07
5011,4,00:01:37.251,00:01:37.251,0.27,0,0,0:05:53  ,0:05:53  ,0:05:53  ,174.875,178.0,96.77000122070314,150.0,153.0,--,23,2024-01-10 06:41:07
5012,5,00:00:45.000,00:00:44.000,0.19,0,0,0:04:02  ,0:03:56  ,0:03:54  ,192.234375,200.0,121.6300048828125,166.0,171.0,--,12,2024-01-10 06:41:07
5013,6,00:04:00.000,00:04:00.000,0.83,9,0,0:04:50  ,0:04:50  ,0:04:17  ,184.890625,189.0,112.41999511718753,171.0,174.0,--,67,2024-01-10 06:41:07
5014,7,00:05:00.000,00:05:00.000,0.82,0,11,0:06:07  ,0:06:07  ,0:04:57  ,175.03125,183.0,94.17999877929688,150.0,168.0,--,67,2024-01-10 06:41:07
5015,8,00:00:45.000,00:00:45.000,0.19,0,0,0:03:58  ,0:03:58  ,0:03:34  ,193.3125,200.0,127.5300048828125,168.0,173.0,--,13,2024-01-10 06:41:07
5016,9,00:04:00.000,00:04:00.000,0.83,1,1,0:04:48  ,0:04:48  ,0:04:16  ,184.953125,189.0,112.59000244140626,172.0,176.0,--,66,2024-01-10 06:41:07
5017,10,00:05:00.000,00:05:00.000,0.82,0,0,0:06:03  ,0:06:03  ,0:04:45  ,175.828125,185.0,95.37000122070312,160.0,175.0,--,72,2024-01-10 06:41:07
5018,11,00:06:08.636,00:06:08.636,1.0,8,0,0:06:08  ,0:06:08  ,0:05:41  ,175.578125,178.0,91.45,159.0,167.0,--,88,2024-01-10 06:41:07
5019,12,00:03:51.364,00:03:51.000,0.59,31,0,0:06:31  ,0:06:30  ,0:05:55  ,175.046875,178.0,88.39000244140625,169.0,173.0,--,60,2024-01-10 06:41:07
5020,13,00:00:00.735,00:00:00.735,0.0,0,0,0:04:22  ,0:04:22  ,0:06:14  ,175.0,175.0,89.30000000000001,169.0,169.0,--,0,2024-01-10 06:41:07
5021,Summary,00:49:30.735,00:49:26.736,8.54,49,56,0:05:47  ,0:05:47  ,0:03:34  ,177.375,200.0,97.34000244140626,154.0,176.0,--,711,2024-01-10 06:41:07
5022,1,00:40:00.000,00:40:00.000,6.3,44,53,0:06:20  ,0:06:20  ,0:05:46  ,169.71875,247.0,93.05999755859376,143.0,162.0,--,520,2023-06-22 06:29:14
5023,2,00:00:09.759,00:00:09.759,0.03,0,0,0:05:55  ,0:05:55  ,0:06:46  ,169.546875,171.0,87.02999877929688,161.0,162.0,--,3,2023-06-22 06:29:14
5024,Summary,00:40:09.759,00:40:09.759,6.33,44,53,0:06:20  ,0:06:20  ,0:05:46  ,169.71875,247.0,93.02999877929688,143.0,162.0,--,523,2023-06-22 06:29:14
5025,1,00:05:52.266,00:05:52.000,1.0,--,42,0:05:52  ,0:05:52  ,0:05:15  ,163.140625,170.0,104.40430614310914,130.0,146.0,--,66,2022-04-25 06:22:35
5026,2,00:05:22.501,00:05:22.000,1.0,--,3,0:05:22  ,0:05:22  ,0:04:57  ,167.359375,170.0,111.16552667390044,143.0,150.0,--,73,2022-04-25 06:22:35
5027,3,00:05:35.779,00:05:35.779,1.0,11,12,0:05:35  ,0:05:35  ,0:05:08  ,167.890625,170.0,106.43176980513088,147.0,155.0,--,78,2022-04-25 06:22:35
5028,4,00:01:14.600,00:01:14.000,0.23,5,--,0:05:26  ,0:05:23  ,0:05:19  ,168.15625,170.0,109.24347489427934,150.0,155.0,--,17,2022-04-25 06:22:35
5029,5,00:05:30.362,00:05:30.000,1.0,16,20,0:05:30  ,0:05:30  ,0:05:02  ,168.453125,174.0,107.81572119876743,152.0,156.0,--,79,2022-04-25 06:22:35
5030,6,00:05:27.181,00:05:27.000,1.0,2,4,0:05:27  ,0:05:27  ,0:05:13  ,169.59375,174.0,108.13177498306212,152.0,159.0,--,78,2022-04-25 06:22:35
5031,7,00:05:30.852,00:05:30.852,1.0,2,7,0:05:30  ,0:05:30  ,0:05:11  ,170.8125,174.0,106.16903024718977,155.0,162.0,--,80,2022-04-25 06:22:35
5032,8,00:05:28.399,00:05:28.000,1.0,6,--,0:05:28  ,0:05:27  ,0:05:05  ,170.109375,174.0,107.40418226260968,155.0,160.0,--,78,2022-04-25 06:22:35
5033,9,00:01:25.402,00:01:25.402,0.27,3,--,0:05:11  ,0:05:11  ,0:05:15  ,171.9375,174.0,111.886522729102,158.0,161.0,--,21,2022-04-25 06:22:35
5034,Summary,00:41:27.342,00:41:25.033,7.5,46,88,0:05:31  ,0:05:31  ,0:04:57  ,168.28125,174.0,107.53087905918235,148.0,162.0,--,570,2022-04-25 06:22:35
5035,1,00:05:36.389,00:05:32.000,1.0,2,50,0:05:36  ,0:05:32  ,0:05:00  ,165.828125,178.0,107.56011664825698,137.0,155.0,--,71,2022-04-09 08:49:05
5036,2,00:05:21.438,00:05:21.000,1.0,7,--,0:05:21  ,0:05:20  ,0:05:03  ,171.640625,176.0,108.75117593919228,156.0,161.0,--,82,2022-04-09 08:49:05
5037,3,00:05:37.887,00:05:37.887,1.0,7,6,0:05:37  ,0:05:37  ,0:05:14  ,170.109375,174.0,104.38822838106124,159.0,167.0,--,87,2022-04-09 08:49:05
5038,4,00:05:26.355,00:05:26.355,1.0,4,7,0:05:26  ,0:05:26  ,0:05:15  ,172.0625,177.0,106.85005160026417,166.0,175.0,--,88,2022-04-09 08:49:05
5039,5,00:05:30.384,00:05:30.000,1.0,2,--,0:05:30  ,0:05:30  ,0:04:57  ,171.515625,174.0,105.8835636687536,168.0,172.0,--,88,2022-04-09 08:49:05
5040,6,00:05:39.709,00:05:39.709,1.0,10,--,0:05:39  ,0:05:39  ,0:05:04  ,170.828125,174.0,103.39149243496377,171.0,177.0,--,93,2022-04-09 08:49:05
5041,7,00:05:23.875,00:05:23.875,1.0,--,15,0:05:23  ,0:05:23  ,0:05:07  ,171.9375,176.0,107.74651118059452,168.0,179.0,--,87,2022-04-09 08:49:05
5042,8,00:05:14.935,00:05:14.000,1.0,7,2,0:05:14  ,0:05:14  ,0:05:02  ,172.625,176.0,110.36379706066168,174.0,182.0,--,87,2022-04-09 08:49:05
5043,9,00:02:28.544,00:02:28.000,0.47,1,--,0:05:14  ,0:05:13  ,0:04:40  ,175.390625,184.0,108.6383718318466,175.0,181.0,--,42,2022-04-09 08:49:05
5044,Summary,00:46:19.516,00:46:12.826,8.47,38,80,0:05:28  ,0:05:27  ,0:04:40  ,171.03125,184.0,106.91715114224752,163.0,182.0,--,725,2022-04-09 08:49:05
5045,1,00:06:25.237,00:06:25.237,1.0,--,47,0:06:25  ,0:06:25  ,0:06:03  ,169.84375,176.0,91.70091912588454,132.0,143.0,--,80,2022-11-02 06:31:55
5046,2,00:06:29.715,00:06:29.000,1.0,6,5,0:06:29  ,0:06:29  ,0:06:09  ,171.4375,178.0,89.80454308185732,143.0,148.0,--,88,2022-11-02 06:31:55
5047,3,00:06:32.642,00:06:32.642,1.0,6,6,0:06:32  ,0:06:32  ,0:05:49  ,170.609375,174.0,89.56773813250925,142.0,149.0,--,86,2022-11-02 06:31:55
5048,4,00:00:32.406,00:00:32.000,0.09,--,--,0:06:11  ,0:06:06  ,0:06:21  ,172.6875,174.0,93.50422309338256,143.0,144.0,--,6,2022-11-02 06:31:55
5049,5,00:00:30.000,00:00:30.000,0.12,--,--,0:04:12  ,0:04:12  ,0:04:01  ,187.484375,194.0,126.53854780867157,153.0,166.0,--,7,2022-11-02 06:31:55
5050,6,00:00:30.000,00:00:30.000,0.08,--,--,0:05:55  ,0:05:55  ,0:04:05  ,172.265625,189.0,98.09269593253968,164.0,167.0,--,8,2022-11-02 06:31:55
5051,7,00:00:30.000,00:00:30.000,0.12,--,7,0:04:15  ,0:04:15  ,0:03:58  ,186.90625,196.0,125.64587665628656,160.0,169.0,--,8,2022-11-02 06:31:55
5052,8,00:00:30.000,00:00:30.000,0.07,--,--,0:06:54  ,0:06:54  ,0:03:59  ,168.53125,190.0,85.8594456210597,168.0,171.0,--,8,2022-11-02 06:31:55
5053,9,00:00:30.000,00:00:30.000,0.12,4,--,0:04:19  ,0:04:19  ,0:04:05  ,183.671875,191.0,125.93109481337729,163.0,169.0,--,8,2022-11-02 06:31:55
5054,10,00:00:30.000,00:00:30.000,0.08,--,--,0:06:39  ,0:06:39  ,0:04:04  ,169.140625,189.0,88.7427287817552,169.0,171.0,--,8,2022-11-02 06:31:55
5055,11,00:00:30.000,00:00:30.000,0.12,--,--,0:04:13  ,0:04:13  ,0:04:09  ,184.09375,192.0,128.54320116226023,164.0,171.0,--,8,2022-11-02 06:31:55
