,Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories,date
0,1,00:03:17.539,00:03:11.000,0.5,--,20,0:06:35  ,0:06:22  ,0:06:02  ,161.15625,171.0,94.23695561288604,132.0,142.0,--,42,2022-10-28 07:28:34
1,2,00:03:11.478,00:03:11.478,0.5,--,15,0:06:22  ,0:06:22  ,0:05:52  ,166.1875,169.0,94.27662451794572,139.0,148.0,--,43,2022-10-28 07:28:34
2,3,00:03:10.147,00:03:10.147,0.5,--,--,0:06:20  ,0:06:20  ,0:06:05  ,167.9375,172.0,93.94725298670149,143.0,152.0,--,40,2022-10-28 07:28:34
3,4,00:03:02.270,00:03:01.000,0.5,--,8,0:06:04  ,0:06:02  ,0:05:29  ,168.03125,172.0,97.95260555899272,147.0,152.0,--,44,2022-10-28 07:28:34
4,5,00:02:59.871,00:02:59.871,0.5,--,--,0:05:59  ,0:05:59  ,0:05:39  ,167.546875,170.0,99.5459895846643,148.0,156.0,--,41,2022-10-28 07:28:34
5,6,00:03:04.523,00:03:04.523,0.5,1,3,0:06:09  ,0:06:09  ,0:05:55  ,166.1875,169.0,97.83007917634924,147.0,154.0,--,42,2022-10-28 07:28:34
6,7,00:03:13.269,00:03:13.269,0.5,7,--,0:06:26  ,0:06:26  ,0:05:41  ,166.046875,170.0,93.48207739177386,146.0,160.0,--,44,2022-10-28 07:28:34
7,8,00:03:17.212,00:03:17.000,0.5,--,--,0:06:34  ,0:06:34  ,0:05:59  ,165.671875,170.0,91.82038670331396,155.0,162.0,--,47,2022-10-28 07:28:34
8,9,00:02:52.957,00:02:52.957,0.42,11,--,0:06:49  ,0:06:49  ,0:06:32  ,164.90625,169.0,88.79347410092528,152.0,158.0,--,41,2022-10-28 07:28:34
9,10,00:00:15.000,00:00:15.000,0.03,--,--,0:08:06  ,0:08:06  ,0:07:00  ,163.140625,165.0,75.59122670691265,158.0,159.0,--,4,2022-10-28 07:28:34
10,11,00:00:45.000,00:00:45.000,0.11,10,--,0:06:40  ,0:06:40  ,0:07:12  ,164.640625,167.0,90.93745922107811,162.0,165.0,--,10,2022-10-28 07:28:34
11,12,00:00:15.000,00:00:15.000,0.04,9,--,0:06:47  ,0:06:47  ,0:07:00  ,165.40625,167.0,89.1139203606178,164.0,164.0,--,3,2022-10-28 07:28:34
12,13,00:00:04.976,00:00:04.976,0.02,--,--,0:04:54  ,0:04:54  ,0:06:53  ,167.0,167.0,122.1672457522574,164.0,165.0,--,1,2022-10-28 07:28:34
13,14,00:00:00.964,00:00:00.964,0.01,--,--,0:02:05  ,0:02:05  ,0:06:47  ,167.0,167.0,286.9779082631174,165.0,165.0,--,0,2022-10-28 07:28:34
14,Summary,00:29:30.206,00:29:22.185,4.63,38,46,0:06:22  ,0:06:20  ,0:05:29  ,165.875,172.0,94.52140372197076,146.0,165.0,--,402,2022-10-28 07:28:34
15,1,00:06:30.569,00:06:30.569,1.0,0,37,0:06:30  ,0:06:30  ,0:05:42  ,167.59375,172.0,91.66333658458387,134.0,147.0,--,79,2023-01-05 06:22:42
16,2,00:06:27.419,00:06:27.000,1.0,5,8,0:06:27  ,0:06:27  ,0:06:04  ,169.078125,173.0,91.59734897229912,145.0,152.0,--,84,2023-01-05 06:22:42
17,3,00:06:25.177,00:06:25.000,1.0,5,8,0:06:25  ,0:06:25  ,0:06:08  ,168.53125,171.0,92.429469398611,145.0,155.0,--,82,2023-01-05 06:22:42
18,4,00:00:36.835,00:00:36.835,0.1,0,1,0:06:19  ,0:06:19  ,0:06:12  ,168.84375,170.0,93.56912053766902,145.0,146.0,--,8,2023-01-05 06:22:42
19,5,00:00:30.000,00:00:29.000,0.13,0,1,0:03:54  ,0:03:47  ,0:04:05  ,189.375,196.0,134.8858098700495,152.0,164.0,--,8,2023-01-05 06:22:42
20,6,00:02:00.000,00:02:00.000,0.41,0,0,0:04:51  ,0:04:51  ,0:04:02  ,180.453125,194.0,113.99636704205992,168.0,171.0,--,33,2023-01-05 06:22:42
21,7,00:04:00.000,00:04:00.000,0.79,0,0,0:05:04  ,0:05:04  ,0:04:40  ,177.65625,184.0,110.78979599549253,168.0,172.0,--,64,2023-01-05 06:22:42
22,8,00:05:00.000,00:05:00.000,0.78,1,0,0:06:22  ,0:06:22  ,0:04:53  ,169.859375,179.0,92.27044717597278,156.0,171.0,--,69,2023-01-05 06:22:42
23,9,00:00:30.000,00:00:30.000,0.13,1,0,0:03:57  ,0:03:57  ,0:03:21  ,181.5,205.0,138.93113149427515,158.0,160.0,--,8,2023-01-05 06:22:42
24,10,00:02:00.000,00:02:00.000,0.41,7,0,0:04:50  ,0:04:50  ,0:03:44  ,181.640625,194.0,113.7768565188172,171.0,177.0,--,33,2023-01-05 06:22:42
25,11,00:04:00.000,00:04:00.000,0.81,1,8,0:04:56  ,0:04:56  ,0:04:35  ,177.96875,186.0,113.54380727337576,171.0,179.0,--,64,2023-01-05 06:22:42
26,12,00:05:00.000,00:05:00.000,0.79,0,1,0:06:19  ,0:06:19  ,0:04:59  ,169.4375,177.0,93.39018841064184,159.0,172.0,--,69,2023-01-05 06:22:42
27,13,00:00:30.000,00:00:30.000,0.13,0,0,0:03:43  ,0:03:43  ,0:03:24  ,190.265625,200.0,141.213102827051,165.0,173.0,--,8,2023-01-05 06:22:42
28,14,00:02:00.000,00:02:00.000,0.43,0,0,0:04:41  ,0:04:41  ,0:03:33  ,181.625,198.0,117.52787706200532,178.0,183.0,--,35,2023-01-05 06:22:42
29,15,00:04:00.000,00:04:00.000,0.82,1,1,0:04:51  ,0:04:51  ,0:04:36  ,180.890625,187.0,113.83536085827504,176.0,178.0,--,67,2023-01-05 06:22:42
30,16,00:05:00.000,00:05:00.000,0.69,4,4,0:07:17  ,0:07:17  ,0:04:46  ,157.421875,181.0,87.10479218362282,154.0,179.0,--,62,2023-01-05 06:22:42
31,17,00:06:53.860,00:06:49.000,1.0,16,2,0:06:53  ,0:06:49  ,0:06:00  ,162.609375,171.0,89.15634000429212,158.0,168.0,--,91,2023-01-05 06:22:42
32,18,00:03:06.140,00:03:06.000,0.4,21,0,0:07:40  ,0:07:39  ,0:06:17  ,162.640625,169.0,80.14024758709853,166.0,176.0,--,44,2023-01-05 06:22:42
33,19,00:00:07.371,00:00:07.000,0.01,0,0,0:11:05  ,0:10:31  ,0:07:54  ,161.5,167.0,55.84600115009616,172.0,173.0,--,2,2023-01-05 06:22:42
34,Summary,01:04:37.371,01:04:30.404,10.83,63,72,0:05:57  ,0:05:57  ,0:03:21  ,170.390625,205.0,97.86015782146382,157.0,183.0,--,907,2023-01-05 06:22:42
35,1,00:06:21.246,00:06:21.246,1.0,0,34,0:06:21  ,0:06:21  ,0:05:51  ,172.875,180.0,92.22999877929688,137.0,151.0,--,70,2023-12-27 10:39:41
36,2,00:06:16.615,00:06:15.000,1.0,0,6,0:06:16  ,0:06:15  ,0:05:58  ,173.0625,178.0,92.05999755859376,143.0,151.0,--,83,2023-12-27 10:39:41
37,3,00:06:02.180,00:06:02.000,1.0,0,1,0:06:02  ,0:06:02  ,0:05:49  ,173.21875,176.0,96.39000244140624,151.0,157.0,--,85,2023-12-27 10:39:41
38,4,00:01:19.959,00:01:19.959,0.21,0,1,0:06:19  ,0:06:19  ,0:06:00  ,170.53125,173.0,95.15999755859376,155.0,157.0,--,19,2023-12-27 10:39:41
39,5,00:00:10.000,00:00:09.000,0.05,0,0,0:03:18  ,0:02:58  ,0:03:01  ,210.5625,217.0,102.5699951171875,161.0,167.0,--,2,2023-12-27 10:39:41
40,6,00:03:00.000,00:03:00.000,0.46,3,0,0:06:33  ,0:06:33  ,0:02:54  ,171.375,214.0,91.50999755859377,155.0,174.0,--,41,2023-12-27 10:39:41
41,7,00:00:10.000,00:00:10.000,0.06,0,0,0:02:59  ,0:02:59  ,0:02:37  ,210.296875,225.0,104.68000488281253,160.0,168.0,--,2,2023-12-27 10:39:41
42,8,00:03:00.000,00:03:00.000,0.46,7,0,0:06:29  ,0:06:29  ,0:02:37  ,171.015625,222.0,91.45,161.0,177.0,--,42,2023-12-27 10:39:41
43,9,00:00:10.000,00:00:10.000,0.06,0,0,0:02:55  ,0:02:55  ,0:02:42  ,211.296875,225.0,107.43000488281253,161.0,168.0,--,2,2023-12-27 10:39:41
44,10,00:03:00.000,00:03:00.000,0.49,0,8,0:06:05  ,0:06:05  ,0:02:36  ,171.5625,224.0,98.55,158.0,178.0,--,42,2023-12-27 10:39:41
45,11,00:02:00.000,00:02:00.000,0.32,0,1,0:06:13  ,0:06:13  ,0:06:06  ,172.109375,175.0,92.74000244140626,153.0,158.0,--,27,2023-12-27 10:39:41
46,12,00:00:10.000,00:00:10.000,0.06,0,0,0:02:40  ,0:02:40  ,0:02:24  ,214.90625,228.0,114.99000244140626,165.0,172.0,--,2,2023-12-27 10:39:41
47,13,00:03:00.000,00:03:00.000,0.49,0,0,0:06:10  ,0:06:10  ,0:02:24  ,171.953125,225.0,96.97999877929688,162.0,181.0,--,43,2023-12-27 10:39:41
48,14,00:00:10.000,00:00:10.000,0.06,0,0,0:02:47  ,0:02:47  ,0:02:26  ,216.203125,231.0,106.80999755859376,163.0,169.0,--,2,2023-12-27 10:39:41
49,15,00:03:00.000,00:03:00.000,0.46,1,0,0:06:30  ,0:06:30  ,0:02:30  ,170.4375,229.0,93.77000122070314,162.0,180.0,--,43,2023-12-27 10:39:41
50,16,00:00:10.000,00:00:10.000,0.06,0,0,0:02:46  ,0:02:46  ,0:02:13  ,213.203125,231.0,102.96999511718752,162.0,171.0,--,2,2023-12-27 10:39:41
51,17,00:03:00.000,00:03:00.000,0.45,0,1,0:06:37  ,0:06:37  ,0:02:13  ,170.671875,231.0,90.75999755859377,158.0,178.0,--,41,2023-12-27 10:39:41
52,18,00:06:22.878,00:06:22.878,1.0,8,0,0:06:22  ,0:06:22  ,0:05:40  ,171.78125,174.0,92.22999877929688,158.0,166.0,--,90,2023-12-27 10:39:41
53,19,00:03:37.122,00:03:37.000,0.57,28,0,0:06:19  ,0:06:19  ,0:05:22  ,173.171875,179.0,90.79000244140626,169.0,176.0,--,56,2023-12-27 10:39:41
54,20,00:00:01.328,00:00:01.000,0.0,0,0,0:04:36  ,0:03:28  ,0:05:51  ,174.0,174.0,95.8,174.0,174.0,--,0,2023-12-27 10:39:41
55,Summary,00:51:01.328,00:50:58.083,8.26,47,52,0:06:10  ,0:06:10  ,0:02:13  ,172.890625,231.0,93.54000244140626,154.0,181.0,--,696,2023-12-27 10:39:41
56,1,00:06:09.879,00:06:09.879,1.0,12,35,0:06:09  ,0:06:09  ,0:05:34  ,168.515625,178.0,96.17999877929688,137.0,144.0,--,79,2023-05-06 09:51:51
57,2,00:06:14.258,00:06:14.000,1.0,0,7,0:06:14  ,0:06:14  ,0:05:39  ,170.25,174.0,93.97000122070312,143.0,151.0,--,80,2023-05-06 09:51:51
58,3,00:02:35.863,00:02:35.863,0.42,0,0,0:06:08  ,0:06:08  ,0:05:55  ,172.296875,175.0,96.15999755859376,150.0,156.0,--,36,2023-05-06 09:51:51
59,4,00:05:00.000,00:04:59.000,0.99,1,1,0:05:02  ,0:05:01  ,0:04:43  ,177.5,183.0,112.5,165.0,169.0,--,78,2023-05-06 09:51:51
60,5,00:02:00.000,00:02:00.000,0.32,2,0,0:06:19  ,0:06:19  ,0:05:04  ,171.90625,177.0,94.37999877929688,159.0,167.0,--,28,2023-05-06 09:51:51
61,6,00:04:56.415,00:04:56.415,1.0,6,8,0:04:56  ,0:04:56  ,0:04:50  ,178.75,184.0,112.0,168.0,171.0,--,78,2023-05-06 09:51:51
62,7,00:00:03.585,00:00:03.000,0.01,0,0,0:04:59  ,0:04:10  ,0:04:54  ,177.671875,178.0,111.7,168.0,168.0,--,1,2023-05-06 09:51:51
63,8,00:02:00.000,00:01:59.000,0.33,0,2,0:06:08  ,0:06:05  ,0:04:55  ,171.75,176.0,97.27999877929688,160.0,168.0,--,28,2023-05-06 09:51:51
64,9,00:04:43.825,00:04:43.825,1.0,1,0,0:04:43  ,0:04:43  ,0:04:30  ,180.28125,185.0,116.3300048828125,175.0,179.0,--,78,2023-05-06 09:51:51
65,10,00:00:16.175,00:00:16.000,0.05,0,0,0:04:54  ,0:04:51  ,0:04:52  ,177.875,181.0,116.16999511718753,176.0,178.0,--,4,2023-05-06 09:51:51
66,11,00:02:00.000,00:01:59.000,0.33,0,0,0:06:02  ,0:05:59  ,0:04:52  ,171.40625,179.0,99.70999755859376,169.0,175.0,--,29,2023-05-06 09:51:51
67,12,00:04:37.286,00:04:37.286,1.0,9,1,0:04:37  ,0:04:37  ,0:04:15  ,181.546875,187.0,117.15999755859376,180.0,183.0,--,79,2023-05-06 09:51:51
68,13,00:00:22.714,00:00:22.714,0.07,1,0,0:05:09  ,0:05:09  ,0:04:48  ,177.90625,181.0,116.15999755859376,182.0,183.0,--,7,2023-05-06 09:51:51
69,14,00:02:00.000,00:01:59.000,0.28,0,2,0:07:07  ,0:07:04  ,0:05:04  ,158.046875,173.0,91.37000122070312,165.0,181.0,--,27,2023-05-06 09:51:51
70,15,00:04:14.553,00:04:14.553,0.69,0,9,0:06:09  ,0:06:09  ,0:05:57  ,171.125,174.0,94.39000244140624,157.0,168.0,--,56,2023-05-06 09:51:51
71,Summary,00:47:14.553,00:47:09.535,8.5,32,65,0:05:33  ,0:05:33  ,0:04:15  ,173.765625,187.0,103.40999755859376,159.0,183.0,--,688,2023-05-06 09:51:51
72,1,00:05:26.122,00:05:26.122,1.0,--,44,0:05:26  ,0:05:26  ,0:04:42  ,166.359375,173.0,110.59203788446898,--,--,--,93,2022-04-01 06:27:14
73,2,00:05:16.568,00:05:15.000,1.0,--,--,0:05:16  ,0:05:15  ,0:04:58  ,168.875,172.0,112.23256415364553,--,--,--,92,2022-04-01 06:27:14
74,3,00:05:32.595,00:05:32.595,1.0,7,10,0:05:32  ,0:05:32  ,0:05:07  ,169.96875,173.0,106.1369130612802,--,--,--,95,2022-04-01 06:27:14
75,4,00:05:31.411,00:05:31.000,1.0,5,8,0:05:31  ,0:05:31  ,0:05:03  ,169.8125,175.0,106.61410399593922,--,--,--,94,2022-04-01 06:27:14
76,5,00:00:27.016,00:00:27.000,0.08,--,--,0:05:48  ,0:05:48  ,0:05:20  ,169.65625,172.0,101.39996729403272,--,--,--,7,2022-04-01 06:27:14
77,6,00:05:27.388,00:05:27.388,1.0,6,--,0:05:27  ,0:05:27  ,0:05:03  ,170.609375,176.0,107.42011200869794,--,--,--,92,2022-04-01 06:27:14
78,7,00:01:19.475,00:01:18.000,0.24,--,--,0:05:32  ,0:05:26  ,0:05:10  ,170.265625,172.0,105.94552295357973,--,--,--,23,2022-04-01 06:27:14
79,Summary,00:29:00.575,00:28:57.105,5.32,18,62,0:05:27  ,0:05:26  ,0:04:42  ,169.203125,176.0,108.33025059053892,--,--,--,496,2022-04-01 06:27:14
80,1,00:03:16.768,00:03:16.000,0.5,1,18,0:06:33  ,0:06:32  ,0:05:50  ,169.109375,173.0,90.15692423484629,126.0,136.0,--,37,2022-10-25 06:24:01
81,2,00:03:02.033,00:03:02.033,0.5,--,33,0:06:04  ,0:06:04  ,0:05:58  ,168.796875,172.0,97.63526620292852,125.0,133.0,--,36,2022-10-25 06:24:01
82,3,00:03:13.722,00:03:13.722,0.5,--,--,0:06:27  ,0:06:27  ,0:06:03  ,166.96875,173.0,92.74854696165816,130.0,138.0,--,41,2022-10-25 06:24:01
83,4,00:03:22.530,00:03:22.000,0.5,2,--,0:06:45  ,0:06:44  ,0:06:09  ,167.578125,170.0,88.39232711202632,137.0,141.0,--,46,2022-10-25 06:24:01
84,5,00:03:26.016,00:03:26.000,0.5,8,--,0:06:52  ,0:06:52  ,0:06:25  ,165.546875,169.0,87.9628522831859,141.0,146.0,--,42,2022-10-25 06:24:01
85,6,00:03:14.681,00:03:14.681,0.5,--,5,0:06:29  ,0:06:29  ,0:06:22  ,166.390625,170.0,92.61233495554168,132.0,141.0,--,39,2022-10-25 06:24:01
86,7,00:00:24.250,00:00:24.250,0.06,--,5,0:06:25  ,0:06:25  ,0:06:32  ,168.5,170.0,92.331978686088,136.0,138.0,--,5,2022-10-25 06:24:01
87,8,00:00:30.000,00:00:29.000,0.13,--,--,0:03:57  ,0:03:49  ,0:04:05  ,185.796875,194.0,135.89033493030442,138.0,141.0,--,7,2022-10-25 06:24:01
88,9,00:02:30.604,00:02:30.604,0.5,6,3,0:05:01  ,0:05:01  ,0:04:32  ,177.578125,186.0,112.1747914072032,157.0,167.0,--,41,2022-10-25 06:24:01
89,10,00:01:29.396,00:01:29.000,0.34,--,--,0:04:20  ,0:04:19  ,0:04:40  ,181.53125,186.0,126.85719509079652,169.0,175.0,--,25,2022-10-25 06:24:01
90,11,00:03:07.138,00:03:07.000,0.5,--,3,0:06:14  ,0:06:14  ,0:04:40  ,169.25,180.0,94.71757979194076,157.0,184.0,--,46,2022-10-25 06:24:01
91,12,00:01:52.862,00:01:52.862,0.33,4,--,0:05:43  ,0:05:43  ,0:06:20  ,172.265625,176.0,101.50063318766423,153.0,157.0,--,24,2022-10-25 06:24:01
92,13,00:00:30.000,00:00:30.000,0.13,--,--,0:03:58  ,0:03:58  ,0:03:40  ,189.859375,196.0,132.71928011326227,164.0,172.0,--,8,2022-10-25 06:24:01
93,14,00:02:32.081,00:02:32.000,0.5,--,3,0:05:04  ,0:05:04  ,0:03:51  ,175.984375,196.0,112.09137669838005,170.0,177.0,--,44,2022-10-25 06:24:01
94,15,00:01:27.919,00:01:27.919,0.29,3,--,0:04:59  ,0:04:59  ,0:04:55  ,175.75,178.0,113.88602935254626,164.0,166.0,--,23,2022-10-25 06:24:01
95,16,00:03:06.993,00:03:06.000,0.5,4,6,0:06:13  ,0:06:12  ,0:04:54  ,170.171875,178.0,94.27751576289292,154.0,165.0,--,46,2022-10-25 06:24:01
96,17,00:01:53.007,00:01:53.000,0.33,--,--,0:05:45  ,0:05:45  ,0:05:47  ,170.390625,172.0,101.99978757068784,155.0,157.0,--,28,2022-10-25 06:24:01
97,18,00:03:17.482,00:03:17.482,0.5,--,3,0:06:34  ,0:06:34  ,0:05:32  ,169.0625,172.0,89.85587194441375,149.0,157.0,--,45,2022-10-25 06:24:01
98,19,00:02:59.011,00:02:59.000,0.5,5,2,0:05:58  ,0:05:58  ,0:05:30  ,169.296875,172.0,98.99028863134384,148.0,151.0,--,36,2022-10-25 06:24:01
99,20,00:03:27.894,00:03:27.894,0.5,--,5,0:06:55  ,0:06:55  ,0:05:54  ,167.5,172.0,86.1518273883584,148.0,155.0,--,44,2022-10-25 06:24:01
100,21,00:00:15.613,00:00:15.000,0.04,--,--,0:06:36  ,0:06:20  ,0:06:16  ,170.53125,172.0,88.8561921427711,150.0,151.0,--,3,2022-10-25 06:24:01
101,22,00:00:36.452,00:00:36.452,0.1,--,--,0:06:16  ,0:06:16  ,0:06:17  ,169.75,172.0,93.9117055739832,154.0,159.0,--,8,2022-10-25 06:24:01
102,Summary,00:49:36.452,00:49:31.899,8.24,34,85,0:06:01  ,0:06:00  ,0:03:40  ,170.28125,196.0,97.31337314718176,146.0,184.0,--,674,2022-10-25 06:24:01
103,1,00:03:22.024,00:03:22.000,0.5,--,6,0:06:44  ,0:06:44  ,0:06:18  ,164.59375,169.0,90.22044076832688,125.0,137.0,--,40,2022-08-31 06:29:14
104,2,00:03:12.288,00:03:12.288,0.5,--,48,0:06:24  ,0:06:24  ,0:06:00  ,166.0,174.0,93.98553047708276,131.0,139.0,--,42,2022-08-31 06:29:14
105,3,00:03:28.015,00:03:28.015,0.5,6,--,0:06:55  ,0:06:56  ,0:06:21  ,168.4375,174.0,85.62248261021244,136.0,141.0,--,45,2022-08-31 06:29:14
106,4,00:03:12.189,00:03:12.000,0.5,--,3,0:06:24  ,0:06:24  ,0:05:54  ,168.984375,172.0,92.37324245524556,141.0,147.0,--,44,2022-08-31 06:29:14
107,5,00:03:11.976,00:03:11.976,0.5,--,--,0:06:24  ,0:06:23  ,0:05:54  ,168.59375,172.0,92.68999318238788,145.0,149.0,--,46,2022-08-31 06:29:14
108,6,00:02:55.100,00:02:55.000,0.5,--,--,0:05:50  ,0:05:50  ,0:05:45  ,167.640625,170.0,102.20115930579436,146.0,152.0,--,40,2022-08-31 06:29:14
109,7,00:03:16.761,00:03:16.761,0.5,5,--,0:06:33  ,0:06:33  ,0:06:12  ,167.03125,169.0,91.2818637837364,144.0,146.0,--,45,2022-08-31 06:29:14
110,8,00:03:22.184,00:03:22.000,0.5,--,--,0:06:44  ,0:06:44  ,0:06:28  ,166.765625,170.0,88.97498482303745,147.0,151.0,--,45,2022-08-31 06:29:14
111,9,00:03:16.912,00:03:16.912,0.5,4,--,0:06:33  ,0:06:33  ,0:06:18  ,165.8125,169.0,91.88228742381207,145.0,152.0,--,44,2022-08-31 06:29:14
112,10,00:00:42.551,00:00:42.551,0.12,--,6,0:05:46  ,0:05:46  ,0:06:34  ,164.8125,167.0,105.16564523861528,137.0,139.0,--,8,2022-08-31 06:29:14
113,11,00:03:17.178,00:03:17.000,0.5,--,2,0:06:34  ,0:06:34  ,0:06:28  ,164.703125,167.0,92.3763869252447,140.0,147.0,--,41,2022-08-31 06:29:14
114,12,00:03:02.372,00:03:02.000,0.5,--,--,0:06:04  ,0:06:04  ,0:05:44  ,166.40625,169.0,98.85382408140092,145.0,148.0,--,42,2022-08-31 06:29:14
115,13,00:03:10.857,00:03:10.857,0.5,--,--,0:06:21  ,0:06:21  ,0:05:59  ,166.6875,169.0,94.29966303414167,146.0,149.0,--,42,2022-08-31 06:29:14
116,14,00:00:23.955,00:00:23.955,0.07,--,--,0:06:03  ,0:06:03  ,0:06:14  ,167.171875,169.0,98.84127869140195,149.0,149.0,--,5,2022-08-31 06:29:14
117,Summary,00:39:54.362,00:39:53.315,6.19,16,64,0:06:26  ,0:06:26  ,0:05:44  ,166.921875,174.0,93.00116475634692,141.0,152.0,--,529,2022-08-31 06:29:14
118,1,00:06:20.530,00:06:20.530,1.0,0,34,0:06:20  ,0:06:20  ,0:05:53  ,170.8125,176.0,92.22000122070312,133.0,144.0,--,72,2023-03-28 07:21:36
119,2,00:06:27.299,00:06:23.000,1.0,6,6,0:06:27  ,0:06:23  ,0:05:52  ,170.15625,191.0,91.05,143.0,156.0,--,84,2023-03-28 07:21:36
120,3,00:02:12.171,00:02:12.000,0.35,3,0,0:06:21  ,0:06:20  ,0:06:16  ,170.59375,182.0,91.02999877929688,153.0,155.0,--,30,2023-03-28 07:21:36
121,4,00:00:10.000,00:00:09.000,0.06,0,0,0:02:54  ,0:02:36  ,0:02:32  ,219.328125,227.0,117.45999755859376,163.0,170.0,--,2,2023-03-28 07:21:36
122,5,00:02:30.000,00:02:30.000,0.35,0,7,0:07:12  ,0:07:12  ,0:02:32  ,168.5,224.0,86.35000000000001,147.0,179.0,--,31,2023-03-28 07:21:36
123,6,00:00:10.000,00:00:10.000,0.06,0,0,0:02:58  ,0:02:58  ,0:02:30  ,203.90625,222.0,98.34000244140626,147.0,158.0,--,2,2023-03-28 07:21:36
124,7,00:02:30.000,00:02:30.000,0.36,0,2,0:07:01  ,0:07:01  ,0:02:30  ,168.109375,221.0,87.80999755859375,148.0,174.0,--,31,2023-03-28 07:21:36
125,8,00:00:10.000,00:00:10.000,0.06,0,0,0:02:41  ,0:02:41  ,0:02:24  ,214.09375,226.0,130.0300048828125,152.0,163.0,--,2,2023-03-28 07:21:36
126,9,00:02:30.000,00:02:30.000,0.33,0,1,0:07:27  ,0:07:27  ,0:02:27  ,167.953125,221.0,83.37999877929688,153.0,176.0,--,32,2023-03-28 07:21:36
127,10,00:05:00.000,00:05:00.000,0.75,1,1,0:06:38  ,0:06:38  ,0:06:09  ,168.328125,173.0,88.17000122070313,144.0,156.0,--,62,2023-03-28 07:21:36
128,11,00:00:10.000,00:00:10.000,0.06,0,0,0:02:40  ,0:02:40  ,0:02:04  ,213.203125,228.0,109.16999511718753,158.0,167.0,--,2,2023-03-28 07:21:36
129,12,00:02:30.000,00:02:30.000,0.34,0,0,0:07:20  ,0:07:20  ,0:02:04  ,167.484375,228.0,85.32000122070313,153.0,178.0,--,31,2023-03-28 07:21:36
130,13,00:00:10.000,00:00:10.000,0.06,0,0,0:02:48  ,0:02:48  ,0:02:29  ,210.90625,224.0,112.34000244140626,154.0,164.0,--,2,2023-03-28 07:21:36
131,14,00:02:30.000,00:02:30.000,0.34,0,0,0:07:23  ,0:07:23  ,0:02:29  ,166.828125,222.0,85.25,155.0,177.0,--,31,2023-03-28 07:21:36
132,15,00:00:10.000,00:00:10.000,0.06,0,0,0:02:50  ,0:02:50  ,0:02:32  ,207.59375,226.0,108.21999511718752,153.0,163.0,--,2,2023-03-28 07:21:36
133,16,00:02:30.000,00:02:30.000,0.21,0,0,0:11:42  ,0:11:42  ,0:02:03  ,118.0,227.0,80.87000122070313,136.0,178.0,--,22,2023-03-28 07:21:36
134,17,00:05:00.000,00:04:59.000,0.79,7,0,0:06:19  ,0:06:17  ,0:05:31  ,168.46875,173.0,93.45,151.0,173.0,--,67,2023-03-28 07:21:36
135,18,00:02:11.460,00:02:11.460,0.39,13,0,0:05:34  ,0:05:34  ,0:05:28  ,173.03125,178.0,103.0,174.0,181.0,--,36,2023-03-28 07:21:36
136,Summary,00:43:11.460,00:43:04.990,6.57,31,52,0:06:34  ,0:06:33  ,0:02:03  ,167.25,228.0,90.10999755859376,147.0,181.0,--,542,2023-03-28 07:21:36
137,1,00:30:00.000,00:30:00.000,4.68,43,54,0:06:24  ,0:06:24  ,0:04:30  ,171.046875,175.0,91.42999877929688,142.0,162.0,--,389,2023-06-02 11:34:31
138,2,00:00:20.216,00:00:20.000,0.06,3,0,0:05:49  ,0:05:46  ,0:06:36  ,172.140625,174.0,86.35999755859376,166.0,169.0,--,5,2023-06-02 11:34:31
139,Summary,00:30:20.216,00:30:20.000,4.74,46,54,0:06:24  ,0:06:23  ,0:04:30  ,171.0625,175.0,91.37000122070312,142.0,169.0,--,394,2023-06-02 11:34:31
140,1,00:06:15.880,00:06:15.880,1.0,36,34,0:06:15  ,0:06:15  ,0:05:57  ,175.375,184.0,90.15999755859376,127.0,136.0,--,77,2023-12-01 07:15:32
141,2,00:06:06.075,00:06:06.000,1.0,0,9,0:06:06  ,0:06:06  ,0:05:53  ,175.109375,180.0,93.92999877929688,139.0,142.0,--,84,2023-12-01 07:15:32
142,3,00:05:57.614,00:05:57.614,1.0,0,1,0:05:57  ,0:05:57  ,0:05:44  ,175.09375,178.0,95.65,142.0,147.0,--,83,2023-12-01 07:15:32
143,4,00:01:40.431,00:01:40.000,0.29,0,0,0:05:52  ,0:05:50  ,0:05:49  ,174.859375,177.0,96.39000244140624,143.0,147.0,--,23,2023-12-01 07:15:32
144,5,00:02:00.000,00:01:59.000,0.41,2,0,0:04:53  ,0:04:50  ,0:04:36  ,182.578125,188.0,109.65999755859376,149.0,154.0,--,31,2023-12-01 07:15:32
145,6,00:02:00.000,00:02:00.000,0.3,4,0,0:06:45  ,0:06:44  ,0:04:56  ,172.8125,186.0,89.95999755859376,149.0,154.0,--,28,2023-12-01 07:15:32
146,7,00:02:00.000,00:02:00.000,0.4,3,1,0:04:58  ,0:04:58  ,0:04:42  ,181.828125,193.0,106.45999755859376,153.0,159.0,--,31,2023-12-01 07:15:32
147,8,00:02:00.000,00:02:00.000,0.32,0,7,0:06:20  ,0:06:20  ,0:05:24  ,172.109375,177.0,91.55999755859376,140.0,153.0,--,25,2023-12-01 07:15:32
