id,activity,athlete,lap_index,split,start_index,end_index,moving_time,start_date_local,distance,average_speed,max_speed,total_elevation_gain,average_cadence,average_watts,average_heartrate,max_heartrate,pace_zone,Z1,Z2,Z3,Z4,Z5,resource_state,name,elapsed_time,start_date,device_watts
37728828926,10872495443,98364076,1,1,0,1649,1800,2024-03-02T08:50:41Z,4920.06,2.73,3.498,23.2,86.7,370.5,149.5,159.0,1.0,4920.06,0.0,0.0,0.0,0.0,,,,,
37728828955,10872495443,98364076,2,2,1650,2869,1219,2024-03-02T09:20:47Z,4000.0,3.28,3.9,10.6,89.1,439.8,167.3,172.0,3.0,0.0,0.0,4000.0,0.0,0.0,,,,,
37728828965,10872495443,98364076,3,3,2870,3469,600,2024-03-02T09:41:07Z,1810.82,3.02,3.728,6.0,88.3,416.0,165.0,169.0,2.0,0.0,1810.82,0.0,0.0,0.0,,,,,
37728828980,10872495443,98364076,4,4,3470,4686,1214,2024-03-02T09:51:07Z,4000.0,3.29,7.378,27.2,89.2,440.9,168.1,172.0,3.0,0.0,0.0,4000.0,0.0,0.0,,,,,
37728828986,10872495443,98364076,5,5,4687,5287,600,2024-03-02T10:11:58Z,1803.69,3.01,3.76,0.0,88.1,393.6,161.5,167.0,2.0,0.0,1803.69,0.0,0.0,0.0,,,,,
37728828999,10872495443,98364076,6,6,5288,6510,1222,2024-03-02T10:22:05Z,4000.0,3.27,4.186,3.8,89.9,444.0,166.5,172.0,3.0,0.0,0.0,4000.0,0.0,0.0,,,,,
37728829004,10872495443,98364076,7,7,6511,7109,600,2024-03-02T10:42:28Z,1795.49,2.99,3.602,0.0,88.7,409.1,162.4,168.0,2.0,0.0,1795.49,0.0,0.0,0.0,,,,,
37728829013,10872495443,98364076,8,8,7110,7835,848,2024-03-02T10:52:27Z,2279.56,2.69,3.194,46.4,87.6,406.9,159.6,169.0,1.0,2279.56,0.0,0.0,0.0,0.0,,,,,
37703305233,10866155836,98364076,1,1,0,2441,2700,2024-03-01T09:02:13Z,7364.41,2.73,3.448,61.0,86.8,370.1,143.7,165.0,1.0,7364.41,0.0,0.0,0.0,0.0,,,,,
37676173063,10859392322,98364076,1,1,0,1082,1200,2024-02-29T07:13:03Z,3288.16,2.74,4.0,0.0,86.9,346.4,136.3,149.0,2.0,0.0,3288.16,0.0,0.0,0.0,,,,,
37676173067,10859392322,98364076,2,2,1083,1442,360,2024-02-29T07:34:00Z,1252.79,3.48,4.034,9.0,91.1,452.2,163.5,167.0,3.0,0.0,0.0,1252.79,0.0,0.0,,,,,
37676173069,10859392322,98364076,3,3,1443,1562,120,2024-02-29T07:40:00Z,298.08,2.48,3.732,0.0,85.1,344.0,147.5,163.0,1.0,298.08,0.0,0.0,0.0,0.0,,,,,
37676173071,10859392322,98364076,4,4,1563,1922,360,2024-02-29T07:42:00Z,1277.62,3.55,4.372,0.0,91.9,447.5,164.7,172.0,4.0,0.0,0.0,0.0,1277.62,0.0,,,,,
37676173072,10859392322,98364076,5,5,1923,2042,120,2024-02-29T07:48:00Z,312.63,2.61,3.388,0.0,86.1,357.4,153.7,167.0,1.0,312.63,0.0,0.0,0.0,0.0,,,,,
37676173075,10859392322,98364076,6,6,2043,2402,360,2024-02-29T07:50:00Z,1279.61,3.55,4.176,10.2,92.4,466.2,168.2,173.0,4.0,0.0,0.0,0.0,1279.61,0.0,,,,,
37676173077,10859392322,98364076,7,7,2403,2522,120,2024-02-29T07:56:00Z,289.86,2.42,3.616,0.0,84.2,321.5,154.5,172.0,1.0,289.86,0.0,0.0,0.0,0.0,,,,,
37676173083,10859392322,98364076,8,8,2523,2882,360,2024-02-29T07:58:00Z,1288.25,3.58,4.31,0.0,91.6,445.8,166.4,171.0,4.0,0.0,0.0,0.0,1288.25,0.0,,,,,
37676173088,10859392322,98364076,9,9,2883,3002,120,2024-02-29T08:04:00Z,301.85,2.52,3.518,0.0,85.7,351.6,159.9,171.0,1.0,301.85,0.0,0.0,0.0,0.0,,,,,
37676173095,10859392322,98364076,10,10,3003,3362,360,2024-02-29T08:06:00Z,1280.92,3.56,4.124,6.2,92.0,461.5,169.6,174.0,4.0,0.0,0.0,0.0,1280.92,0.0,,,,,
37676173103,10859392322,98364076,11,11,3363,3482,120,2024-02-29T08:12:00Z,258.16,2.15,3.298,4.8,74.5,306.3,155.3,173.0,1.0,258.16,0.0,0.0,0.0,0.0,,,,,
37676173115,10859392322,98364076,12,12,3483,4081,600,2024-02-29T08:14:00Z,1660.71,2.77,3.36,23.0,87.5,391.2,153.2,164.0,2.0,0.0,1660.71,0.0,0.0,0.0,,,,,
37676173119,10859392322,98364076,13,13,4081,4081,126,2024-02-29T08:24:37Z,343.55,2.73,3.342,13.8,87.2,449.2,160.3,166.0,1.0,343.55,0.0,0.0,0.0,0.0,,,,,
37619853549,10845411404,98364076,1,1,0,257,370,2024-02-27T07:03:30Z,1000.0,2.7,3.314,0.0,85.3,330.6,128.6,138.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37619853550,10845411404,98364076,2,2,258,620,360,2024-02-27T07:09:42Z,1000.0,2.78,3.242,5.4,86.3,370.1,140.9,151.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37619853551,10845411404,98364076,3,3,621,789,168,2024-02-27T07:16:20Z,485.6,2.89,3.568,2.8,86.9,381.4,148.8,154.0,2.0,0.0,485.6,0.0,0.0,0.0,,,,,
37619853552,10845411404,98364076,4,4,790,818,30,2024-02-27T07:19:09Z,130.85,4.36,4.904,3.4,98.6,601.4,163.2,169.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,
37619853553,10845411404,98364076,5,5,819,968,150,2024-02-27T07:19:38Z,367.07,2.45,3.46,7.6,84.3,372.5,153.4,170.0,1.0,367.07,0.0,0.0,0.0,0.0,,,,,
37619853555,10845411404,98364076,6,6,969,998,30,2024-02-27T07:22:08Z,144.23,4.81,5.982,0.0,99.6,610.2,162.5,171.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,
37619853556,10845411404,98364076,7,7,999,1148,150,2024-02-27T07:22:38Z,395.94,2.64,4.514,0.0,85.1,357.6,153.0,172.0,1.0,395.94,0.0,0.0,0.0,0.0,,,,,
37619853558,10845411404,98364076,8,8,1149,1451,302,2024-02-27T07:25:08Z,1000.0,3.31,4.096,0.0,89.1,426.0,160.0,164.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37619853559,10845411404,98364076,9,9,1452,1753,301,2024-02-27T07:30:11Z,1000.0,3.32,4.032,2.0,89.2,423.8,162.1,167.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37619853560,10845411404,98364076,10,10,1754,2056,303,2024-02-27T07:35:13Z,1000.0,3.3,3.878,4.4,89.5,430.5,165.5,169.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37619853561,10845411404,98364076,11,11,2057,2350,292,2024-02-27T07:40:16Z,974.47,3.34,4.39,0.0,89.6,433.0,164.2,169.0,3.0,0.0,0.0,974.47,0.0,0.0,,,,,
37619853562,10845411404,98364076,12,12,2351,2529,180,2024-02-27T07:45:28Z,498.94,2.77,3.78,0.0,86.1,356.7,151.9,164.0,2.0,0.0,498.94,0.0,0.0,0.0,,,,,
37619853564,10845411404,98364076,13,13,2530,2559,30,2024-02-27T07:48:27Z,137.42,4.58,5.046,0.0,97.9,565.0,165.7,173.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,
37619853567,10845411404,98364076,14,14,2560,2709,150,2024-02-27T07:48:57Z,405.09,2.7,4.462,0.0,85.4,376.6,159.9,174.0,1.0,405.09,0.0,0.0,0.0,0.0,,,,,
37619853568,10845411404,98364076,15,15,2710,2739,30,2024-02-27T07:51:27Z,137.0,4.57,5.11,0.0,97.3,569.1,164.0,172.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,
37619853570,10845411404,98364076,16,16,2740,2889,150,2024-02-27T07:51:57Z,389.06,2.59,4.21,2.2,85.2,358.7,157.7,172.0,1.0,389.06,0.0,0.0,0.0,0.0,,,,,
37619853573,10845411404,98364076,17,17,2890,3192,302,2024-02-27T07:54:27Z,1000.0,3.31,3.764,0.0,89.3,422.6,162.4,166.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37619853575,10845411404,98364076,18,18,3193,3497,304,2024-02-27T07:59:30Z,1000.0,3.29,3.668,0.0,89.2,400.4,160.3,166.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37619853578,10845411404,98364076,19,19,3498,3798,301,2024-02-27T08:04:35Z,1000.0,3.32,4.072,0.0,89.7,425.1,164.0,168.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37619853583,10845411404,98364076,20,20,3799,4090,291,2024-02-27T08:09:36Z,956.43,3.29,3.922,2.2,89.8,424.5,163.8,168.0,3.0,0.0,0.0,956.43,0.0,0.0,,,,,
37619853588,10845411404,98364076,21,21,4091,4270,180,2024-02-27T08:14:28Z,488.87,2.72,3.278,6.8,86.6,371.8,151.2,164.0,1.0,488.87,0.0,0.0,0.0,0.0,,,,,
37619853591,10845411404,98364076,22,22,4271,4452,300,2024-02-27T08:18:27Z,812.31,2.71,3.292,30.6,86.7,438.3,160.4,168.0,1.0,812.31,0.0,0.0,0.0,0.0,,,,,
37619853593,10845411404,98364076,23,23,4452,4452,7,2024-02-27T08:23:27Z,19.81,2.83,2.718,0.0,86.0,441.7,164.0,165.0,2.0,0.0,19.81,0.0,0.0,0.0,,,,,
37595118205,10838618314,98364076,1,1,0,257,384,2024-02-26T06:36:01Z,1000.0,2.6,3.59,0.0,86.4,318.1,127.5,142.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37595118206,10838618314,98364076,2,2,258,626,368,2024-02-26T06:42:27Z,1000.0,2.72,3.444,0.0,87.6,346.7,141.4,148.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37595118208,10838618314,98364076,3,3,627,992,365,2024-02-26T06:48:36Z,1000.0,2.74,3.198,0.0,87.7,357.9,143.2,147.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37595118209,10838618314,98364076,4,4,993,1363,371,2024-02-26T06:54:42Z,1000.0,2.7,3.006,8.8,87.1,371.3,144.9,150.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37595118210,10838618314,98364076,5,5,1364,1723,360,2024-02-26T07:00:53Z,1000.0,2.78,3.45,0.0,86.8,357.6,141.6,150.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37595118213,10838618314,98364076,6,6,1724,2015,393,2024-02-26T07:06:53Z,1000.0,2.54,3.228,34.8,86.5,403.6,147.4,159.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37595118216,10838618314,98364076,7,7,2015,2015,32,2024-02-26T07:14:51Z,85.81,2.68,2.998,0.0,86.7,373.0,155.6,160.0,1.0,85.81,0.0,0.0,0.0,0.0,,,,,
37541561723,10826065672,98364076,1,1,0,210,367,2024-02-24T10:37:15Z,1000.0,2.72,3.28,2.4,86.8,335.3,139.7,151.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37541561732,10826065672,98364076,2,2,211,586,375,2024-02-24T10:44:14Z,1000.0,2.67,3.132,8.6,86.1,369.8,151.7,157.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37541561737,10826065672,98364076,3,3,587,958,372,2024-02-24T10:50:30Z,1000.0,2.69,3.12,11.4,86.0,377.1,154.4,160.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37541561745,10826065672,98364076,4,4,959,1325,367,2024-02-24T10:56:42Z,1000.0,2.72,3.448,4.4,86.0,367.9,153.5,159.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37541561753,10826065672,98364076,5,5,1326,1696,369,2024-02-24T11:02:49Z,1000.0,2.71,3.134,0.0,84.0,362.7,147.3,158.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37541561762,10826065672,98364076,6,6,1697,2071,374,2024-02-24T11:14:34Z,1000.0,2.67,3.272,2.6,83.9,384.2,152.5,159.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37541561776,10826065672,98364076,7,7,2072,2456,384,2024-02-24T11:20:49Z,999.99,2.6,3.592,5.2,84.1,383.1,152.0,159.0,1.0,999.99,0.0,0.0,0.0,0.0,,,,,
37541561796,10826065672,98364076,8,8,2457,2782,325,2024-02-24T11:28:00Z,1000.0,3.08,3.744,0.0,86.0,398.6,160.0,163.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37541561801,10826065672,98364076,9,9,2783,3116,333,2024-02-24T11:33:26Z,1000.0,3.0,3.302,6.0,87.0,446.0,162.3,168.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37541561807,10826065672,98364076,10,10,3117,3445,329,2024-02-24T11:39:09Z,1000.0,3.04,3.43,0.0,87.1,429.0,161.8,168.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37541561812,10826065672,98364076,11,11,3446,3773,327,2024-02-24T11:44:38Z,1000.0,3.06,3.606,2.2,87.2,394.4,161.9,166.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37541561818,10826065672,98364076,12,12,3774,4100,327,2024-02-24T11:50:06Z,1000.0,3.06,3.536,2.8,87.1,400.6,163.3,167.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37541561824,10826065672,98364076,13,13,4101,4432,331,2024-02-24T11:55:33Z,999.99,3.02,3.636,6.8,87.2,439.2,163.3,170.0,2.0,0.0,999.99,0.0,0.0,0.0,,,,,
37541561832,10826065672,98364076,14,14,4433,4739,307,2024-02-24T12:01:05Z,1000.0,3.26,3.822,3.6,88.7,462.6,166.9,170.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37541561837,10826065672,98364076,15,15,4740,5047,307,2024-02-24T12:06:12Z,1000.0,3.26,3.818,0.0,88.1,430.6,167.3,170.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37541561843,10826065672,98364076,16,16,5048,5352,305,2024-02-24T12:11:20Z,1000.0,3.28,3.762,3.0,89.0,434.7,167.0,172.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37541561852,10826065672,98364076,17,17,5353,5655,303,2024-02-24T12:16:25Z,1000.0,3.3,3.876,0.0,89.5,463.9,170.5,173.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37541561861,10826065672,98364076,18,18,5656,5956,300,2024-02-24T12:21:28Z,1000.0,3.33,4.078,9.0,89.7,448.9,172.5,175.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37541561867,10826065672,98364076,19,19,5957,6255,298,2024-02-24T12:26:29Z,1000.0,3.36,3.956,0.0,89.5,414.2,170.5,174.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37541561885,10826065672,98364076,20,20,6256,6618,362,2024-02-24T12:31:28Z,1000.0,2.76,3.2,2.4,86.7,400.5,166.5,174.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37541561901,10826065672,98364076,21,21,6619,6986,366,2024-02-24T12:37:31Z,1000.0,2.73,3.25,9.4,87.1,392.1,162.6,166.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37541561911,10826065672,98364076,22,22,6987,7059,170,2024-02-24T12:44:25Z,468.52,2.76,3.116,28.8,86.7,454.2,162.9,169.0,2.0,0.0,468.52,0.0,0.0,0.0,,,,,
37541561917,10826065672,98364076,23,23,7059,7059,28,2024-02-24T12:49:29Z,81.83,2.92,3.028,0.0,86.5,423.4,167.5,169.0,2.0,0.0,81.83,0.0,0.0,0.0,,,,,
37511629709,10818860238,98364076,1,1,0,2448,2700,2024-02-23T09:18:18Z,7394.28,2.74,3.854,50.4,86.3,364.4,146.1,166.0,2.0,0.0,7394.28,0.0,0.0,0.0,,,,,
37484500426,10812083045,98364076,1,1,0,1801,2384,2024-02-22T06:39:09Z,6097.67,2.56,3.358,49.2,86.0,351.3,142.1,161.0,1.0,6097.67,0.0,0.0,0.0,0.0,,,,,
37458129516,10805520377,98364076,1,1,0,1081,1200,2024-02-21T07:06:23Z,3214.3,2.68,3.252,0.0,85.4,341.1,139.5,169.0,1.0,3214.3,0.0,0.0,0.0,0.0,,,,,
37458129517,10805520377,98364076,2,2,1082,1381,300,2024-02-21T07:27:06Z,1057.63,3.53,4.524,10.8,90.2,493.5,165.8,172.0,3.0,0.0,0.0,1057.63,0.0,0.0,,,,,
37458129518,10805520377,98364076,3,3,1382,1471,90,2024-02-21T07:32:06Z,225.54,2.51,3.614,0.0,83.2,356.9,153.0,171.0,1.0,225.54,0.0,0.0,0.0,0.0,,,,,
37458129519,10805520377,98364076,4,4,1472,1771,300,2024-02-21T07:33:36Z,1070.75,3.57,4.164,0.0,90.0,438.0,164.8,172.0,4.0,0.0,0.0,0.0,1070.75,0.0,,,,,
37458129520,10805520377,98364076,5,5,1772,1861,90,2024-02-21T07:38:36Z,214.69,2.39,3.342,0.0,84.1,344.6,156.6,170.0,1.0,214.69,0.0,0.0,0.0,0.0,,,,,
37458129522,10805520377,98364076,6,6,1862,2161,300,2024-02-21T07:40:06Z,1068.12,3.56,4.148,2.4,90.7,453.0,167.9,173.0,4.0,0.0,0.0,0.0,1068.12,0.0,,,,,
37458129523,10805520377,98364076,7,7,2162,2251,90,2024-02-21T07:45:06Z,197.33,2.19,3.382,0.0,78.4,327.0,153.7,172.0,1.0,197.33,0.0,0.0,0.0,0.0,,,,,
37458129524,10805520377,98364076,8,8,2252,2551,300,2024-02-21T07:46:36Z,1066.81,3.56,4.01,9.8,90.9,487.0,170.0,175.0,4.0,0.0,0.0,0.0,1066.81,0.0,,,,,
37458129525,10805520377,98364076,9,9,2552,2641,90,2024-02-21T07:51:36Z,204.01,2.27,3.116,0.0,78.0,304.5,151.0,168.0,1.0,204.01,0.0,0.0,0.0,0.0,,,,,
37458129526,10805520377,98364076,10,10,2642,2941,300,2024-02-21T07:53:06Z,1073.04,3.58,4.122,0.0,90.8,448.5,169.6,175.0,4.0,0.0,0.0,0.0,1073.04,0.0,,,,,
37458129527,10805520377,98364076,11,11,2942,3031,90,2024-02-21T07:58:06Z,199.22,2.21,3.188,0.0,77.7,309.5,159.4,173.0,1.0,199.22,0.0,0.0,0.0,0.0,,,,,
37458129530,10805520377,98364076,12,12,3032,3331,300,2024-02-21T07:59:36Z,1068.46,3.56,4.258,2.2,91.1,483.8,170.1,175.0,4.0,0.0,0.0,0.0,1068.46,0.0,,,,,
37458129531,10805520377,98364076,13,13,3332,3421,90,2024-02-21T08:04:36Z,150.12,1.67,3.486,0.0,64.7,216.7,147.3,173.0,1.0,150.12,0.0,0.0,0.0,0.0,,,,,
37458129532,10805520377,98364076,14,14,3422,3896,600,2024-02-21T08:06:06Z,1497.67,2.5,3.102,44.0,85.2,399.6,155.4,167.0,1.0,1497.67,0.0,0.0,0.0,0.0,,,,,
37403963548,10791628682,98364076,1,1,0,783,900,2024-02-19T06:35:45Z,2376.59,2.64,3.244,7.2,85.4,333.9,136.3,148.0,1.0,2376.59,0.0,0.0,0.0,0.0,,,,,
37403963549,10791628682,98364076,2,2,784,813,30,2024-02-19T06:51:45Z,119.33,3.98,4.674,3.6,96.3,585.5,156.7,162.0,5.0,0.0,0.0,0.0,0.0,119.33,,,,,
37403963551,10791628682,98364076,3,3,814,963,150,2024-02-19T06:52:15Z,371.81,2.48,3.938,6.2,84.5,358.4,149.0,163.0,1.0,371.81,0.0,0.0,0.0,0.0,,,,,
37403963552,10791628682,98364076,4,4,964,993,30,2024-02-19T06:54:45Z,87.39,2.91,4.314,0.0,86.9,357.7,143.0,147.0,2.0,0.0,87.39,0.0,0.0,0.0,,,,,
37403963553,10791628682,98364076,5,5,994,1143,150,2024-02-19T06:55:15Z,401.59,2.68,5.202,0.0,85.5,354.3,144.4,161.0,1.0,401.59,0.0,0.0,0.0,0.0,,,,,
37403963554,10791628682,98364076,6,6,1144,1173,30,2024-02-19T06:57:45Z,143.96,4.8,5.49,0.0,99.2,560.9,153.3,164.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,
37403963555,10791628682,98364076,7,7,1174,1323,150,2024-02-19T06:58:15Z,398.28,2.66,4.852,0.0,85.0,353.0,147.4,163.0,1.0,398.28,0.0,0.0,0.0,0.0,,,,,
37403963557,10791628682,98364076,8,8,1324,1353,30,2024-02-19T07:00:45Z,133.88,4.46,5.062,0.0,96.7,507.7,156.9,163.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,
37403963558,10791628682,98364076,9,9,1354,1503,150,2024-02-19T07:01:15Z,395.34,2.64,4.398,0.0,84.8,346.8,146.4,163.0,1.0,395.34,0.0,0.0,0.0,0.0,,,,,
37403963561,10791628682,98364076,10,10,1504,2223,720,2024-02-19T07:03:45Z,2365.59,3.29,4.26,7.8,89.0,425.7,156.9,163.0,3.0,0.0,0.0,2365.59,0.0,0.0,,,,,
37403963563,10791628682,98364076,11,11,2224,2373,150,2024-02-19T07:15:45Z,387.34,2.58,3.532,0.0,85.3,341.9,145.3,160.0,1.0,387.34,0.0,0.0,0.0,0.0,,,,,
37403963567,10791628682,98364076,12,12,2374,3093,720,2024-02-19T07:18:15Z,2368.84,3.29,4.008,0.0,89.4,411.0,156.0,162.0,3.0,0.0,0.0,2368.84,0.0,0.0,,,,,
37403963569,10791628682,98364076,13,13,3094,3243,150,2024-02-19T07:30:15Z,376.55,2.51,3.356,0.0,85.3,333.9,145.4,159.0,1.0,376.55,0.0,0.0,0.0,0.0,,,,,
37403963573,10791628682,98364076,14,14,3244,3963,720,2024-02-19T07:32:45Z,2357.34,3.27,4.212,6.4,89.6,421.8,157.8,162.0,3.0,0.0,0.0,2357.34,0.0,0.0,,,,,
37403963574,10791628682,98364076,15,15,3964,4113,150,2024-02-19T07:44:45Z,374.64,2.5,3.182,8.0,85.8,379.3,151.4,158.0,1.0,374.64,0.0,0.0,0.0,0.0,,,,,
37403963576,10791628682,98364076,16,16,4114,4282,300,2024-02-19T07:47:15Z,761.92,2.54,3.148,29.2,86.1,412.9,154.9,160.0,1.0,761.92,0.0,0.0,0.0,0.0,,,,,
37359389290,10781128171,98364076,1,1,0,259,381,2024-02-17T15:10:53Z,1000.0,2.62,3.24,0.0,84.6,353.6,147.2,153.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37359389296,10781128171,98364076,2,2,260,641,381,2024-02-17T15:17:16Z,1000.0,2.62,3.108,6.6,85.2,358.1,151.3,156.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37359389303,10781128171,98364076,3,3,642,1011,370,2024-02-17T15:23:38Z,1000.0,2.7,3.262,0.0,85.4,359.6,151.9,155.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37359389305,10781128171,98364076,4,4,1012,1078,66,2024-02-17T15:29:48Z,181.91,2.76,3.234,0.0,85.7,361.8,153.8,155.0,2.0,0.0,181.91,0.0,0.0,0.0,,,,,
37359389311,10781128171,98364076,5,5,1079,1422,344,2024-02-17T15:30:55Z,1000.0,2.91,3.496,12.4,87.0,407.9,161.1,167.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37359389322,10781128171,98364076,6,6,1423,1755,332,2024-02-17T15:36:39Z,1000.0,3.01,3.514,2.6,86.8,390.9,161.6,166.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37359389328,10781128171,98364076,7,7,1756,2087,332,2024-02-17T15:42:12Z,1000.0,3.01,3.566,0.0,87.0,388.2,162.8,166.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37359389336,10781128171,98364076,8,8,2088,2278,190,2024-02-17T15:47:44Z,577.34,3.04,3.498,0.0,87.2,398.6,164.3,168.0,2.0,0.0,577.34,0.0,0.0,0.0,,,,,
37359389341,10781128171,98364076,9,9,2279,2586,307,2024-02-17T15:50:55Z,1000.0,3.26,3.97,6.8,88.4,444.7,168.5,172.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37359389349,10781128171,98364076,10,10,2587,2892,305,2024-02-17T15:56:03Z,1000.0,3.28,3.924,0.0,88.3,443.3,169.8,173.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37359389357,10781128171,98364076,11,11,2893,3195,302,2024-02-17T16:01:09Z,1000.0,3.31,3.792,2.4,88.8,429.6,170.0,173.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37359389366,10781128171,98364076,12,12,3196,3499,304,2024-02-17T16:06:12Z,1000.0,3.29,4.076,0.0,88.9,422.0,170.3,174.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37359389380,10781128171,98364076,13,13,3500,3799,300,2024-02-17T16:11:16Z,1000.0,3.33,3.81,4.2,89.2,440.2,173.0,176.0,3.0,0.0,0.0,1000.0,0.0,0.0,,,,,
37359389393,10781128171,98364076,14,14,3800,4078,278,2024-02-17T16:16:16Z,922.95,3.32,3.704,4.2,89.1,448.3,173.5,175.0,3.0,0.0,0.0,922.95,0.0,0.0,,,,,
37359389400,10781128171,98364076,15,15,4079,4414,335,2024-02-17T16:20:55Z,1000.0,2.99,3.464,0.0,87.5,392.1,167.9,174.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37359389406,10781128171,98364076,16,16,4415,4743,328,2024-02-17T16:26:31Z,1000.0,3.05,3.712,3.2,87.5,391.8,165.6,169.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37359389418,10781128171,98364076,17,17,4744,5076,332,2024-02-17T16:32:26Z,1000.0,3.01,3.716,0.0,87.6,396.1,166.1,169.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37359389425,10781128171,98364076,18,18,5077,5279,203,2024-02-17T16:37:59Z,613.55,3.02,3.572,3.2,87.4,412.5,167.5,170.0,2.0,0.0,613.55,0.0,0.0,0.0,,,,,
37359389440,10781128171,98364076,19,19,5280,5641,360,2024-02-17T16:41:22Z,1000.0,2.78,3.298,5.8,86.3,377.8,163.6,168.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37359389452,10781128171,98364076,20,20,5642,5999,358,2024-02-17T16:47:59Z,1000.0,2.79,4.244,7.8,86.4,375.6,159.2,164.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37359389465,10781128171,98364076,21,21,6000,6278,359,2024-02-17T16:53:57Z,1000.0,2.79,4.11,2.2,86.3,357.6,156.3,163.0,2.0,0.0,1000.0,0.0,0.0,0.0,,,,,
37359389469,10781128171,98364076,22,22,6278,6278,122,2024-02-17T17:00:20Z,327.92,2.69,3.456,0.0,86.3,359.4,159.1,162.0,1.0,327.92,0.0,0.0,0.0,0.0,,,,,
37323094486,10772551330,98364076,1,1,0,260,391,2024-02-16T12:18:01Z,1000.0,2.56,3.482,0.0,86.5,310.3,122.2,135.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37323094492,10772551330,98364076,2,2,261,642,381,2024-02-16T12:24:34Z,1000.0,2.62,3.146,0.0,86.6,339.8,132.5,140.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37323094503,10772551330,98364076,3,3,643,1016,374,2024-02-16T12:31:39Z,1000.0,2.67,3.112,0.0,86.3,347.4,139.9,144.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37323094512,10772551330,98364076,4,4,1017,1399,382,2024-02-16T12:37:53Z,1000.0,2.62,3.42,8.0,85.2,360.2,143.6,149.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
37323094522,10772551330,98364076,5,5,1400,1768,369,2024-02-16T12:44:16Z,1000.0,2.71,3.138,0.0,85.5,359.1,142.3,149.0,1.0,1000.0,0.0,0.0,0.0,0.0,,,,,
