Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:09.354,00:06:09.354,1,2,14,0:06:09  ,0:06:09  ,0:05:25  ,170.625,175.0,94.65,137.0,151.0,--,79
2,00:06:03.197,00:06:03.197,1,2,3,0:06:03  ,0:06:03  ,0:05:47  ,171.28125,174.0,96.62000122070313,150.0,156.0,--,84
3,00:06:02.195,00:06:02.000,1,1,1,0:06:02  ,0:06:02  ,0:05:52  ,171.265625,174.0,96.55000000000001,151.0,156.0,--,83
4,00:06:06.746,00:06:06.746,1,5,5,0:06:06  ,0:06:06  ,0:05:44  ,171.546875,175.0,95.24000244140626,151.0,157.0,--,83
5,00:06:03.329,00:06:03.000,1,4,3,0:06:03  ,0:06:03  ,0:05:54  ,172.3125,176.0,95.20999755859376,153.0,157.0,--,83
6,00:05:57.784,00:05:57.784,1,2,4,0:05:57  ,0:05:57  ,0:05:47  ,172.640625,174.0,96.5,157.0,161.0,--,83
7,00:06:03.174,00:06:03.000,1,4,4,0:06:03  ,0:06:03  ,0:05:53  ,172.421875,175.0,96.12999877929688,159.0,163.0,--,85
8,00:05:56.986,00:05:56.986,1,0,0,0:05:57  ,0:05:56  ,0:05:51  ,173.34375,176.0,96.12000122070313,161.0,164.0,--,84
9,00:01:37.235,00:01:37.000,0.27,0,0,0:06:01  ,0:06:00  ,0:05:52  ,173.75,176.0,95.72999877929688,161.0,164.0,--,23
10,00:00:04.800,00:00:04.000,0.01,0,0,0:07:14  ,0:06:02  ,0:05:54  ,174.796875,176.0,96.17999877929688,162.0,162.0,--,1
Summary,00:50:04.800,00:50:03.067,8.28,20,34,0:06:02  ,0:06:02  ,0:05:25  ,171.984375,176.0,95.87000122070313,153.0,164.0,--,688
