Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:21.840,00:06:21.840,1,1,51,0:06:21  ,0:06:21  ,0:05:31  ,170.59375,179.0,92.1099861930071,128.0,138.0,--,80
2,00:06:29.268,00:06:27.000,1,4,--,0:06:29  ,0:06:27  ,0:05:43  ,169.71875,175.0,90.81816364451954,140.0,147.0,--,87
3,00:06:07.080,00:06:07.000,1,5,4,0:06:07  ,0:06:07  ,0:05:39  ,170.90625,174.0,95.63846524703177,147.0,152.0,--,89
4,00:06:23.247,00:06:23.000,1,9,5,0:06:23  ,0:06:23  ,0:05:58  ,169.3125,172.0,92.46629439611111,147.0,155.0,--,88
5,00:06:11.486,00:06:11.486,1,4,7,0:06:11  ,0:06:11  ,0:05:33  ,168.734375,172.0,95.72056219058844,147.0,154.0,--,84
6,00:06:30.380,00:06:30.380,1,4,4,0:06:30  ,0:06:30  ,0:06:03  ,168.421875,172.0,91.25678980753177,149.0,152.0,--,90
7,00:06:14.062,00:06:14.000,1,20,5,0:06:14  ,0:06:14  ,0:05:03  ,168.6875,177.0,95.08778770534764,157.0,177.0,--,94
8,00:00:42.637,00:00:42.000,0.1,11,--,0:06:52  ,0:06:46  ,0:07:19  ,166.625,170.0,87.34317274178916,169.0,178.0,--,11
9,00:00:19.605,00:00:19.000,0.05,--,--,0:06:24  ,0:06:12  ,0:06:50  ,168.3125,170.0,92.73383475740825,163.0,164.0,--,4
Summary,00:45:19.605,00:45:15.706,7.15,58,77,0:06:20  ,0:06:19  ,0:05:03  ,169.421875,179.0,93.16160980976397,146.0,178.0,--,627
