Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:35.074,00:06:35.074,1,0,36,0:06:35  ,0:06:35  ,0:06:03  ,168.671875,174.0,89.87999877929688,132.0,142.0,--,79
2,00:06:34.373,00:06:34.000,1,0,9,0:06:34  ,0:06:34  ,0:06:12  ,169.515625,176.0,90.12999877929688,139.0,145.0,--,82
3,00:06:23.814,00:06:23.814,1,0,1,0:06:23  ,0:06:23  ,0:06:04  ,168.65625,171.0,92.75,142.0,148.0,--,82
4,00:06:31.827,00:06:31.827,1,8,1,0:06:31  ,0:06:31  ,0:06:14  ,170.125,172.0,90.30999755859375,144.0,150.0,--,84
5,00:06:29.641,00:06:29.641,1,1,10,0:06:29  ,0:06:29  ,0:06:20  ,169.546875,172.0,90.75999755859375,139.0,151.0,--,79
6,00:06:30.998,00:06:30.998,1,0,0,0:06:30  ,0:06:30  ,0:06:24  ,169.1875,171.0,90.95999755859376,142.0,148.0,--,81
7,00:05:54.273,00:05:54.000,0.91,1,0,0:06:27  ,0:06:27  ,0:06:20  ,169.421875,171.0,91.67000122070313,142.0,147.0,--,73
8,00:00:15.000,00:00:14.000,0.04,0,0,0:06:52  ,0:06:25  ,0:06:26  ,169.421875,170.0,89.69000244140625,144.0,145.0,--,3
9,00:00:45.000,00:00:42.000,0.1,5,0,0:07:18  ,0:06:49  ,0:06:16  ,159.515625,172.0,85.62999877929688,135.0,147.0,--,7
10,00:00:15.000,00:00:15.000,0.04,1,0,0:06:18  ,0:06:18  ,0:06:46  ,169.46875,171.0,84.17000122070313,147.0,148.0,--,3
11,00:00:45.000,00:00:45.000,0.12,0,0,0:06:23  ,0:06:23  ,0:06:28  ,169.734375,171.0,89.90999755859376,148.0,150.0,--,10
12,00:00:15.000,00:00:15.000,0.04,0,0,0:06:23  ,0:06:23  ,0:06:26  ,169.40625,170.0,91.99000244140626,149.0,150.0,--,3
13,00:00:45.000,00:00:45.000,0.12,6,0,0:06:29  ,0:06:29  ,0:06:21  ,171.140625,172.0,92.27999877929688,152.0,160.0,--,10
14,00:00:15.000,00:00:15.000,0.04,3,0,0:06:12  ,0:06:12  ,0:06:18  ,171.859375,172.0,93.57999877929689,162.0,162.0,--,4
15,00:00:45.000,00:00:45.000,0.12,5,0,0:06:21  ,0:06:21  ,0:06:16  ,169.9375,173.0,93.90999755859376,162.0,164.0,--,11
16,00:00:02.754,00:00:02.754,0.01,0,0,0:04:19  ,0:04:19  ,0:06:16  ,169.25,170.0,94.15,161.0,161.0,--,1
Summary,00:49:02.754,00:48:58.108,7.53,30,57,0:06:30  ,0:06:29  ,0:06:03  ,169.21875,176.0,90.85999755859376,141.0,164.0,--,612
