Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:03.055,00:06:03.055,1,0,38,0:06:03  ,0:06:03  ,0:04:34  ,170.015625,178.0,97.62999877929688,135.0,149.0,--,77
2,00:06:12.295,00:06:12.295,1,0,9,0:06:12  ,0:06:12  ,0:05:50  ,171.15625,173.0,94.25,140.0,149.0,--,82
3,00:06:17.909,00:06:17.909,1,0,0,0:06:17  ,0:06:17  ,0:05:50  ,170.125,174.0,93.82999877929689,147.0,152.0,--,84
4,00:06:32.509,00:06:32.000,1,9,1,0:06:32  ,0:06:32  ,0:06:21  ,168.84375,171.0,90.10999755859376,148.0,157.0,--,86
5,00:06:12.780,00:06:12.780,1,1,11,0:06:12  ,0:06:12  ,0:06:03  ,168.09375,170.0,95.54000244140626,147.0,154.0,--,81
6,00:06:14.330,00:06:14.000,1,1,0,0:06:14  ,0:06:14  ,0:06:00  ,167.65625,170.0,95.59000244140626,153.0,162.0,--,85
7,00:06:18.663,00:06:18.663,1,2,1,0:06:18  ,0:06:18  ,0:06:08  ,167.890625,172.0,94.60000000000001,153.0,158.0,--,85
8,00:06:26.575,00:06:26.000,1,9,5,0:06:26  ,0:06:26  ,0:06:12  ,167.546875,169.0,92.12999877929688,153.0,162.0,--,85
9,00:06:25.567,00:06:25.000,1,8,5,0:06:25  ,0:06:25  ,0:05:57  ,166.875,171.0,93.27999877929688,152.0,167.0,--,84
10,00:03:16.317,00:03:16.000,0.53,28,0,0:06:07  ,0:06:06  ,0:04:54  ,170.03125,178.0,95.14000244140625,170.0,181.0,--,51
11,00:00:08.896,00:00:08.000,0.03,0,0,0:05:42  ,0:05:07  ,0:05:11  ,169.109375,170.0,105.29000244140626,178.0,180.0,--,3
Summary,01:00:08.896,01:00:05.702,9.56,58,70,0:06:17  ,0:06:17  ,0:04:34  ,168.75,178.0,94.15,149.0,181.0,--,803
