Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:00.982,00:06:00.982,1,6,53,0:06:01  ,0:06:00  ,0:05:18  ,162.4375,174.0,102.32444864341792,135.0,153.0,--,79
2,00:05:46.847,00:05:46.847,1,8,--,0:05:46  ,0:05:46  ,0:05:20  ,167.546875,184.0,103.24689383342933,152.0,158.0,--,88
3,00:06:04.362,00:06:03.000,1,19,--,0:06:04  ,0:06:03  ,0:05:53  ,166.65625,170.0,98.80901463072543,154.0,158.0,--,87
4,00:05:39.383,00:05:39.000,1,--,--,0:05:39  ,0:05:39  ,0:05:08  ,168.171875,172.0,105.12543488082196,155.0,161.0,--,85
5,00:05:36.069,00:05:36.069,1,--,4,0:05:36  ,0:05:36  ,0:05:05  ,168.640625,172.0,105.86699678826011,158.0,161.0,--,86
6,00:05:34.432,00:05:34.000,1,14,19,0:05:34  ,0:05:34  ,0:05:19  ,168.875,172.0,106.23755165637019,160.0,163.0,--,84
7,00:05:38.412,00:05:38.000,1,9,--,0:05:38  ,0:05:38  ,0:05:20  ,168.75,172.0,105.06588681666082,163.0,168.0,--,87
8,00:05:22.748,00:05:22.748,1,--,10,0:05:22  ,0:05:22  ,0:05:04  ,170.265625,174.0,109.18443543308413,164.0,167.0,--,84
9,00:05:41.704,00:05:41.704,1,9,6,0:05:41  ,0:05:41  ,0:05:23  ,168.484375,172.0,104.21771423736774,164.0,168.0,--,87
10,00:05:36.345,00:05:36.000,1,9,5,0:05:36  ,0:05:36  ,0:05:20  ,168.1875,172.0,106.0651126896643,162.0,167.0,--,83
11,00:05:41.951,00:05:41.951,1,4,15,0:05:41  ,0:05:41  ,0:05:06  ,167.890625,172.0,104.51074429855403,158.0,166.0,--,81
12,00:05:40.894,00:05:40.894,1,5,11,0:05:40  ,0:05:40  ,0:05:19  ,168.71875,172.0,104.3202281012237,161.0,164.0,--,83
13,00:05:38.236,00:05:37.000,1,--,--,0:05:38  ,0:05:37  ,0:05:14  ,168.359375,172.0,105.36445511867332,163.0,167.0,--,85
14,00:05:47.058,00:05:47.000,1,7,--,0:05:47  ,0:05:47  ,0:05:19  ,168.109375,170.0,102.8388566836726,164.0,168.0,--,83
15,00:05:29.426,00:05:29.426,1,3,13,0:05:29  ,0:05:29  ,0:05:09  ,169.109375,172.0,107.70247902822672,164.0,170.0,--,83
16,00:05:15.009,00:05:15.000,1,8,3,0:05:14  ,0:05:15  ,0:05:07  ,170.28125,174.0,111.85655897580351,168.0,179.0,--,83
17,00:01:26.205,00:01:26.000,0.28,--,1,0:05:07  ,0:05:06  ,0:04:55  ,172.796875,176.0,112.9716097900052,170.0,173.0,--,23
Summary,01:32:00.063,01:31:55.621,16.28,100,139,0:05:39  ,0:05:38  ,0:04:55  ,168.171875,184.0,105.19808802092223,159.0,179.0,--,1371
