Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:24.593,00:06:24.593,1,0,36,0:06:24  ,0:06:24  ,0:05:04  ,171.734375,178.0,90.84324846280396,136.0,149.0,--,82
2,00:06:28.317,00:06:26.000,1,7,6,0:06:28  ,0:06:26  ,0:06:13  ,170.609375,176.0,90.56532921057632,146.0,157.0,--,87
3,00:06:19.939,00:06:19.939,1,4,9,0:06:19  ,0:06:19  ,0:06:05  ,172.171875,176.0,91.72234959974332,154.0,161.0,--,87
4,00:06:10.839,00:06:10.839,1,0,1,0:06:10  ,0:06:10  ,0:05:54  ,173.375,177.0,93.32100078929196,156.0,160.0,--,86
5,00:06:21.478,00:06:21.000,1,0,0,0:06:21  ,0:06:21  ,0:06:05  ,173.109375,176.0,90.85758070859798,157.0,161.0,--,88
6,00:06:34.921,00:06:34.921,1,10,1,0:06:34  ,0:06:34  ,0:06:14  ,171.75,174.0,88.45946075810696,158.0,165.0,--,90
7,00:06:20.985,00:06:20.985,1,0,8,0:06:20  ,0:06:20  ,0:06:10  ,173.1875,176.0,90.93411549465819,153.0,159.0,--,83
8,00:00:18.928,00:00:18.928,0.05,0,0,0:06:25  ,0:06:25  ,0:06:16  ,173.890625,174.0,89.46948479332735,157.0,158.0,--,4
9,00:00:15.000,00:00:14.000,0.06,0,0,0:03:50  ,0:03:35  ,0:03:20  ,191.078125,205.0,135.96532192943005,157.0,159.0,--,3
10,00:00:45.000,00:00:45.000,0.12,0,0,0:06:14  ,0:06:14  ,0:03:11  ,174.109375,209.0,91.93455018471985,164.0,166.0,--,11
11,00:00:15.000,00:00:15.000,0.07,0,0,0:03:40  ,0:03:40  ,0:03:29  ,190.859375,204.0,142.42947004195662,163.0,164.0,--,4
12,00:00:45.000,00:00:45.000,0.12,0,0,0:06:19  ,0:06:19  ,0:03:34  ,171.484375,200.0,92.28440584662111,167.0,171.0,--,12
13,00:00:15.000,00:00:15.000,0.07,0,0,0:03:39  ,0:03:39  ,0:03:17  ,187.671875,210.0,145.59453313629174,170.0,171.0,--,4
14,00:00:45.000,00:00:45.000,0.12,0,0,0:06:20  ,0:06:20  ,0:03:17  ,170.5625,210.0,92.34542352777268,171.0,173.0,--,12
15,00:00:15.000,00:00:15.000,0.07,0,0,0:03:49  ,0:03:49  ,0:03:20  ,187.859375,205.0,139.33827351742494,169.0,170.0,--,4
16,00:00:45.000,00:00:45.000,0.12,0,0,0:06:26  ,0:06:26  ,0:03:36  ,171.140625,202.0,90.78693717855077,172.0,174.0,--,12
17,00:00:15.000,00:00:15.000,0.07,0,0,0:03:21  ,0:03:21  ,0:02:53  ,192.328125,214.0,154.4859833252092,174.0,174.0,--,4
18,00:00:45.000,00:00:45.000,0.11,0,0,0:06:31  ,0:06:31  ,0:03:09  ,173.15625,212.0,88.52890667298323,171.0,175.0,--,12
19,00:00:15.000,00:00:15.000,0.07,0,0,0:03:27  ,0:03:27  ,0:02:53  ,192.671875,211.0,150.34887301313762,164.0,167.0,--,4
20,00:00:45.000,00:00:45.000,0.09,0,0,0:08:28  ,0:08:28  ,0:02:59  ,142.3125,211.0,82.8692695752818,172.0,180.0,--,12
21,00:03:22.259,00:03:22.000,0.52,1,0,0:06:32  ,0:06:31  ,0:06:20  ,171.5,174.0,89.2248600582558,159.0,164.0,--,46
Summary,00:54:22.259,00:54:18.205,8.66,22,62,0:06:16  ,0:06:16  ,0:02:53  ,172.296875,214.0,92.20821312314872,154.0,180.0,--,748
