Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:05:45.410,00:05:45.000,1,5,49,0:05:45  ,0:05:45  ,0:05:11  ,158.765625,170.0,109.41071639079236,142.0,164.0,--,78
2,00:05:47.598,00:05:47.598,1,17,--,0:05:47  ,0:05:47  ,0:05:13  ,161.328125,165.0,106.99510398506122,166.0,177.0,--,95
3,00:06:03.560,00:06:00.000,1,10,--,0:06:03  ,0:06:00  ,0:05:42  ,158.796875,168.0,103.92815248176761,175.0,181.0,--,103
4,00:05:43.432,00:05:43.000,1,--,6,0:05:43  ,0:05:43  ,0:05:16  ,162.71875,167.0,107.36751050158443,179.0,182.0,--,100
5,00:05:32.859,00:05:32.000,1,7,7,0:05:32  ,0:05:32  ,0:05:17  ,163.25,167.0,110.41745803797521,179.0,182.0,--,97
6,00:05:47.878,00:05:47.878,1,10,8,0:05:47  ,0:05:47  ,0:05:03  ,162.90625,167.0,105.87332457568131,180.0,182.0,--,101
7,00:05:52.464,00:05:52.464,1,2,3,0:05:52  ,0:05:52  ,0:05:33  ,163.828125,167.0,103.90777307165504,178.0,181.0,--,100
8,00:05:57.588,00:05:57.588,1,--,3,0:05:57  ,0:05:57  ,0:05:44  ,163.90625,167.0,102.3700191470845,175.0,179.0,--,98
9,00:05:24.962,00:05:24.000,1,--,16,0:05:24  ,0:05:23  ,0:04:50  ,166.640625,172.0,110.79949426972529,176.0,182.0,--,93
10,00:00:08.420,00:00:08.420,0.04,--,--,0:03:56  ,0:03:56  ,0:06:34  ,170.671875,172.0,148.67884422736506,182.0,182.0,--,2
Summary,00:52:04.171,00:51:57.948,9.04,50,92,0:05:45  ,0:05:45  ,0:04:50  ,162.4375,172.0,106.81629900469606,172.0,182.0,--,867
