Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:05:29.286,00:05:29.000,1,--,45,0:05:29  ,0:05:29  ,0:04:58  ,167.953125,176.0,108.49004286092428,141.0,152.0,--,77
2,00:05:31.817,00:05:31.817,1,7,9,0:05:31  ,0:05:31  ,0:05:02  ,170.5,174.0,106.05429291335382,158.0,162.0,--,86
3,00:05:27.206,00:05:27.206,1,7,6,0:05:27  ,0:05:27  ,0:05:14  ,171.171875,176.0,107.12666677462161,161.0,165.0,--,84
4,00:05:15.334,00:05:15.334,1,2,5,0:05:15  ,0:05:15  ,0:05:08  ,172.4375,176.0,110.34399720467964,165.0,171.0,--,83
5,00:05:27.245,00:05:27.000,1,--,--,0:05:27  ,0:05:27  ,0:05:07  ,172.53125,176.0,106.26994807754255,167.0,169.0,--,83
6,00:05:28.855,00:05:28.855,1,7,--,0:05:28  ,0:05:28  ,0:05:06  ,171.59375,174.0,106.32743104613897,169.0,175.0,--,87
7,00:05:18.866,00:05:18.866,1,--,11,0:05:18  ,0:05:18  ,0:05:00  ,173.796875,176.0,108.26824000116413,167.0,170.0,--,85
8,00:05:14.761,00:05:14.000,1,6,2,0:05:14  ,0:05:14  ,0:04:50  ,174.1875,178.0,109.43427543373954,173.0,182.0,--,85
9,00:02:32.757,00:02:32.757,0.48,--,--,0:05:16  ,0:05:16  ,0:04:57  ,174.03125,176.0,109.02897392621158,173.0,175.0,--,43
Summary,00:45:46.127,00:45:44.835,8.48,29,78,0:05:23  ,0:05:23  ,0:04:50  ,171.875,178.0,107.8350818465234,163.0,182.0,--,713
