Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:26.219,00:06:26.219,1,32,35,0:06:26  ,0:06:26  ,0:05:09  ,171.796875,178.0,90.92999877929688,129.0,137.0,--,77
2,00:06:19.764,00:06:19.000,1,0,10,0:06:19  ,0:06:19  ,0:06:02  ,172.78125,179.0,91.92000122070313,140.0,146.0,--,82
3,00:06:12.565,00:06:12.565,1,0,0,0:06:12  ,0:06:12  ,0:05:59  ,173.125,175.0,94.39000244140625,143.0,148.0,--,83
4,00:06:17.739,00:06:17.739,1,7,0,0:06:17  ,0:06:17  ,0:06:10  ,173.5625,176.0,91.77999877929688,148.0,156.0,--,85
5,00:06:06.434,00:06:06.000,1,1,9,0:06:06  ,0:06:06  ,0:05:44  ,173.4375,176.0,94.4,145.0,153.0,--,80
6,00:06:10.727,00:06:10.727,1,0,2,0:06:10  ,0:06:10  ,0:05:50  ,174.109375,176.0,93.47000122070312,147.0,151.0,--,82
7,00:06:43.149,00:06:43.000,1,31,0,0:06:43  ,0:06:43  ,0:05:59  ,172.28125,176.0,86.9,153.0,163.0,--,92
8,00:00:43.403,00:00:43.000,0.11,6,0,0:06:48  ,0:06:44  ,0:06:32  ,172.75,175.0,85.72999877929688,163.0,164.0,--,11
9,00:00:32.654,00:00:32.000,0.09,1,0,0:06:22  ,0:06:14  ,0:06:38  ,173.265625,175.0,88.67999877929688,162.0,164.0,--,8
Summary,00:45:32.654,00:45:30.250,7.19,79,55,0:06:19  ,0:06:19  ,0:05:09  ,173.0,179.0,91.77000122070314,144.0,164.0,--,601
