Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:20:00.000,00:19:59.000,3.07,19,45,0:06:31  ,0:06:30  ,0:05:13  ,172.71875,180.0,89.90999755859376,138.0,156.0,--,250
2,00:09:00.000,00:09:00.000,1.92,2,6,0:04:40  ,0:04:40  ,0:04:25  ,184.296875,192.0,115.5300048828125,166.0,170.0,--,143
3,00:02:00.000,00:02:00.000,0.3,0,2,0:06:38  ,0:06:38  ,0:04:38  ,172.828125,184.0,90.55999755859375,153.0,170.0,--,26
4,00:09:00.000,00:09:00.000,1.91,6,2,0:04:42  ,0:04:42  ,0:04:32  ,184.390625,191.0,114.7,170.0,174.0,--,144
5,00:02:00.000,00:02:00.000,0.24,0,2,0:08:09  ,0:08:09  ,0:04:32  ,151.546875,186.0,85.55999755859375,151.0,175.0,--,23
6,00:09:00.000,00:09:00.000,1.91,6,2,0:04:42  ,0:04:42  ,0:04:27  ,184.734375,188.0,114.41999511718751,173.0,177.0,--,146
7,00:02:00.000,00:02:00.000,0.2,0,1,0:09:47  ,0:09:47  ,0:04:46  ,138.046875,184.0,77.07000122070313,149.0,175.0,--,21
8,00:09:00.000,00:09:00.000,1.94,0,21,0:04:38  ,0:04:38  ,0:04:27  ,185.890625,194.0,115.71999511718751,172.0,177.0,--,146
9,00:02:00.000,00:02:00.000,0.26,0,1,0:07:39  ,0:07:39  ,0:04:36  ,154.5625,186.0,92.45999755859376,158.0,176.0,--,24
10,00:10:00.000,00:10:00.000,1.66,8,0,0:06:02  ,0:06:02  ,0:05:23  ,177.203125,182.0,94.0,160.0,166.0,--,136
11,00:02:46.885,00:02:46.885,0.42,16,0,0:06:36  ,0:06:36  ,0:05:51  ,174.75,177.0,85.35999755859376,163.0,166.0,--,39
Summary,01:16:46.885,01:16:45.885,13.85,58,83,0:05:32  ,0:05:32  ,0:04:25  ,177.125,194.0,101.72999877929688,159.0,177.0,--,1097
