Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:18.225,00:06:18.225,1,1,37,0:06:18  ,0:06:18  ,0:05:31  ,171.609375,180.0,94.05999755859375,143.0,172.0,--,70
2,00:06:18.720,00:06:18.720,1,0,9,0:06:18  ,0:06:18  ,0:05:41  ,172.640625,176.0,91.20999755859376,140.0,148.0,--,81
3,00:02:23.055,00:02:23.000,0.37,0,0,0:06:23  ,0:06:23  ,0:05:33  ,172.859375,176.0,93.05000000000001,150.0,153.0,--,33
4,00:05:00.000,00:04:59.000,1,4,1,0:05:00  ,0:04:59  ,0:04:35  ,176.890625,184.0,112.24000244140626,170.0,176.0,--,80
5,00:02:00.000,00:02:00.000,0.29,1,0,0:06:48  ,0:06:48  ,0:05:09  ,169.484375,174.0,88.67999877929688,160.0,173.0,--,26
6,00:05:00.000,00:05:00.000,0.99,8,8,0:05:03  ,0:05:03  ,0:04:52  ,176.4375,180.0,111.25999755859375,171.0,176.0,--,80
7,00:02:00.000,00:02:00.000,0.31,0,2,0:06:21  ,0:06:21  ,0:05:07  ,169.609375,176.0,94.77999877929688,159.0,167.0,--,28
8,00:04:57.227,00:04:57.227,1,0,1,0:04:57  ,0:04:57  ,0:04:40  ,178.21875,183.0,112.16999511718751,174.0,177.0,--,80
9,00:00:02.773,00:00:02.773,0.01,0,0,0:05:05  ,0:05:05  ,0:04:58  ,178.671875,179.0,113.9,176.0,176.0,--,1
10,00:02:00.000,00:01:59.000,0.3,0,0,0:06:34  ,0:06:30  ,0:05:02  ,169.15625,177.0,94.0,165.0,177.0,--,27
11,00:04:57.767,00:04:57.767,1,3,2,0:04:57  ,0:04:57  ,0:04:46  ,177.78125,181.0,112.44000244140625,175.0,178.0,--,81
12,00:00:02.233,00:00:02.000,0.01,0,0,0:05:15  ,0:04:42  ,0:04:59  ,175.5,176.0,115.85000000000001,176.0,176.0,--,1
13,00:02:00.000,00:01:59.000,0.31,0,0,0:06:26  ,0:06:23  ,0:04:59  ,170.828125,174.0,93.49000244140626,166.0,176.0,--,28
14,00:05:00.000,00:05:00.000,0.77,18,1,0:06:27  ,0:06:27  ,0:05:47  ,171.625,175.0,90.25999755859375,166.0,175.0,--,73
15,00:02:00.419,00:02:00.000,0.3,14,0,0:06:37  ,0:06:36  ,0:06:31  ,172.75,175.0,88.89000244140625,174.0,177.0,--,31
Summary,00:50:00.419,00:49:56.712,8.68,48,62,0:05:45  ,0:05:45  ,0:04:35  ,173.84375,184.0,100.05999755859375,161.0,178.0,--,719
