Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:01.153,00:06:00.000,1,--,53,0:06:01  ,0:06:00  ,0:05:22  ,163.125,172.0,101.84494564299342,141.0,153.0,--,81
2,00:06:02.763,00:06:02.763,1,6,--,0:06:02  ,0:06:02  ,0:05:41  ,168.25,176.0,98.30445325725786,152.0,159.0,--,88
3,00:05:53.361,00:05:53.361,1,7,6,0:05:53  ,0:05:53  ,0:05:32  ,168.140625,170.0,100.98572482749833,152.0,159.0,--,85
4,00:05:46.849,00:05:46.000,1,6,6,0:05:46  ,0:05:46  ,0:05:26  ,168.859375,172.0,102.44378768622975,154.0,158.0,--,85
5,00:05:51.219,00:05:51.219,1,5,6,0:05:51  ,0:05:51  ,0:05:29  ,167.921875,174.0,101.73396724855066,157.0,162.0,--,87
6,00:05:54.309,00:05:54.309,1,8,--,0:05:54  ,0:05:54  ,0:05:45  ,168.734375,172.0,100.36112262762782,159.0,164.0,--,87
7,00:05:35.486,00:05:34.000,1,6,14,0:05:35  ,0:05:34  ,0:05:29  ,169.609375,174.0,105.44524611495328,158.0,169.0,--,83
8,00:05:34.755,00:05:34.755,1,--,1,0:05:34  ,0:05:34  ,0:05:26  ,169.4375,174.0,105.78269729003316,161.0,165.0,--,84
9,00:05:39.348,00:05:39.348,1,1,--,0:05:39  ,0:05:39  ,0:05:13  ,170.109375,174.0,103.93880462617501,164.0,169.0,--,88
10,00:05:17.958,00:05:17.000,1,9,10,0:05:17  ,0:05:16  ,0:04:52  ,172.796875,176.0,109.20577344842546,165.0,169.0,--,82
11,00:05:07.725,00:05:07.725,1,4,6,0:05:07  ,0:05:07  ,0:04:52  ,171.96875,176.0,113.38064595099529,168.0,174.0,--,83
12,00:05:00.034,00:05:00.000,1,3,--,0:05:00  ,0:05:00  ,0:04:46  ,173.90625,178.0,114.99146130749216,170.0,174.0,--,82
13,00:00:09.949,00:00:09.949,0.02,--,--,0:07:07  ,0:07:07  ,0:04:46  ,169.0,174.0,83.07456732622227,172.0,172.0,--,2
Summary,01:07:54.909,01:07:50.429,12.02,55,101,0:05:38  ,0:05:38  ,0:04:46  ,169.265625,178.0,104.52954927153881,158.0,174.0,--,1017
