Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:03:36.890,00:03:17.000,0.5,6,24,0:07:13  ,0:06:34  ,0:07:26  ,160.921875,169.0,85.95410904772534,116.0,126.0,--,43
2,00:03:13.180,00:03:13.000,0.5,--,35,0:06:26  ,0:06:26  ,0:05:46  ,166.421875,170.0,93.3144066189503,133.0,144.0,--,36
3,00:03:21.147,00:03:19.000,0.5,5,--,0:06:42  ,0:06:37  ,0:06:00  ,165.046875,170.0,90.36502693430118,142.0,154.0,--,43
4,00:02:30.014,00:02:24.000,0.5,2,--,0:05:00  ,0:04:48  ,0:04:26  ,170.859375,184.0,117.04439688260071,148.0,159.0,--,41
5,00:02:15.913,00:02:15.913,0.5,--,3,0:04:31  ,0:04:31  ,0:04:09  ,180.875,186.0,122.03424814536584,167.0,176.0,--,39
6,00:02:07.240,00:02:07.000,0.5,3,--,0:04:14  ,0:04:14  ,0:04:14  ,180.328125,184.0,130.7477230784826,160.0,165.0,--,35
7,00:03:15.017,00:03:15.000,0.5,8,5,0:06:30  ,0:06:29  ,0:04:21  ,165.421875,178.0,92.99419688877447,163.0,173.0,--,47
8,00:02:28.525,00:02:28.525,0.5,--,--,0:04:57  ,0:04:57  ,0:04:22  ,177.421875,184.0,113.84515348532472,172.0,180.0,--,45
9,00:02:29.029,00:02:29.000,0.5,5,6,0:04:58  ,0:04:58  ,0:04:48  ,174.5,178.0,115.35993849981242,179.0,184.0,--,43
10,00:02:18.774,00:02:18.774,0.5,--,4,0:04:37  ,0:04:37  ,0:04:32  ,175.46875,180.0,123.2007522078987,175.0,179.0,--,40
11,00:03:36.455,00:03:36.000,0.5,4,--,0:07:12  ,0:07:12  ,0:04:29  ,155.234375,176.0,89.28237436795882,158.0,179.0,--,51
12,00:02:22.509,00:02:22.000,0.5,--,4,0:04:44  ,0:04:44  ,0:04:37  ,177.5,182.0,118.59888240182282,173.0,181.0,--,41
13,00:02:18.365,00:02:18.365,0.5,--,--,0:04:36  ,0:04:36  ,0:04:21  ,178.09375,182.0,121.74364809148608,178.0,183.0,--,41
14,00:02:21.710,00:02:20.000,0.5,--,--,0:04:43  ,0:04:39  ,0:04:17  ,175.765625,180.0,120.44445014406453,182.0,185.0,--,44
15,00:03:46.593,00:03:46.593,0.5,4,--,0:07:33  ,0:07:33  ,0:04:49  ,154.265625,178.0,85.82337673186301,162.0,180.0,--,56
16,00:03:14.656,00:03:14.656,0.5,10,9,0:06:29  ,0:06:29  ,0:06:13  ,167.265625,170.0,92.13969052262533,164.0,168.0,--,46
17,00:03:09.310,00:03:09.000,0.5,--,5,0:06:18  ,0:06:18  ,0:06:13  ,166.890625,169.0,94.95454645903469,159.0,163.0,--,43
18,00:03:24.077,00:03:17.000,0.5,5,5,0:06:48  ,0:06:34  ,0:06:22  ,161.921875,169.0,90.78658455839368,160.0,166.0,--,48
19,00:02:24.825,00:02:24.825,0.36,8,5,0:06:41  ,0:06:41  ,0:06:22  ,167.59375,170.0,89.22466389338557,167.0,174.0,--,37
Summary,00:54:14.229,00:53:35.651,9.36,60,105,0:05:47  ,0:05:43  ,0:04:09  ,168.15625,186.0,101.99275585349376,159.0,185.0,--,819
