Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:07.545,00:06:07.545,1,0,38,0:06:07  ,0:06:07  ,0:04:42  ,168.046875,176.0,97.14272338360111,131.0,146.0,--,76
2,00:06:14.581,00:06:14.581,1,5,9,0:06:14  ,0:06:14  ,0:05:28  ,171.25,184.0,93.53516847916488,146.0,153.0,--,86
3,00:06:16.283,00:06:16.000,1,4,9,0:06:16  ,0:06:16  ,0:06:06  ,171.171875,174.0,93.15458956847594,143.0,154.0,--,82
4,00:06:16.523,00:06:16.523,1,2,1,0:06:16  ,0:06:16  ,0:06:03  ,171.4375,176.0,92.95096508091532,146.0,152.0,--,85
5,00:06:22.048,00:06:22.000,1,0,1,0:06:22  ,0:06:22  ,0:06:12  ,170.6875,174.0,92.00927267648767,147.0,150.0,--,84
6,00:06:29.277,00:06:29.000,1,3,4,0:06:29  ,0:06:29  ,0:06:16  ,169.890625,174.0,90.7241864987302,148.0,151.0,--,84
7,00:06:29.557,00:06:28.000,1,36,1,0:06:29  ,0:06:28  ,0:05:49  ,166.703125,174.0,92.39245114499413,155.0,170.0,--,90
8,00:00:44.186,00:00:44.000,0.11,3,0,0:06:31  ,0:06:29  ,0:06:41  ,169.234375,172.0,90.61233074220162,167.0,168.0,--,11
9,00:00:00.976,00:00:00.976,0,0,0,0:03:57  ,0:03:58  ,0:06:41  ,170.0,170.0,148.26421860756187,166.0,166.0,--,0
Summary,00:45:00.976,00:44:58.625,7.12,54,64,0:06:19  ,0:06:19  ,0:04:42  ,169.859375,184.0,93.077802265307,145.0,170.0,--,598
