Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:06.762,00:06:06.762,1,1,39,0:06:06  ,0:06:06  ,0:05:32  ,169.75,184.0,96.55000000000001,127.0,134.0,--,72
2,00:06:12.948,00:06:11.000,1,0,7,0:06:12  ,0:06:11  ,0:05:42  ,170.609375,176.0,94.07999877929689,134.0,145.0,--,77
3,00:06:07.287,00:06:07.000,1,0,1,0:06:07  ,0:06:07  ,0:06:00  ,170.484375,172.0,96.19000244140625,144.0,150.0,--,81
4,00:06:11.797,00:06:10.000,1,8,1,0:06:11  ,0:06:10  ,0:05:41  ,169.71875,173.0,95.10000000000001,146.0,154.0,--,82
5,00:06:05.313,00:06:05.313,1,2,10,0:06:05  ,0:06:05  ,0:05:49  ,169.484375,171.0,97.12000122070313,146.0,155.0,--,79
6,00:06:10.981,00:06:10.981,1,0,1,0:06:10  ,0:06:10  ,0:05:54  ,169.84375,173.0,95.84000244140626,147.0,154.0,--,81
7,00:06:20.301,00:06:20.000,1,15,0,0:06:20  ,0:06:20  ,0:05:17  ,168.953125,180.0,94.02999877929688,153.0,167.0,--,85
8,00:01:44.611,00:01:44.611,0.26,13,0,0:06:39  ,0:06:39  ,0:06:14  ,167.921875,170.0,87.67999877929688,163.0,167.0,--,25
9,00:00:44.451,00:00:43.000,0.12,8,0,0:06:24  ,0:06:11  ,0:06:21  ,169.5,170.0,91.09000244140626,167.0,168.0,--,11
Summary,00:45:44.451,00:45:38.667,7.38,47,59,0:06:12  ,0:06:11  ,0:05:17  ,169.75,184.0,95.17000122070313,144.0,168.0,--,593
