Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:20:00.000,00:19:59.000,3.16,7,55,0:06:19  ,0:06:19  ,0:05:00  ,173.84375,185.0,90.7,140.0,154.0,--,254
2,00:00:30.000,00:00:30.000,0.12,0,1,0:04:11  ,0:04:11  ,0:04:14  ,188.765625,192.0,109.69000244140625,153.0,162.0,--,8
3,00:04:00.000,00:04:00.000,0.85,1,1,0:04:43  ,0:04:43  ,0:04:23  ,182.28125,189.0,117.18000488281251,168.0,173.0,--,64
4,00:05:00.000,00:05:00.000,0.78,0,0,0:06:23  ,0:06:23  ,0:04:52  ,172.859375,177.0,91.62999877929688,147.0,166.0,--,65
5,00:00:30.000,00:00:30.000,0.12,0,0,0:04:09  ,0:04:09  ,0:04:20  ,188.46875,196.0,104.74000244140626,157.0,167.0,--,8
6,00:04:00.000,00:04:00.000,0.84,1,0,0:04:45  ,0:04:45  ,0:04:15  ,183.84375,195.0,115.18000488281251,169.0,172.0,--,64
7,00:05:00.000,00:05:00.000,0.81,1,0,0:06:10  ,0:06:10  ,0:04:45  ,173.5625,183.0,94.72999877929688,154.0,171.0,--,68
8,00:00:30.000,00:00:30.000,0.12,0,0,0:04:08  ,0:04:08  ,0:03:51  ,187.140625,195.0,116.7800048828125,160.0,170.0,--,8
9,00:04:00.000,00:04:00.000,0.84,0,1,0:04:44  ,0:04:44  ,0:03:50  ,183.171875,194.0,117.1199951171875,170.0,174.0,--,64
10,00:05:00.000,00:05:00.000,0.77,0,0,0:06:28  ,0:06:28  ,0:04:45  ,173.03125,184.0,90.20999755859376,150.0,172.0,--,63
11,00:10:00.000,00:10:00.000,1.48,39,0,0:06:45  ,0:06:45  ,0:05:51  ,172.171875,176.0,86.95,157.0,166.0,--,136
12,00:00:00.686,00:00:00.686,0,0,0,0:04:00  ,0:04:00  ,0:08:37  ,111.5,112.0,109.5,154.0,154.0,--,0
Summary,00:58:30.686,00:58:29.686,9.9,49,58,0:05:54  ,0:05:54  ,0:03:50  ,175.609375,196.0,96.25,152.0,174.0,--,803
