Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:03:22.378,00:03:20.000,0.5,--,23,0:06:44  ,0:06:40  ,0:05:47  ,169.625,174.0,87.39127620295726,132.0,140.0,--,44
2,00:03:04.661,00:03:04.661,0.5,--,16,0:06:09  ,0:06:09  ,0:05:49  ,170.890625,174.0,95.06657421969315,138.0,144.0,--,41
3,00:03:13.151,00:03:13.000,0.5,--,--,0:06:26  ,0:06:26  ,0:05:59  ,171.21875,172.0,90.7137184413631,140.0,146.0,--,44
4,00:03:06.063,00:03:06.000,0.5,--,10,0:06:12  ,0:06:12  ,0:06:13  ,171.015625,174.0,94.28127249629024,139.0,145.0,--,40
5,00:02:59.513,00:02:59.513,0.5,5,--,0:05:59  ,0:05:59  ,0:05:52  ,171.3125,176.0,97.55202653216453,146.0,149.0,--,40
6,00:02:59.794,00:02:59.794,0.5,--,3,0:05:59  ,0:05:59  ,0:05:11  ,169.84375,174.0,98.24183701711881,145.0,150.0,--,44
7,00:03:06.547,00:03:06.000,0.5,8,2,0:06:13  ,0:06:12  ,0:05:51  ,169.453125,172.0,94.90375799688695,144.0,151.0,--,41
8,00:03:09.468,00:03:09.468,0.5,--,--,0:06:18  ,0:06:18  ,0:06:08  ,168.4375,170.0,94.00405582935662,149.0,152.0,--,42
9,00:03:18.889,00:03:18.889,0.5,15,--,0:06:37  ,0:06:37  ,0:05:51  ,168.484375,170.0,89.52634261780523,149.0,155.0,--,47
10,00:01:39.536,00:01:39.000,0.25,20,--,0:06:41  ,0:06:39  ,0:06:29  ,167.921875,170.0,89.02212484528873,154.0,157.0,--,24
11,00:00:06.613,00:00:06.000,0.02,--,--,0:04:35  ,0:04:09  ,0:06:42  ,168.5,169.0,129.28406299928756,155.0,155.0,--,1
Summary,00:30:06.613,00:30:02.325,4.77,48,53,0:06:18  ,0:06:17  ,0:05:11  ,169.890625,176.0,93.2775587227176,143.0,157.0,--,408
