Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:03:11.629,00:03:06.000,0.5,--,4,0:06:23  ,0:06:12  ,0:05:30  ,155.296875,167.0,100.8085364860512,129.0,149.0,--,42
2,00:03:04.617,00:03:04.617,0.5,--,16,0:06:09  ,0:06:09  ,0:05:55  ,162.125,167.0,100.2304236048765,150.0,161.0,--,45
3,00:02:55.114,00:02:55.000,0.5,4,--,0:05:50  ,0:05:50  ,0:05:42  ,163.109375,169.0,105.03195920627996,148.0,154.0,--,43
4,00:03:01.957,00:03:01.957,0.5,12,--,0:06:03  ,0:06:03  ,0:05:32  ,165.390625,170.0,99.68770475761964,156.0,161.0,--,49
5,00:02:56.886,00:02:56.886,0.5,--,13,0:05:53  ,0:05:53  ,0:05:22  ,165.9375,171.0,102.20761328201804,149.0,161.0,--,41
6,00:02:46.210,00:02:46.210,0.5,9,--,0:05:32  ,0:05:32  ,0:04:52  ,166.84375,172.0,108.18178552690539,165.0,171.0,--,47
7,00:03:00.024,00:03:00.000,0.5,7,19,0:06:00  ,0:06:00  ,0:04:50  ,166.359375,172.0,100.17135823337134,156.0,165.0,--,47
8,00:02:58.293,00:02:57.000,0.5,--,6,0:05:56  ,0:05:54  ,0:05:23  ,165.84375,172.0,101.45836388444391,158.0,167.0,--,47
9,00:04:17.779,00:04:01.000,0.5,19,--,0:08:35  ,0:08:01  ,0:05:25  ,140.640625,169.0,82.74871334983241,159.0,169.0,--,65
10,00:02:58.462,00:02:58.000,0.5,--,6,0:05:56  ,0:05:56  ,0:05:32  ,165.109375,176.0,101.81312129453354,142.0,161.0,--,40
11,00:02:55.799,00:02:55.799,0.5,--,8,0:05:51  ,0:05:51  ,0:05:40  ,169.421875,176.0,100.72456037703297,166.0,172.0,--,48
12,00:02:28.794,00:02:28.794,0.5,13,--,0:04:57  ,0:04:57  ,0:04:08  ,178.0,184.0,113.27023848588738,175.0,180.0,--,46
13,00:02:21.097,00:02:21.000,0.5,5,--,0:04:42  ,0:04:42  ,0:04:22  ,175.484375,178.0,121.16160597296408,182.0,186.0,--,43
14,00:00:57.709,00:00:57.709,0.2,--,--,0:04:45  ,0:04:45  ,0:04:23  ,175.046875,178.0,119.90163765940929,182.0,183.0,--,18
Summary,00:39:54.371,00:39:29.972,6.7,69,72,0:05:57  ,0:05:53  ,0:04:08  ,163.625,184.0,102.16168035502942,156.0,186.0,--,621
