Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:23.592,00:06:23.592,1,0,34,0:06:23  ,0:06:23  ,0:04:54  ,170.59375,228.0,92.02000122070314,133.0,142.0,--,78
2,00:06:10.877,00:06:08.000,1,0,7,0:06:10  ,0:06:08  ,0:05:33  ,169.96875,176.0,94.32999877929689,144.0,150.0,--,82
3,00:06:01.485,00:06:01.485,1,0,1,0:06:01  ,0:06:01  ,0:05:54  ,172.546875,176.0,96.00999755859375,148.0,152.0,--,83
4,00:01:24.046,00:01:24.000,0.23,0,0,0:06:01  ,0:06:01  ,0:05:59  ,173.125,174.0,94.92000122070313,148.0,150.0,--,19
5,00:04:42.772,00:04:42.000,1,10,0,0:04:42  ,0:04:42  ,0:04:24  ,182.390625,189.0,114.91999511718751,167.0,172.0,--,76
6,00:01:17.228,00:01:17.228,0.28,0,5,0:04:40  ,0:04:40  ,0:04:41  ,181.4375,184.0,115.20999755859376,169.0,170.0,--,21
7,00:03:00.000,00:02:59.000,0.48,0,5,0:06:15  ,0:06:13  ,0:04:41  ,164.25,179.0,95.32999877929689,150.0,167.0,--,40
8,00:04:39.200,00:04:39.200,1,0,1,0:04:39  ,0:04:39  ,0:04:25  ,183.4375,188.0,116.6199951171875,167.0,170.0,--,75
9,00:01:20.800,00:01:20.800,0.3,0,0,0:04:31  ,0:04:31  ,0:04:29  ,186.25,190.0,116.80000000000001,172.0,174.0,--,22
10,00:03:00.000,00:02:59.000,0.48,0,1,0:06:16  ,0:06:14  ,0:04:29  ,170.375,183.0,96.60000000000001,158.0,173.0,--,42
11,00:04:42.955,00:04:42.955,1,10,0,0:04:42  ,0:04:42  ,0:04:35  ,184.375,189.0,114.09000244140626,170.0,175.0,--,77
12,00:01:17.045,00:01:17.000,0.27,0,4,0:04:43  ,0:04:43  ,0:04:43  ,181.84375,186.0,114.35000000000001,171.0,175.0,--,21
13,00:03:00.000,00:02:59.000,0.47,0,5,0:06:26  ,0:06:24  ,0:04:47  ,165.703125,184.0,93.40999755859376,151.0,170.0,--,38
14,00:06:10.017,00:06:10.017,1,13,2,0:06:09  ,0:06:10  ,0:05:21  ,172.984375,184.0,94.97000122070312,156.0,164.0,--,86
15,00:03:49.983,00:03:49.983,0.57,29,0,0:06:41  ,0:06:41  ,0:06:21  ,171.5625,175.0,86.9,164.0,169.0,--,56
16,00:00:01.625,00:00:01.000,0,0,0,0:15:20  ,0:09:28  ,0:06:46  ,174.0,174.0,84.9,163.0,163.0,--,0
Summary,00:57:01.625,00:56:54.260,10.08,62,64,0:05:39  ,0:05:38  ,0:04:24  ,174.5625,228.0,100.59000244140626,155.0,175.0,--,815
