Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:27.479,00:06:27.479,1,0,28,0:06:27  ,0:06:27  ,0:06:08  ,165.140625,170.0,93.45,133.0,146.0,--,78
2,00:06:05.640,00:06:05.640,1,3,19,0:06:05  ,0:06:05  ,0:04:11  ,168.328125,172.0,97.45999755859376,141.0,148.0,--,78
3,00:06:16.961,00:06:16.961,1,6,1,0:06:16  ,0:06:16  ,0:06:02  ,169.234375,171.0,93.29000244140626,148.0,157.0,--,84
4,00:06:17.490,00:06:17.000,1,6,3,0:06:17  ,0:06:17  ,0:05:55  ,168.96875,172.0,94.99000244140626,150.0,158.0,--,84
5,00:04:52.430,00:04:52.430,0.7,26,0,0:06:54  ,0:06:54  ,0:06:22  ,169.296875,171.0,85.85999755859376,156.0,165.0,--,67
6,00:00:15.000,00:00:14.000,0.07,0,0,0:03:31  ,0:03:17  ,0:02:36  ,202.28125,214.0,101.44000244140625,166.0,173.0,--,3
7,00:00:45.000,00:00:45.000,0.05,0,0,0:14:03  ,0:14:04  ,0:02:36  ,119.28125,204.0,81.39000244140625,162.0,177.0,--,10
8,00:00:15.000,00:00:15.000,0.08,0,0,0:03:17  ,0:03:17  ,0:02:52  ,201.0625,213.0,113.0300048828125,157.0,172.0,--,3
9,00:00:45.000,00:00:45.000,0.07,0,1,0:10:46  ,0:10:46  ,0:02:53  ,129.5625,209.0,95.52999877929688,162.0,179.0,--,10
10,00:00:15.000,00:00:15.000,0.08,0,0,0:03:11  ,0:03:11  ,0:02:46  ,206.46875,219.0,120.71999511718751,159.0,172.0,--,3
11,00:00:45.000,00:00:45.000,0.06,0,0,0:11:38  ,0:11:38  ,0:02:48  ,121.484375,209.0,103.39000244140625,165.0,180.0,--,11
12,00:00:15.000,00:00:15.000,0.08,0,0,0:03:16  ,0:03:16  ,0:02:49  ,206.203125,217.0,113.7800048828125,163.0,175.0,--,4
13,00:00:45.000,00:00:45.000,0.09,0,0,0:08:33  ,0:08:33  ,0:02:50  ,133.796875,213.0,104.0699951171875,168.0,180.0,--,11
14,00:00:15.000,00:00:15.000,0.08,1,0,0:03:11  ,0:03:11  ,0:02:51  ,210.9375,219.0,115.80999755859375,167.0,178.0,--,4
15,00:00:45.000,00:00:45.000,0.06,0,1,0:12:25  ,0:12:25  ,0:03:04  ,121.171875,213.0,95.02000122070314,172.0,183.0,--,12
16,00:00:15.000,00:00:15.000,0.08,0,0,0:03:08  ,0:03:08  ,0:02:39  ,206.40625,223.0,116.0300048828125,166.0,177.0,--,4
17,00:00:45.000,00:00:45.000,0.08,0,0,0:09:50  ,0:09:50  ,0:02:49  ,130.15625,212.0,94.30999755859375,174.0,184.0,--,12
18,00:00:02.424,00:00:02.000,0,0,0,0:08:28  ,0:06:59  ,0:12:45  ,120.671875,121.0,66.5,156.0,157.0,--,1
Summary,00:36:02.424,00:36:00.510,5.58,42,53,0:06:27  ,0:06:27  ,0:02:36  ,164.328125,223.0,94.4,149.0,184.0,--,480
