Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:05:32.981,00:05:32.000,1,4,0,0:05:33  ,0:05:32  ,0:04:09  ,171.21875,176.0,103.29000244140626,150.0,162.0,--,77
2,00:05:37.160,00:05:35.000,1,14,2,0:05:37  ,0:05:35  ,0:03:59  ,172.28125,177.0,105.35999755859376,160.0,167.0,--,83
3,00:05:33.941,00:05:33.941,1,5,4,0:05:33  ,0:05:33  ,0:05:24  ,173.859375,176.0,102.95,163.0,166.0,--,82
4,00:05:27.357,00:05:27.357,1,0,5,0:05:27  ,0:05:27  ,0:05:14  ,173.84375,176.0,105.91999511718751,162.0,166.0,--,81
5,00:05:28.886,00:05:28.886,1,2,2,0:05:28  ,0:05:28  ,0:05:00  ,173.96875,177.0,105.19000244140625,166.0,171.0,--,82
6,00:05:31.735,00:05:31.000,1,4,0,0:05:31  ,0:05:31  ,0:05:26  ,173.734375,176.0,104.04000244140626,169.0,173.0,--,84
7,00:05:28.589,00:05:28.589,1,1,1,0:05:28  ,0:05:28  ,0:05:23  ,173.828125,176.0,104.90999755859376,170.0,174.0,--,83
8,00:05:47.736,00:05:44.000,1,0,16,0:05:47  ,0:05:44  ,0:04:44  ,169.84375,178.0,103.80000000000001,161.0,171.0,--,83
9,00:00:31.615,00:00:31.615,0.1,0,0,0:05:03  ,0:05:03  ,0:05:00  ,174.78125,176.0,114.23000488281251,169.0,170.0,--,8
10,00:01:32.096,00:01:31.000,0.29,0,0,0:05:19  ,0:05:16  ,0:04:51  ,173.78125,176.0,113.05999755859375,171.0,173.0,--,24
Summary,00:46:32.096,00:46:23.388,8.39,30,31,0:05:32  ,0:05:31  ,0:03:59  ,172.84375,178.0,104.8300048828125,163.0,174.0,--,688
