Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:05:23.945,00:05:18.000,1,7,52,0:05:23  ,0:05:18  ,0:04:48  ,167.484375,180.0,110.58740380498544,147.0,162.0,--,78
2,00:05:06.716,00:05:06.716,1,6,--,0:05:06  ,0:05:06  ,0:04:31  ,174.59375,178.0,112.04335912105337,168.0,179.0,--,86
3,00:04:44.809,00:04:44.809,1,--,--,0:04:44  ,0:04:44  ,0:04:27  ,175.359375,180.0,120.13472733722827,177.0,182.0,--,83
4,00:05:21.590,00:05:21.000,1,10,--,0:05:21  ,0:05:20  ,0:04:45  ,173.234375,176.0,107.6997378273737,176.0,181.0,--,92
5,00:05:15.565,00:05:15.565,1,--,11,0:05:15  ,0:05:15  ,0:05:00  ,173.734375,176.0,109.44014558695521,174.0,180.0,--,91
6,00:05:13.288,00:05:13.000,1,2,4,0:05:13  ,0:05:13  ,0:04:57  ,173.484375,178.0,110.39442254528997,176.0,179.0,--,91
7,00:05:14.740,00:05:14.740,1,12,5,0:05:14  ,0:05:14  ,0:04:48  ,171.765625,176.0,110.98468899631426,177.0,179.0,--,92
8,00:05:18.780,00:05:18.780,1,5,6,0:05:18  ,0:05:18  ,0:04:50  ,171.359375,174.0,109.83792409529288,181.0,185.0,--,96
9,00:02:49.500,00:02:48.000,0.52,--,6,0:05:23  ,0:05:20  ,0:05:18  ,171.1875,174.0,108.42327223213044,177.0,185.0,--,49
Summary,00:44:28.933,00:44:20.610,8.52,41,84,0:05:13  ,0:05:12  ,0:04:27  ,172.484375,180.0,111.087188824071,172.0,185.0,--,758
