Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:03:08.008,00:03:08.000,0.5,--,13,0:06:16  ,0:06:16  ,0:06:10  ,168.609375,176.0,94.637490768774,127.0,138.0,--,40
2,00:03:13.198,00:03:13.198,0.5,--,42,0:06:26  ,0:06:26  ,0:05:52  ,169.421875,174.0,91.65352003117013,127.0,135.0,--,40
3,00:03:15.474,00:03:15.000,0.5,5,--,0:06:30  ,0:06:29  ,0:05:51  ,169.0625,175.0,90.7789113097071,130.0,138.0,--,40
4,00:03:16.027,00:03:16.000,0.5,2,--,0:06:32  ,0:06:32  ,0:06:16  ,170.328125,172.0,89.85019241663417,141.0,148.0,--,44
5,00:03:18.070,00:03:18.070,0.5,7,--,0:06:36  ,0:06:36  ,0:05:41  ,167.65625,172.0,90.340562241209,143.0,149.0,--,46
6,00:03:10.420,00:03:09.000,0.5,--,7,0:06:20  ,0:06:18  ,0:06:10  ,166.15625,170.0,94.81826757972037,137.0,145.0,--,39
7,00:03:08.487,00:03:08.487,0.5,--,7,0:06:16  ,0:06:16  ,0:06:10  ,167.890625,170.0,94.80110682038921,147.0,151.0,--,43
8,00:03:04.257,00:03:04.000,0.5,4,--,0:06:08  ,0:06:08  ,0:05:39  ,169.359375,172.0,96.13643374960768,148.0,153.0,--,44
9,00:03:10.671,00:03:10.000,0.5,1,--,0:06:21  ,0:06:20  ,0:05:27  ,169.0,172.0,93.10004563492353,143.0,146.0,--,43
10,00:01:15.388,00:01:15.000,0.2,--,--,0:06:12  ,0:06:10  ,0:06:14  ,168.15625,170.0,95.69641963180631,146.0,149.0,--,15
11,00:02:22.270,00:02:22.000,0.39,--,--,0:06:06  ,0:06:05  ,0:06:04  ,168.625,170.0,97.14184550637717,145.0,148.0,--,32
Summary,00:32:22.270,00:32:18.755,5.09,19,68,0:06:21  ,0:06:20  ,0:05:27  ,168.59375,176.0,93.28039373898106,139.0,153.0,--,426
