Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:05:52.266,00:05:52.000,1,--,42,0:05:52  ,0:05:52  ,0:05:15  ,163.140625,170.0,104.40430614310914,130.0,146.0,--,66
2,00:05:22.501,00:05:22.000,1,--,3,0:05:22  ,0:05:22  ,0:04:57  ,167.359375,170.0,111.16552667390043,143.0,150.0,--,73
3,00:05:35.779,00:05:35.779,1,11,12,0:05:35  ,0:05:35  ,0:05:08  ,167.890625,170.0,106.43176980513087,147.0,155.0,--,78
4,00:01:14.600,00:01:14.000,0.23,5,--,0:05:26  ,0:05:23  ,0:05:19  ,168.15625,170.0,109.24347489427934,150.0,155.0,--,17
5,00:05:30.362,00:05:30.000,1,16,20,0:05:30  ,0:05:30  ,0:05:02  ,168.453125,174.0,107.81572119876745,152.0,156.0,--,79
6,00:05:27.181,00:05:27.000,1,2,4,0:05:27  ,0:05:27  ,0:05:13  ,169.59375,174.0,108.13177498306213,152.0,159.0,--,78
7,00:05:30.852,00:05:30.852,1,2,7,0:05:30  ,0:05:30  ,0:05:11  ,170.8125,174.0,106.16903024718975,155.0,162.0,--,80
8,00:05:28.399,00:05:28.000,1,6,--,0:05:28  ,0:05:27  ,0:05:05  ,170.109375,174.0,107.40418226260967,155.0,160.0,--,78
9,00:01:25.402,00:01:25.402,0.27,3,--,0:05:11  ,0:05:11  ,0:05:15  ,171.9375,174.0,111.886522729102,158.0,161.0,--,21
Summary,00:41:27.342,00:41:25.033,7.5,46,88,0:05:31  ,0:05:31  ,0:04:57  ,168.28125,174.0,107.53087905918235,148.0,162.0,--,570
