Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:20:00.000,00:19:56.000,3.18,0,44,0:06:17  ,0:06:16  ,0:04:34  ,172.390625,179.0,91.55000000000001,136.0,151.0,--,249
2,00:00:30.000,00:00:30.000,0.14,1,0,0:03:35  ,0:03:35  ,0:03:07  ,193.765625,207.0,126.5800048828125,154.0,158.0,--,8
3,00:02:30.000,00:02:30.000,0.35,1,0,0:07:04  ,0:07:04  ,0:03:48  ,171.40625,196.0,83.62000122070313,148.0,167.0,--,30
4,00:00:30.000,00:00:30.000,0.13,2,0,0:03:45  ,0:03:45  ,0:04:04  ,194.640625,200.0,115.43000488281251,141.0,144.0,--,8
5,00:02:30.000,00:02:30.000,0.36,5,0,0:06:56  ,0:06:56  ,0:04:04  ,172.359375,198.0,86.55000000000001,154.0,171.0,--,33
6,00:00:30.000,00:00:30.000,0.14,0,0,0:03:39  ,0:03:39  ,0:03:53  ,180.140625,200.0,115.98000488281251,143.0,147.0,--,8
7,00:02:30.000,00:02:30.000,0.39,0,8,0:06:25  ,0:06:25  ,0:03:51  ,172.765625,200.0,92.02000122070314,150.0,171.0,--,33
8,00:00:30.000,00:00:30.000,0.14,0,0,0:03:39  ,0:03:39  ,0:03:40  ,193.171875,202.0,116.50999755859375,137.0,139.0,--,7
9,00:02:30.000,00:02:30.000,0.29,0,2,0:08:39  ,0:08:39  ,0:03:39  ,147.15625,197.0,79.67999877929688,131.0,159.0,--,23
10,00:10:00.000,00:10:00.000,2.16,3,0,0:04:37  ,0:04:37  ,0:04:29  ,185.921875,190.0,115.20999755859376,170.0,176.0,--,162
11,00:02:00.000,00:02:00.000,0.24,5,0,0:08:28  ,0:08:28  ,0:04:36  ,151.6875,190.0,76.45,158.0,177.0,--,26
12,00:10:00.000,00:10:00.000,2.16,3,11,0:04:37  ,0:04:37  ,0:04:32  ,185.71875,190.0,115.65,173.0,178.0,--,163
13,00:02:00.000,00:02:00.000,0.22,0,0,0:09:09  ,0:09:09  ,0:04:50  ,139.203125,187.0,76.77999877929688,152.0,176.0,--,21
14,00:10:00.000,00:10:00.000,2.15,11,11,0:04:39  ,0:04:39  ,0:04:26  ,186.171875,192.0,114.20999755859376,173.0,178.0,--,163
15,00:02:00.000,00:02:00.000,0.17,0,0,0:11:48  ,0:11:48  ,0:04:34  ,111.9375,187.0,70.69000244140625,149.0,177.0,--,18
16,00:10:00.000,00:09:52.000,1.5,43,0,0:06:40  ,0:06:34  ,0:05:25  ,166.4375,180.0,88.05999755859375,155.0,168.0,--,130
17,00:00:54.283,00:00:54.283,0.16,1,0,0:05:48  ,0:05:48  ,0:06:03  ,175.40625,178.0,88.97000122070312,161.0,163.0,--,13
Summary,01:18:54.283,01:18:42.283,13.87,76,77,0:05:41  ,0:05:40  ,0:03:07  ,173.5625,207.0,98.89000244140625,155.0,178.0,--,1095
