Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:05:56.482,00:05:55.000,1,--,50,0:05:56  ,0:05:55  ,0:05:19  ,158.5625,169.0,106.14833017326424,138.0,153.0,--,78
2,00:05:15.452,00:05:15.000,1,6,--,0:05:15  ,0:05:15  ,0:05:00  ,168.09375,180.0,113.15308653088283,160.0,167.0,--,84
3,00:05:07.726,00:05:07.726,1,6,8,0:05:07  ,0:05:07  ,0:04:55  ,169.4375,174.0,115.07407833836669,166.0,170.0,--,84
4,00:05:02.687,00:05:02.000,1,6,4,0:05:02  ,0:05:02  ,0:04:49  ,171.125,174.0,115.83612034441066,172.0,177.0,--,85
5,00:05:02.185,00:05:02.185,1,3,3,0:05:02  ,0:05:02  ,0:04:36  ,171.59375,174.0,115.71159649660008,176.0,179.0,--,87
6,00:05:14.171,00:05:13.000,1,11,6,0:05:14  ,0:05:13  ,0:04:32  ,171.1875,176.0,111.56118539915387,181.0,191.0,--,94
7,00:05:08.818,00:05:08.818,1,--,11,0:05:08  ,0:05:08  ,0:04:53  ,170.640625,174.0,113.858699994919,176.0,178.0,--,89
8,00:05:16.994,00:05:16.000,1,2,--,0:05:16  ,0:05:16  ,0:05:02  ,170.515625,176.0,111.00333922013112,177.0,182.0,--,92
9,00:00:12.275,00:00:12.000,0.04,--,--,0:05:09  ,0:05:02  ,0:05:12  ,171.5,172.0,113.12190824267579,180.0,180.0,--,3
Summary,00:42:16.790,00:42:11.729,8.04,36,81,0:05:15  ,0:05:14  ,0:04:32  ,168.703125,180.0,112.64664718489885,168.0,191.0,--,696
