Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:05:45.781,00:05:42.000,1,--,49,0:05:45  ,0:05:42  ,0:05:03  ,163.84375,174.0,105.90592010065491,141.0,152.0,--,80
2,00:05:39.726,00:05:39.726,1,6,--,0:05:39  ,0:05:39  ,0:05:10  ,167.75,176.0,105.28340424145814,156.0,164.0,--,87
3,00:05:39.144,00:05:39.000,1,9,6,0:05:39  ,0:05:39  ,0:05:21  ,168.625,174.0,104.91682359546672,157.0,164.0,--,85
4,00:05:32.270,00:05:32.000,1,--,6,0:05:32  ,0:05:32  ,0:05:18  ,168.5,172.0,107.16679141273897,158.0,164.0,--,85
5,00:05:37.253,00:05:37.000,1,2,--,0:05:37  ,0:05:37  ,0:05:14  ,169.46875,174.0,104.97981778731351,162.0,165.0,--,84
6,00:05:38.028,00:05:38.000,1,9,--,0:05:38  ,0:05:38  ,0:05:07  ,170.5625,174.0,104.06747133847283,165.0,170.0,--,88
7,00:05:23.626,00:05:23.626,1,--,13,0:05:23  ,0:05:23  ,0:05:18  ,170.8125,174.0,108.53959242529075,162.0,168.0,--,82
8,00:05:31.092,00:05:31.000,1,4,--,0:05:31  ,0:05:31  ,0:05:19  ,170.0625,172.0,106.55994563020069,163.0,168.0,--,84
9,00:05:27.059,00:05:27.000,1,8,5,0:05:27  ,0:05:27  ,0:04:48  ,170.78125,172.0,107.41995609315049,167.0,170.0,--,86
10,00:05:23.800,00:05:23.800,1,7,7,0:05:23  ,0:05:23  ,0:05:17  ,171.25,174.0,108.20413116496657,167.0,177.0,--,83
11,00:05:20.337,00:05:20.000,1,6,6,0:05:20  ,0:05:20  ,0:05:05  ,171.0625,174.0,109.49374849047828,166.0,169.0,--,83
12,00:05:34.809,00:05:34.809,1,5,6,0:05:34  ,0:05:34  ,0:05:11  ,169.8125,174.0,105.53207640621648,166.0,172.0,--,86
13,00:00:34.314,00:00:34.314,0.11,--,--,0:05:22  ,0:05:22  ,0:05:16  ,169.25,172.0,110.08938317494726,164.0,168.0,--,8
Summary,01:07:07.239,01:07:02.275,12.11,56,99,0:05:32  ,0:05:32  ,0:04:48  ,169.34375,176.0,106.50537479963809,161.0,177.0,--,1021
