Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:05:34.287,00:05:32.000,1,3,57,0:05:34  ,0:05:32  ,0:04:57  ,165.578125,176.0,108.39988432707437,127.0,146.0,--,63
2,00:05:29.022,00:05:24.000,1,10,--,0:05:29  ,0:05:23  ,0:04:58  ,168.828125,174.0,108.0143635521325,154.0,164.0,--,84
3,00:05:11.674,00:05:11.000,1,7,11,0:05:11  ,0:05:11  ,0:04:48  ,170.796875,178.0,112.71215145334857,163.0,172.0,--,84
4,00:04:43.409,00:04:43.409,1,6,5,0:04:43  ,0:04:43  ,0:04:35  ,175.578125,180.0,120.57775984422425,166.0,177.0,--,78
5,00:05:16.674,00:05:16.674,1,8,10,0:05:16  ,0:05:16  ,0:04:41  ,172.359375,178.0,109.92688374577703,169.0,175.0,--,86
6,00:05:35.325,00:05:35.000,1,10,--,0:05:35  ,0:05:35  ,0:04:22  ,170.15625,174.0,105.1568081870671,174.0,179.0,--,96
7,00:05:24.726,00:05:24.000,1,--,13,0:05:24  ,0:05:23  ,0:05:16  ,170.734375,174.0,108.22141318387442,171.0,176.0,--,90
8,00:05:16.657,00:05:16.657,1,6,2,0:05:16  ,0:05:16  ,0:04:46  ,170.90625,174.0,110.86748470461065,171.0,176.0,--,88
9,00:02:28.992,00:02:28.992,0.46,2,--,0:05:26  ,0:05:26  ,0:05:05  ,170.34375,172.0,107.85167055300727,173.0,177.0,--,42
Summary,00:45:00.766,00:44:51.732,8.46,52,99,0:05:19  ,0:05:18  ,0:04:22  ,170.5,180.0,110.14247214199607,162.0,179.0,--,711
