Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:21.259,00:06:21.259,1,0,34,0:06:21  ,0:06:21  ,0:05:45  ,171.421875,182.0,92.14000244140625,128.0,136.0,--,77
2,00:06:09.170,00:06:08.000,1,0,6,0:06:09  ,0:06:08  ,0:05:43  ,174.53125,179.0,92.97000122070312,137.0,146.0,--,80
3,00:06:03.433,00:06:03.000,1,0,0,0:06:03  ,0:06:03  ,0:05:49  ,175.09375,178.0,94.77000122070314,143.0,149.0,--,84
4,00:01:26.138,00:01:26.138,0.24,0,1,0:06:00  ,0:06:00  ,0:05:57  ,173.984375,176.0,95.72999877929688,146.0,150.0,--,20
5,00:00:30.000,00:00:29.000,0.12,0,0,0:04:00  ,0:03:52  ,0:04:06  ,191.109375,197.0,112.8300048828125,161.0,167.0,--,8
6,00:00:30.000,00:00:30.000,0.07,0,0,0:06:44  ,0:06:44  ,0:04:16  ,171.359375,190.0,102.85000000000001,160.0,167.0,--,8
7,00:00:30.000,00:00:30.000,0.13,1,0,0:03:56  ,0:03:56  ,0:03:57  ,193.0,197.0,109.80000000000001,163.0,170.0,--,8
8,00:00:30.000,00:00:30.000,0.08,1,0,0:06:33  ,0:06:33  ,0:04:01  ,172.90625,194.0,114.7800048828125,166.0,171.0,--,8
9,00:00:30.000,00:00:30.000,0.12,1,0,0:04:03  ,0:04:03  ,0:03:56  ,192.359375,197.0,114.15999755859376,166.0,172.0,--,8
10,00:00:30.000,00:00:30.000,0.08,2,0,0:06:37  ,0:06:37  ,0:03:57  ,173.296875,194.0,112.84000244140626,169.0,173.0,--,8
11,00:00:30.000,00:00:30.000,0.12,1,0,0:04:03  ,0:04:03  ,0:04:06  ,192.828125,197.0,110.00999755859375,169.0,174.0,--,8
12,00:00:30.000,00:00:30.000,0.07,2,0,0:06:47  ,0:06:47  ,0:04:06  ,172.265625,194.0,109.8199951171875,172.0,175.0,--,8
13,00:00:30.000,00:00:30.000,0.13,1,0,0:03:57  ,0:03:57  ,0:04:07  ,192.03125,196.0,110.04000244140626,171.0,175.0,--,8
14,00:00:30.000,00:00:30.000,0.07,0,0,0:06:53  ,0:06:53  ,0:04:08  ,171.765625,192.0,104.10000000000001,171.0,176.0,--,8
15,00:00:30.000,00:00:30.000,0.13,0,1,0:03:53  ,0:03:53  ,0:03:38  ,191.40625,195.0,116.30000000000001,170.0,173.0,--,8
16,00:00:30.000,00:00:30.000,0.07,0,1,0:06:41  ,0:06:41  ,0:03:57  ,172.0625,188.0,97.60000000000001,167.0,173.0,--,8
17,00:00:30.000,00:00:30.000,0.13,0,3,0:03:52  ,0:03:52  ,0:03:53  ,190.140625,194.0,116.3699951171875,166.0,169.0,--,8
18,00:00:30.000,00:00:30.000,0.08,0,1,0:06:28  ,0:06:28  ,0:04:01  ,172.234375,187.0,116.15,165.0,169.0,--,8
19,00:00:30.000,00:00:30.000,0.13,0,1,0:03:54  ,0:03:54  ,0:03:58  ,191.96875,194.0,117.34000244140626,166.0,171.0,--,8
20,00:00:30.000,00:00:30.000,0.08,0,0,0:06:27  ,0:06:27  ,0:03:58  ,172.59375,194.0,107.3800048828125,168.0,172.0,--,8
21,00:00:30.000,00:00:30.000,0.13,0,1,0:03:55  ,0:03:55  ,0:04:05  ,191.796875,195.0,109.4,169.0,173.0,--,8
22,00:00:30.000,00:00:30.000,0.08,0,1,0:06:28  ,0:06:28  ,0:04:03  ,172.671875,194.0,102.89000244140625,170.0,175.0,--,8
23,00:00:30.000,00:00:30.000,0.13,0,0,0:03:58  ,0:03:58  ,0:03:57  ,192.5,196.0,112.5,170.0,174.0,--,8
24,00:00:30.000,00:00:30.000,0.07,0,0,0:06:44  ,0:06:44  ,0:04:01  ,172.09375,191.0,113.2800048828125,172.0,175.0,--,8
25,00:00:30.000,00:00:30.000,0.13,0,0,0:03:59  ,0:03:59  ,0:03:59  ,191.53125,194.0,118.24000244140626,171.0,175.0,--,8
26,00:00:30.000,00:00:30.000,0.08,0,0,0:06:22  ,0:06:22  ,0:03:59  ,173.4375,194.0,113.91999511718751,171.0,176.0,--,8
27,00:00:30.000,00:00:30.000,0.12,0,0,0:04:06  ,0:04:06  ,0:04:09  ,190.4375,195.0,113.54000244140626,170.0,175.0,--,8
28,00:00:30.000,00:00:30.000,0.05,0,0,0:10:16  ,0:10:16  ,0:04:01  ,128.828125,195.0,92.40999755859376,171.0,177.0,--,8
29,00:06:13.955,00:06:13.955,1,8,1,0:06:13  ,0:06:13  ,0:05:40  ,174.765625,178.0,91.17999877929688,156.0,164.0,--,89
30,00:03:46.045,00:03:46.000,0.57,25,0,0:06:36  ,0:06:36  ,0:05:59  ,174.90625,176.0,87.62000122070313,166.0,170.0,--,57
31,00:00:38.979,00:00:38.000,0.1,4,0,0:06:20  ,0:06:10  ,0:06:31  ,175.25,176.0,87.12999877929688,169.0,170.0,--,10
Summary,00:42:38.979,00:42:35.352,7.3,47,52,0:05:50  ,0:05:49  ,0:03:38  ,175.8125,197.0,97.25,151.0,177.0,--,615
