Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:05:59.996,00:05:59.996,1,319,221,0:05:59  ,0:05:59  ,0:05:15  ,164.90625,170.0,101.06864810874039,131.0,140.0,--,76
2,00:06:19.608,00:06:19.608,1,7,8,0:06:19  ,0:06:19  ,0:04:16  ,167.0,226.0,94.64538036824138,143.0,155.0,--,80
3,00:06:22.510,00:06:22.510,1,20,--,0:06:22  ,0:06:22  ,0:05:41  ,165.859375,170.0,94.57327342140978,156.0,164.0,--,94
4,00:06:03.790,00:06:03.000,1,--,--,0:06:03  ,0:06:03  ,0:05:25  ,167.4375,170.0,98.50261325396545,156.0,161.0,--,91
5,00:06:11.099,00:06:11.000,1,--,7,0:06:11  ,0:06:11  ,0:05:40  ,166.765625,169.0,96.95158914078044,156.0,160.0,--,89
6,00:05:59.845,00:05:59.845,1,5,7,0:05:59  ,0:05:59  ,0:05:45  ,166.265625,169.0,100.28438305870783,159.0,168.0,--,89
7,00:06:04.406,00:06:04.000,1,10,--,0:06:04  ,0:06:04  ,0:05:30  ,165.640625,169.0,99.40285628654509,162.0,168.0,--,91
8,00:06:03.639,00:06:03.639,1,--,2,0:06:03  ,0:06:03  ,0:05:49  ,166.125,169.0,99.32207694481839,156.0,163.0,--,85
9,00:06:15.894,00:06:15.894,1,--,22,0:06:15  ,0:06:15  ,0:05:52  ,166.109375,171.0,96.09298807063624,151.0,161.0,--,81
10,00:06:04.778,00:06:04.000,1,2,--,0:06:04  ,0:06:04  ,0:05:52  ,164.890625,169.0,99.75315267362215,162.0,166.0,--,82
11,00:02:30.898,00:02:30.898,0.42,--,--,0:06:02  ,0:06:02  ,0:05:55  ,165.5625,167.0,99.87411394457001,160.0,164.0,--,34
Summary,01:03:56.463,01:03:54.390,10.42,362,268,0:06:08  ,0:06:08  ,0:04:16  ,166.078125,226.0,98.08699520518933,153.0,168.0,--,892
