Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:31.885,00:06:31.885,1,59,37,0:06:31  ,0:06:31  ,0:05:24  ,171.765625,182.0,89.25,121.0,132.0,--,70
2,00:06:26.356,00:06:25.000,1,0,5,0:06:26  ,0:06:25  ,0:06:09  ,172.65625,176.0,90.92999877929688,134.0,143.0,--,79
3,00:06:10.850,00:06:10.850,1,1,1,0:06:10  ,0:06:10  ,0:06:03  ,172.84375,177.0,94.05999755859375,142.0,147.0,--,81
4,00:06:18.050,00:06:18.000,1,8,1,0:06:18  ,0:06:18  ,0:06:00  ,171.953125,174.0,92.47999877929688,146.0,152.0,--,83
5,00:06:11.601,00:06:11.601,1,2,11,0:06:11  ,0:06:11  ,0:05:53  ,172.078125,174.0,94.15,141.0,152.0,--,78
6,00:06:22.177,00:06:22.000,1,0,0,0:06:22  ,0:06:22  ,0:06:14  ,172.1875,174.0,90.95,139.0,143.0,--,79
7,00:06:51.573,00:06:50.000,1,35,0,0:06:51  ,0:06:50  ,0:06:12  ,170.5,174.0,85.72999877929688,146.0,162.0,--,86
8,00:00:07.508,00:00:07.000,0.02,1,0,0:06:10  ,0:05:45  ,0:06:41  ,172.71875,173.0,88.02999877929688,162.0,163.0,--,2
9,00:00:20.886,00:00:20.000,0.05,0,0,0:06:48  ,0:06:31  ,0:06:39  ,171.046875,172.0,88.52000122070314,160.0,164.0,--,5
Summary,00:45:20.886,00:45:16.336,7.07,107,55,0:06:24  ,0:06:24  ,0:05:24  ,171.96875,182.0,90.95999755859376,139.0,164.0,--,564
