Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:03:44.495,00:03:44.495,0.5,--,12,0:07:29  ,0:07:28  ,0:05:19  ,162.34375,170.0,82.31500669464918,124.0,137.0,--,40
2,00:03:34.212,00:03:34.000,0.5,--,36,0:07:08  ,0:07:08  ,0:06:16  ,166.296875,170.0,84.21575745280603,128.0,139.0,--,36
3,00:03:12.589,00:03:12.000,0.5,7,--,0:06:25  ,0:06:24  ,0:04:56  ,170.140625,184.0,91.55493161349848,142.0,154.0,--,45
4,00:03:25.336,00:03:25.336,0.5,--,--,0:06:50  ,0:06:50  ,0:05:58  ,166.96875,170.0,87.50260136559504,136.0,142.0,--,44
5,00:03:15.354,00:03:15.000,0.5,--,--,0:06:30  ,0:06:29  ,0:04:44  ,163.90625,210.0,93.6921971764508,146.0,151.0,--,44
6,00:02:48.014,00:02:48.014,0.46,--,--,0:06:03  ,0:06:03  ,0:05:46  ,167.96875,170.0,98.24137404432534,148.0,153.0,--,40
7,00:00:40.000,00:00:39.000,0.17,--,--,0:03:51  ,0:03:46  ,0:03:36  ,191.765625,201.0,134.94598232018456,148.0,153.0,--,9
8,00:03:00.000,00:03:00.000,0.42,7,4,0:07:13  ,0:07:13  ,0:03:36  ,167.109375,196.0,82.91974686379928,147.0,156.0,--,46
9,00:00:30.000,00:00:30.000,0.13,--,--,0:03:54  ,0:03:54  ,0:03:36  ,193.328125,203.0,132.3552922694577,142.0,146.0,--,8
10,00:03:00.000,00:03:00.000,0.46,4,--,0:06:29  ,0:06:29  ,0:03:30  ,167.65625,203.0,91.95799719439268,150.0,155.0,--,41
11,00:00:20.000,00:00:20.000,0.09,--,--,0:03:50  ,0:03:50  ,0:03:25  ,188.15625,201.0,138.53911213097908,153.0,155.0,--,5
12,00:03:09.586,00:03:09.586,0.5,5,8,0:06:19  ,0:06:19  ,0:03:24  ,166.9375,203.0,94.78968696522479,148.0,164.0,--,45
13,00:01:50.414,00:01:49.000,0.28,--,4,0:06:30  ,0:06:25  ,0:06:20  ,167.1875,169.0,91.97696111704556,146.0,151.0,--,24
14,00:00:40.000,00:00:40.000,0.19,--,--,0:03:36  ,0:03:36  ,0:03:36  ,192.796875,201.0,143.9416441580051,152.0,159.0,--,10
15,00:03:00.000,00:03:00.000,0.45,1,--,0:06:40  ,0:06:40  ,0:03:43  ,164.625,199.0,91.01088554519426,157.0,164.0,--,40
16,00:00:30.000,00:00:30.000,0.14,--,--,0:03:28  ,0:03:28  ,0:03:04  ,200.0625,213.0,143.6551047280147,154.0,158.0,--,8
17,00:03:00.000,00:03:00.000,0.43,--,--,0:06:58  ,0:06:58  ,0:03:27  ,164.921875,208.0,86.92196382046423,152.0,158.0,--,41
18,00:00:20.000,00:00:20.000,0.09,--,--,0:03:35  ,0:03:35  ,0:03:20  ,194.296875,213.0,143.6255677962907,154.0,162.0,--,5
19,00:03:15.912,00:03:15.912,0.5,--,--,0:06:31  ,0:06:31  ,0:03:06  ,165.09375,210.0,92.75334452125705,153.0,167.0,--,46
20,00:01:44.088,00:01:34.000,0.23,--,--,0:07:38  ,0:06:54  ,0:06:21  ,154.34375,171.0,84.77135652800332,152.0,157.0,--,24
21,00:03:41.779,00:03:41.779,0.5,21,4,0:07:23  ,0:07:23  ,0:06:52  ,165.109375,169.0,81.92738381054207,156.0,162.0,--,53
22,00:01:33.146,00:01:33.000,0.22,10,--,0:07:02  ,0:07:01  ,0:07:08  ,165.359375,169.0,85.87530616981016,160.0,166.0,--,23
Summary,00:50:14.925,00:50:01.122,7.76,54,68,0:06:28  ,0:06:26  ,0:03:04  ,167.25,213.0,91.81109304960044,146.0,167.0,--,677
