Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:05:51.738,00:05:51.000,1,30,82,0:05:51  ,0:05:51  ,0:05:01  ,162.359375,172.0,105.06415732314889,137.0,154.0,--,75
2,00:05:41.451,00:05:41.000,1,8,--,0:05:41  ,0:05:41  ,0:05:06  ,169.40625,172.0,103.72738915800119,155.0,163.0,--,85
3,00:05:21.721,00:05:21.721,1,6,8,0:05:21  ,0:05:21  ,0:05:03  ,171.015625,175.0,109.05260325328925,162.0,172.0,--,84
4,00:05:16.361,00:05:16.361,1,6,7,0:05:16  ,0:05:16  ,0:05:07  ,171.90625,176.0,110.32569055745532,162.0,169.0,--,84
5,00:05:27.870,00:05:27.870,1,4,2,0:05:27  ,0:05:27  ,0:05:03  ,172.984375,176.0,105.78953285668979,163.0,171.0,--,78
6,00:05:31.895,00:05:31.000,1,10,3,0:05:31  ,0:05:31  ,0:05:04  ,171.53125,174.0,105.39191661512012,176.0,183.0,--,89
7,00:05:23.468,00:05:23.468,1,--,15,0:05:23  ,0:05:23  ,0:05:10  ,172.765625,176.0,107.36497043468867,173.0,177.0,--,86
8,00:05:31.122,00:05:31.000,1,6,--,0:05:31  ,0:05:31  ,0:05:15  ,171.953125,174.0,105.37877088265321,175.0,178.0,--,89
9,00:05:49.498,00:05:49.000,1,3,--,0:05:49  ,0:05:49  ,0:05:01  ,170.859375,174.0,100.47725452601924,176.0,180.0,--,93
10,00:05:38.979,00:05:38.979,1,6,5,0:05:38  ,0:05:38  ,0:05:19  ,170.921875,174.0,103.55732005372582,176.0,180.0,--,87
11,00:05:26.242,00:05:26.242,1,2,6,0:05:26  ,0:05:26  ,0:05:01  ,171.875,174.0,107.00366733547473,177.0,180.0,--,89
12,00:05:33.831,00:05:33.000,1,--,--,0:05:34  ,0:05:33  ,0:05:19  ,171.84375,176.0,104.39248943901734,177.0,184.0,--,90
Summary,01:06:34.176,01:06:30.641,12,82,128,0:05:32  ,0:05:32  ,0:05:01  ,170.71875,176.0,105.5601099096598,167.0,184.0,--,1029
