Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:19.928,00:06:19.928,1,0,39,0:06:19  ,0:06:19  ,0:05:52  ,168.34375,179.0,93.81082199625472,125.0,142.0,--,76
2,00:06:16.890,00:06:14.000,1,5,7,0:06:16  ,0:06:14  ,0:05:40  ,168.625,175.0,94.40927364708543,142.0,151.0,--,84
3,00:06:30.235,00:06:30.000,1,5,8,0:06:30  ,0:06:29  ,0:06:20  ,170.359375,174.0,90.25245207280722,139.0,149.0,--,82
4,00:00:52.947,00:00:52.947,0.13,0,0,0:06:32  ,0:06:32  ,0:06:29  ,170.203125,172.0,89.75620364526654,135.0,139.0,--,11
5,00:05:01.437,00:05:01.000,1,1,2,0:05:01  ,0:05:01  ,0:04:26  ,179.734375,191.0,110.7448473371587,159.0,171.0,--,79
6,00:00:58.563,00:00:58.563,0.2,0,1,0:04:49  ,0:04:49  ,0:04:56  ,180.921875,185.0,114.57125975629916,165.0,167.0,--,16
7,00:03:00.000,00:02:59.000,0.45,0,0,0:06:37  ,0:06:35  ,0:04:56  ,171.234375,183.0,88.21048434315783,149.0,165.0,--,40
8,00:05:02.890,00:05:02.890,1,10,0,0:05:02  ,0:05:02  ,0:04:47  ,178.90625,184.0,110.72374882630729,164.0,172.0,--,81
9,00:00:57.110,00:00:57.000,0.19,0,1,0:05:05  ,0:05:04  ,0:04:58  ,178.828125,181.0,109.8965824229977,169.0,170.0,--,16
10,00:03:00.000,00:02:59.000,0.45,0,7,0:06:38  ,0:06:36  ,0:05:01  ,170.4375,178.0,88.2513121103777,144.0,165.0,--,37
11,00:05:02.602,00:05:02.602,1,1,2,0:05:02  ,0:05:02  ,0:04:45  ,179.34375,187.0,110.5587766639478,164.0,169.0,--,81
12,00:00:57.398,00:00:57.000,0.18,0,0,0:05:12  ,0:05:10  ,0:05:04  ,178.6875,180.0,107.36615204878454,167.0,167.0,--,15
13,00:03:00.000,00:02:59.000,0.47,0,1,0:06:23  ,0:06:21  ,0:05:09  ,171.6875,177.0,91.06079146000182,155.0,167.0,--,42
14,00:05:04.734,00:05:04.734,1,1,1,0:05:04  ,0:05:04  ,0:04:50  ,179.71875,186.0,109.55619396370058,166.0,168.0,--,82
15,00:00:55.266,00:00:55.000,0.17,0,0,0:05:17  ,0:05:16  ,0:05:05  ,179.59375,184.0,105.21460842754202,165.0,167.0,--,14
16,00:03:00.000,00:02:59.000,0.47,0,0,0:06:25  ,0:06:23  ,0:05:11  ,172.578125,183.0,90.15047344197978,156.0,165.0,--,41
17,00:06:21.883,00:06:20.000,1,7,0,0:06:21  ,0:06:20  ,0:05:53  ,170.265625,176.0,92.27710326619145,151.0,161.0,--,84
18,00:03:38.117,00:03:38.000,0.55,29,0,0:06:33  ,0:06:33  ,0:05:52  ,172.125,175.0,88.51039177045071,164.0,168.0,--,55
19,00:00:06.657,00:00:05.000,0.01,0,0,0:15:36  ,0:11:43  ,0:06:38  ,171.0,171.0,37.4753922885637,166.0,166.0,--,1
Summary,01:06:06.657,01:05:54.664,11.28,59,69,0:05:51  ,0:05:50  ,0:04:26  ,173.59375,191.0,98.09123856267958,152.0,172.0,--,938
