Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:15.872,00:05:52.000,1,1,0,0:06:15  ,0:05:52  ,0:05:00  ,167.90625,188.0,95.07019891612475,139.0,153.0,--,84
2,00:05:53.058,00:05:53.000,1,1,0,0:05:53  ,0:05:53  ,0:05:31  ,174.828125,178.0,97.2061800243877,152.0,155.0,--,84
3,00:05:52.032,00:05:52.000,1,0,2,0:05:51  ,0:05:52  ,0:05:34  ,174.671875,178.0,97.57669615135619,152.0,155.0,--,84
4,00:06:02.693,00:06:02.000,1,0,0,0:06:02  ,0:06:02  ,0:05:50  ,173.46875,176.0,95.36540023967055,150.0,153.0,--,84
5,00:06:09.574,00:06:09.574,1,1,2,0:06:09  ,0:06:09  ,0:06:02  ,172.703125,176.0,94.00471517006925,148.0,152.0,--,83
6,00:06:10.156,00:06:10.000,1,0,0,0:06:10  ,0:06:10  ,0:05:46  ,172.0625,174.0,94.20635951302572,150.0,152.0,--,84
7,00:06:03.758,00:06:03.758,1,2,1,0:06:03  ,0:06:03  ,0:05:55  ,172.09375,176.0,95.84591418828578,152.0,158.0,--,84
8,00:02:32.857,00:02:32.000,0.4,0,0,0:06:19  ,0:06:17  ,0:05:38  ,167.359375,174.0,94.41854509144558,158.0,160.0,--,37
9,00:00:04.042,00:00:00.000,0,0,0,0:21:05  ,--,--,0.0,0.0,--,159.0,161.0,--,1
Summary,00:45:04.042,00:44:34.332,7.41,6,5,0:06:05  ,0:06:01  ,0:05:00  ,172.203125,188.0,95.51930717601687,150.0,161.0,--,624
