Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:20:00.000,00:19:59.000,3.11,20,40,0:06:25  ,0:06:24  ,0:05:22  ,171.390625,179.0,90.62999877929688,138.0,153.0,--,254
2,00:08:00.000,00:08:00.000,1.72,0,4,0:04:39  ,0:04:39  ,0:04:25  ,183.4375,190.0,116.40999755859376,164.0,171.0,--,127
3,00:01:30.000,00:01:30.000,0.22,0,1,0:06:57  ,0:06:57  ,0:04:36  ,171.0,181.0,90.35999755859376,161.0,169.0,--,20
4,00:08:00.000,00:08:00.000,1.71,7,1,0:04:40  ,0:04:40  ,0:04:27  ,184.171875,190.0,113.85999755859376,171.0,175.0,--,130
5,00:01:30.000,00:01:30.000,0.21,0,0,0:07:00  ,0:07:00  ,0:04:39  ,171.21875,186.0,91.97000122070312,166.0,173.0,--,21
6,00:08:00.000,00:08:00.000,1.71,4,5,0:04:41  ,0:04:41  ,0:04:29  ,182.0,190.0,113.98000488281251,172.0,176.0,--,130
7,00:01:30.000,00:01:30.000,0.19,2,0,0:07:47  ,0:07:47  ,0:04:52  ,157.75,184.0,77.79000244140626,164.0,176.0,--,20
8,00:08:00.000,00:08:00.000,1.71,3,3,0:04:40  ,0:04:40  ,0:04:22  ,184.234375,189.0,117.35000000000001,174.0,178.0,--,132
9,00:01:30.000,00:01:30.000,0.19,0,0,0:08:02  ,0:08:02  ,0:04:34  ,152.703125,181.0,90.20999755859376,162.0,174.0,--,19
10,00:08:00.000,00:08:00.000,1.73,2,16,0:04:37  ,0:04:37  ,0:04:24  ,185.234375,192.0,115.55000000000001,174.0,179.0,--,131
11,00:01:30.000,00:01:30.000,0.18,0,1,0:08:28  ,0:08:28  ,0:04:41  ,142.8125,183.0,79.02000122070314,160.0,174.0,--,18
12,00:10:00.000,00:09:59.000,1.59,35,5,0:06:16  ,0:06:15  ,0:04:50  ,170.0625,179.0,92.97000122070312,164.0,172.0,--,141
13,00:00:00.870,00:00:00.870,0,0,0,0:03:27  ,0:03:27  ,0:06:41  ,174.0,174.0,85.9,168.0,168.0,--,0
Summary,01:17:30.870,01:17:28.870,14.28,73,76,0:05:25  ,0:05:25  ,0:04:22  ,176.640625,192.0,103.3300048828125,161.0,179.0,--,1143
