Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:21.446,00:06:21.446,1,5,56,0:06:21  ,0:06:21  ,0:05:55  ,169.15625,174.0,92.98868799136613,123.0,137.0,--,79
2,00:06:37.430,00:06:37.430,1,12,5,0:06:37  ,0:06:37  ,0:06:22  ,170.53125,176.0,88.52921966937879,137.0,145.0,--,87
3,00:06:18.320,00:06:17.000,1,7,11,0:06:18  ,0:06:17  ,0:06:05  ,169.03125,172.0,93.82637505336314,144.0,156.0,--,86
4,00:00:42.804,00:00:42.804,0.11,--,--,0:06:20  ,0:06:20  ,0:06:08  ,170.0,170.0,92.70436357851086,142.0,142.0,--,9
5,00:00:30.000,00:00:30.000,0.11,--,--,0:04:22  ,0:04:22  ,0:04:42  ,183.171875,192.0,124.72439162063891,148.0,159.0,--,7
6,00:04:00.000,00:04:00.000,0.81,--,--,0:04:55  ,0:04:55  ,0:04:24  ,179.09375,192.0,113.37637580974089,165.0,172.0,--,68
7,00:05:00.000,00:05:00.000,0.78,--,--,0:06:26  ,0:06:26  ,0:04:42  ,169.296875,182.0,91.76306529764652,151.0,172.0,--,69
8,00:00:30.000,00:00:30.000,0.11,--,--,0:04:33  ,0:04:33  ,0:04:17  ,183.4375,190.0,119.49573939256814,155.0,165.0,--,8
9,00:04:00.000,00:04:00.000,0.78,2,4,0:05:06  ,0:05:06  ,0:04:33  ,177.765625,188.0,110.04658521578622,166.0,169.0,--,67
10,00:05:00.000,00:05:00.000,0.81,5,4,0:06:12  ,0:06:12  ,0:05:14  ,170.5,176.0,94.53841670866936,151.0,165.0,--,71
11,00:06:23.857,00:06:23.857,1,4,--,0:06:23  ,0:06:23  ,0:05:50  ,169.8125,172.0,92.04752931186046,147.0,152.0,--,85
12,00:03:36.143,00:03:35.000,0.49,8,6,0:07:20  ,0:07:18  ,0:06:36  ,166.953125,170.0,81.4992069222545,149.0,157.0,--,48
13,00:00:28.664,00:00:28.664,0.07,--,--,0:06:52  ,0:06:52  ,0:07:01  ,167.140625,169.0,87.08976770857356,157.0,159.0,--,6
Summary,00:49:28.664,00:49:26.201,8.07,43,86,0:06:07  ,0:06:07  ,0:04:17  ,171.171875,192.0,95.12774581941588,146.0,172.0,--,690
