Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:22.605,00:06:22.605,1,0,33,0:06:22  ,0:06:22  ,0:05:54  ,173.953125,183.0,91.04000244140626,130.0,142.0,--,73
2,00:06:17.646,00:06:15.000,1,3,6,0:06:17  ,0:06:15  ,0:05:52  ,174.71875,179.0,91.95999755859376,141.0,149.0,--,84
3,00:06:02.669,00:06:02.669,1,3,9,0:06:02  ,0:06:02  ,0:05:47  ,174.84375,177.0,94.52999877929688,142.0,150.0,--,81
4,00:01:17.080,00:01:17.000,0.22,0,1,0:05:53  ,0:05:53  ,0:05:50  ,174.578125,176.0,96.15,142.0,145.0,--,17
5,00:01:00.000,00:00:59.000,0.24,0,1,0:04:12  ,0:04:08  ,0:04:05  ,190.84375,195.0,119.2699951171875,161.0,168.0,--,16
6,00:01:00.000,00:01:00.000,0.14,0,0,0:07:07  ,0:07:07  ,0:04:23  ,171.140625,188.0,100.05000000000001,156.0,168.0,--,15
7,00:01:00.000,00:01:00.000,0.24,0,0,0:04:06  ,0:04:06  ,0:04:04  ,189.296875,193.0,119.05999755859375,161.0,169.0,--,16
8,00:01:00.000,00:01:00.000,0.15,0,0,0:06:37  ,0:06:37  ,0:04:06  ,170.6875,192.0,102.89000244140625,160.0,170.0,--,15
9,00:01:00.000,00:01:00.000,0.25,0,0,0:04:02  ,0:04:02  ,0:04:03  ,189.609375,193.0,122.74000244140626,164.0,170.0,--,16
10,00:01:00.000,00:01:00.000,0.14,0,0,0:06:59  ,0:06:59  ,0:04:06  ,170.546875,189.0,99.85000000000001,161.0,170.0,--,15
11,00:01:00.000,00:01:00.000,0.25,0,0,0:04:03  ,0:04:03  ,0:04:09  ,189.046875,193.0,114.99000244140626,164.0,172.0,--,16
12,00:01:00.000,00:01:00.000,0.14,0,0,0:06:56  ,0:06:56  ,0:04:09  ,170.1875,191.0,94.17000122070313,163.0,173.0,--,14
13,00:01:00.000,00:01:00.000,0.25,0,0,0:04:01  ,0:04:01  ,0:04:09  ,191.3125,195.0,111.7699951171875,164.0,173.0,--,16
14,00:01:00.000,00:01:00.000,0.13,0,0,0:07:24  ,0:07:24  ,0:04:12  ,170.34375,191.0,85.52999877929688,164.0,174.0,--,15
15,00:01:00.000,00:01:00.000,0.25,0,0,0:04:03  ,0:04:03  ,0:03:47  ,189.546875,194.0,120.05999755859375,164.0,173.0,--,16
16,00:01:00.000,00:01:00.000,0.14,0,0,0:07:07  ,0:07:07  ,0:03:57  ,171.0,190.0,103.66999511718751,165.0,173.0,--,15
17,00:01:00.000,00:01:00.000,0.25,0,0,0:03:58  ,0:03:58  ,0:04:03  ,191.1875,195.0,114.60999755859376,167.0,175.0,--,16
18,00:01:00.000,00:01:00.000,0.12,0,0,0:08:37  ,0:08:37  ,0:04:09  ,145.796875,191.0,87.02000122070314,160.0,176.0,--,14
19,00:06:23.458,00:06:23.458,1,6,0,0:06:23  ,0:06:23  ,0:05:49  ,173.515625,178.0,89.02000122070314,148.0,160.0,--,84
20,00:03:36.542,00:03:36.000,0.52,21,0,0:06:53  ,0:06:52  ,0:06:16  ,173.28125,176.0,83.67000122070313,159.0,165.0,--,51
21,00:01:04.259,00:01:04.000,0.17,6,0,0:06:21  ,0:06:20  ,0:06:32  ,174.0625,176.0,85.42000122070313,164.0,166.0,--,16
Summary,00:45:04.259,00:44:59.732,7.6,40,50,0:05:55  ,0:05:55  ,0:03:47  ,175.515625,195.0,95.65999755859376,149.0,176.0,--,623
