Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:26.826,00:06:26.826,1,0,37,0:06:26  ,0:06:26  ,0:05:52  ,167.453125,183.0,92.27000122070314,123.0,133.0,--,73
2,00:06:18.100,00:06:18.000,1,0,7,0:06:18  ,0:06:18  ,0:05:36  ,169.4375,176.0,94.05000000000001,134.0,142.0,--,80
3,00:05:55.708,00:05:55.000,1,0,0,0:05:55  ,0:05:55  ,0:05:46  ,171.546875,174.0,98.79000244140626,142.0,148.0,--,79
4,00:01:19.366,00:01:19.366,0.23,0,0,0:05:50  ,0:05:50  ,0:05:50  ,171.859375,175.0,99.17999877929688,147.0,148.0,--,18
5,00:00:30.000,00:00:29.000,0.13,0,0,0:03:55  ,0:03:47  ,0:03:55  ,189.625,194.0,120.0800048828125,160.0,167.0,--,8
6,00:02:00.000,00:02:00.000,0.43,4,0,0:04:38  ,0:04:38  ,0:04:11  ,181.5625,189.0,118.24000244140626,167.0,170.0,--,32
7,00:04:00.000,00:04:00.000,0.81,7,7,0:04:57  ,0:04:57  ,0:04:23  ,177.90625,181.0,113.94000244140625,166.0,171.0,--,62
8,00:05:00.000,00:05:00.000,0.81,0,4,0:06:08  ,0:06:08  ,0:04:56  ,171.015625,179.0,95.89000244140625,145.0,159.0,--,65
9,00:00:30.000,00:00:30.000,0.13,0,0,0:03:52  ,0:03:52  ,0:04:03  ,191.859375,196.0,117.3699951171875,163.0,168.0,--,8
10,00:02:00.000,00:02:00.000,0.43,0,0,0:04:36  ,0:04:36  ,0:04:04  ,182.28125,188.0,120.15,170.0,173.0,--,32
11,00:04:00.000,00:04:00.000,0.8,1,1,0:05:01  ,0:05:01  ,0:04:34  ,178.390625,183.0,113.73000488281251,168.0,173.0,--,63
12,00:05:00.000,00:05:00.000,0.79,9,0,0:06:21  ,0:06:21  ,0:05:17  ,169.15625,177.0,93.77000122070314,153.0,165.0,--,67
13,00:00:30.000,00:00:30.000,0.13,1,0,0:03:44  ,0:03:44  ,0:03:51  ,194.734375,200.0,120.60000000000001,168.0,174.0,--,8
14,00:02:00.000,00:02:00.000,0.44,0,6,0:04:34  ,0:04:34  ,0:04:01  ,181.21875,190.0,121.2800048828125,171.0,174.0,--,32
15,00:04:00.000,00:04:00.000,0.8,0,3,0:04:58  ,0:04:58  ,0:04:35  ,178.765625,181.0,113.5,168.0,171.0,--,62
16,00:05:00.000,00:05:00.000,0.76,0,1,0:06:35  ,0:06:35  ,0:05:01  ,164.625,176.0,93.15,149.0,169.0,--,62
17,00:06:08.591,00:06:08.591,1,9,0,0:06:08  ,0:06:08  ,0:05:16  ,172.25,183.0,94.80999755859375,156.0,166.0,--,83
18,00:03:51.409,00:03:51.409,0.58,29,0,0:06:36  ,0:06:36  ,0:06:02  ,171.21875,174.0,88.67999877929688,164.0,170.0,--,57
19,00:00:30.304,00:00:29.000,0.08,0,0,0:06:36  ,0:06:19  ,0:06:32  ,169.5625,172.0,90.55999755859375,165.0,167.0,--,7
Summary,01:05:00.304,01:04:57.192,11.35,59,67,0:05:43  ,0:05:43  ,0:03:51  ,172.875,200.0,100.79000244140626,151.0,174.0,--,896
