Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:05:36.389,00:05:32.000,1,2,50,0:05:36  ,0:05:32  ,0:05:00  ,165.828125,178.0,107.56011664825698,137.0,155.0,--,71
2,00:05:21.438,00:05:21.000,1,7,--,0:05:21  ,0:05:20  ,0:05:03  ,171.640625,176.0,108.75117593919228,156.0,161.0,--,82
3,00:05:37.887,00:05:37.887,1,7,6,0:05:37  ,0:05:37  ,0:05:14  ,170.109375,174.0,104.38822838106123,159.0,167.0,--,87
4,00:05:26.355,00:05:26.355,1,4,7,0:05:26  ,0:05:26  ,0:05:15  ,172.0625,177.0,106.85005160026415,166.0,175.0,--,88
5,00:05:30.384,00:05:30.000,1,2,--,0:05:30  ,0:05:30  ,0:04:57  ,171.515625,174.0,105.8835636687536,168.0,172.0,--,88
6,00:05:39.709,00:05:39.709,1,10,--,0:05:39  ,0:05:39  ,0:05:04  ,170.828125,174.0,103.39149243496375,171.0,177.0,--,93
7,00:05:23.875,00:05:23.875,1,--,15,0:05:23  ,0:05:23  ,0:05:07  ,171.9375,176.0,107.74651118059451,168.0,179.0,--,87
8,00:05:14.935,00:05:14.000,1,7,2,0:05:14  ,0:05:14  ,0:05:02  ,172.625,176.0,110.36379706066168,174.0,182.0,--,87
9,00:02:28.544,00:02:28.000,0.47,1,--,0:05:14  ,0:05:13  ,0:04:40  ,175.390625,184.0,108.63837183184661,175.0,181.0,--,42
Summary,00:46:19.516,00:46:12.826,8.47,38,80,0:05:28  ,0:05:27  ,0:04:40  ,171.03125,184.0,106.91715114224752,163.0,182.0,--,725
