Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:13.090,00:06:13.090,1,0,33,0:06:13  ,0:06:13  ,0:05:50  ,173.875,181.0,92.15,134.0,142.0,--,78
2,00:06:14.468,00:06:14.000,1,5,7,0:06:14  ,0:06:14  ,0:05:58  ,174.828125,180.0,91.45,147.0,157.0,--,84
3,00:06:16.792,00:06:16.792,1,11,0,0:06:16  ,0:06:16  ,0:06:03  ,173.546875,179.0,91.84000244140626,155.0,160.0,--,88
4,00:01:15.650,00:01:15.650,0.19,1,0,0:06:35  ,0:06:35  ,0:06:22  ,172.046875,176.0,89.12000122070313,154.0,158.0,--,17
5,00:04:42.328,00:04:42.000,1,1,1,0:04:42  ,0:04:42  ,0:04:36  ,183.875,188.0,113.5,170.0,174.0,--,76
6,00:04:40.252,00:04:40.000,1,1,3,0:04:40  ,0:04:39  ,0:04:32  ,184.25,188.0,115.80999755859375,173.0,174.0,--,77
7,00:04:45.861,00:04:45.861,1,4,0,0:04:45  ,0:04:45  ,0:04:40  ,184.5,190.0,112.75999755859375,176.0,179.0,--,79
8,00:00:51.559,00:00:51.559,0.18,0,0,0:04:43  ,0:04:43  ,0:04:37  ,184.96875,187.0,115.0800048828125,179.0,181.0,--,15
9,00:01:30.000,00:01:29.000,0.17,0,0,0:08:43  ,0:08:37  ,0:04:45  ,147.75,184.0,78.27999877929688,166.0,180.0,--,20
10,00:04:38.782,00:04:38.782,1,1,7,0:04:38  ,0:04:38  ,0:04:27  ,184.140625,190.0,115.65999755859376,175.0,180.0,--,77
11,00:04:43.661,00:04:43.661,1,6,2,0:04:43  ,0:04:43  ,0:04:34  ,185.484375,189.0,114.55000000000001,180.0,184.0,--,81
12,00:04:44.007,00:04:44.000,1,3,0,0:04:44  ,0:04:44  ,0:04:35  ,185.4375,188.0,111.73000488281251,182.0,184.0,--,81
13,00:00:53.550,00:00:53.550,0.19,0,1,0:04:38  ,0:04:38  ,0:04:27  ,185.28125,188.0,117.39000244140625,182.0,183.0,--,16
14,00:01:30.000,00:01:29.000,0.14,0,2,0:10:23  ,0:10:15  ,0:04:34  ,130.734375,185.0,75.97000122070312,166.0,182.0,--,19
15,00:04:48.198,00:04:48.198,1,2,2,0:04:48  ,0:04:48  ,0:04:27  ,183.59375,188.0,112.60999755859376,178.0,183.0,--,80
16,00:04:52.810,00:04:52.810,1,3,2,0:04:52  ,0:04:52  ,0:04:43  ,183.59375,188.0,109.8300048828125,181.0,183.0,--,82
17,00:04:44.781,00:04:44.781,1,0,16,0:04:44  ,0:04:44  ,0:04:39  ,184.328125,188.0,114.45,181.0,185.0,--,81
18,00:00:34.211,00:00:34.000,0.12,0,4,0:04:44  ,0:04:43  ,0:04:41  ,182.09375,184.0,116.39000244140625,176.0,178.0,--,9
19,00:01:30.000,00:01:29.000,0.14,0,1,0:10:34  ,0:10:27  ,0:04:43  ,128.625,184.0,77.99000244140626,159.0,174.0,--,15
20,00:06:11.667,00:06:11.667,1,2,3,0:06:11  ,0:06:11  ,0:05:49  ,173.21875,247.0,92.07000122070313,164.0,169.0,--,83
21,00:03:48.333,00:03:48.333,0.62,0,0,0:06:09  ,0:06:09  ,0:06:05  ,174.53125,178.0,92.49000244140626,166.0,168.0,--,53
22,00:06:04.064,00:05:59.000,0.91,22,0,0:06:40  ,0:06:34  ,0:05:20  ,167.453125,247.0,89.12000122070313,169.0,180.0,--,86
Summary,01:25:34.064,01:25:24.734,15.67,64,85,0:05:27  ,0:05:26  ,0:04:27  ,176.953125,247.0,102.37000122070313,167.0,185.0,--,1296
