Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:03:10.563,00:03:10.000,0.5,2,15,0:06:21  ,0:06:20  ,0:06:17  ,168.015625,174.0,93.69857663512768,128.0,143.0,--,40
2,00:03:08.057,00:03:08.000,0.5,--,41,0:06:16  ,0:06:16  ,0:05:58  ,172.09375,178.0,92.69720447725956,133.0,139.0,--,41
3,00:03:12.937,00:03:12.937,0.5,5,--,0:06:25  ,0:06:25  ,0:05:54  ,170.234375,176.0,91.33946862729762,134.0,142.0,--,41
4,00:03:06.967,00:03:06.967,0.5,--,--,0:06:13  ,0:06:13  ,0:04:16  ,167.8125,186.0,95.61631425477042,147.0,156.0,--,46
5,00:03:11.196,00:03:11.000,0.5,--,3,0:06:22  ,0:06:22  ,0:05:51  ,169.46875,172.0,92.58760034865202,147.0,152.0,--,45
6,00:03:03.514,00:03:03.514,0.5,4,--,0:06:06  ,0:06:07  ,0:04:07  ,168.71875,188.0,96.8921708169897,147.0,153.0,--,43
7,00:01:06.766,00:01:06.000,0.17,--,6,0:06:23  ,0:06:19  ,0:04:30  ,165.21875,169.0,94.7131280110484,150.0,153.0,--,16
8,00:00:30.000,00:00:30.000,0.12,--,--,0:04:19  ,0:04:19  ,0:03:43  ,187.9375,200.0,122.97705094363151,148.0,153.0,--,8
9,00:02:29.566,00:02:29.566,0.5,7,--,0:04:59  ,0:04:59  ,0:04:03  ,179.796875,188.0,111.55942142749444,163.0,173.0,--,44
10,00:00:30.434,00:00:30.000,0.1,--,--,0:05:04  ,0:05:00  ,0:04:52  ,179.46875,182.0,109.66409399790066,173.0,173.0,--,8
11,00:03:17.016,00:03:17.000,0.5,5,--,0:06:34  ,0:06:34  ,0:04:54  ,168.515625,180.0,90.3606960472371,160.0,175.0,--,48
12,00:01:42.984,00:01:42.984,0.28,--,6,0:06:05  ,0:06:05  ,0:06:02  ,168.96875,170.0,97.14915393466659,149.0,153.0,--,23
13,00:00:30.000,00:00:30.000,0.12,--,--,0:04:09  ,0:04:09  ,0:04:06  ,186.515625,194.0,129.1259090694898,160.0,170.0,--,8
14,00:02:22.386,00:02:22.386,0.5,--,3,0:04:44  ,0:04:44  ,0:04:03  ,179.9375,192.0,117.09336260568037,172.0,177.0,--,42
15,00:00:37.614,00:00:36.000,0.12,--,--,0:05:02  ,0:04:49  ,0:04:51  ,178.703125,182.0,110.9802097804408,174.0,175.0,--,10
16,00:03:04.399,00:03:04.399,0.5,--,--,0:06:08  ,0:06:08  ,0:05:09  ,169.03125,178.0,96.24888014013845,162.0,173.0,--,46
17,00:01:55.601,00:01:55.000,0.29,--,--,0:06:35  ,0:06:33  ,0:05:57  ,168.34375,170.0,90.1293080016021,154.0,157.0,--,27
18,00:03:13.333,00:03:13.333,0.5,8,5,0:06:26  ,0:06:26  ,0:06:16  ,168.4375,170.0,92.12478652838013,152.0,155.0,--,44
19,00:03:30.768,00:03:24.000,0.5,--,5,0:07:01  ,0:06:47  ,0:06:20  ,163.859375,172.0,86.86509023895961,158.0,169.0,--,51
20,00:02:54.699,00:02:54.699,0.43,39,--,0:06:50  ,0:06:50  ,0:06:47  ,167.625,172.0,87.22602517917494,170.0,173.0,--,46
Summary,00:46:38.800,00:46:27.785,7.63,71,82,0:06:06  ,0:06:05  ,0:03:43  ,170.265625,200.0,95.88385020321292,152.0,177.0,--,677
