Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:11.831,00:06:11.831,1,0,36,0:06:11  ,0:06:11  ,0:05:42  ,169.90625,177.0,94.97215847331827,142.0,152.0,--,84
2,00:06:01.965,00:06:01.965,1,0,7,0:06:01  ,0:06:01  ,0:05:40  ,169.90625,174.0,97.56079292671967,151.0,161.0,--,85
3,00:02:46.203,00:02:46.000,0.46,2,1,0:05:58  ,0:05:57  ,0:05:51  ,168.734375,172.0,99.26986435073205,159.0,161.0,--,41
4,00:04:41.222,00:04:41.000,1,1,1,0:04:41  ,0:04:41  ,0:04:30  ,179.359375,185.0,118.95368471831675,174.0,177.0,--,80
5,00:00:18.778,00:00:18.778,0.07,0,0,0:04:40  ,0:04:40  ,0:04:42  ,180.578125,182.0,118.28731690847559,174.0,175.0,--,5
6,00:02:00.000,00:01:59.000,0.28,4,0,0:07:09  ,0:07:05  ,0:04:42  ,166.828125,183.0,83.80781264634261,168.0,178.0,--,28
7,00:04:31.116,00:04:31.116,1,4,9,0:04:31  ,0:04:31  ,0:04:14  ,182.4375,192.0,121.30591945805939,178.0,184.0,--,80
8,00:00:28.884,00:00:28.884,0.11,0,1,0:04:33  ,0:04:33  ,0:04:37  ,181.34375,184.0,120.9408385018659,179.0,179.0,--,8
9,00:02:00.000,00:01:59.000,0.29,0,0,0:06:52  ,0:06:49  ,0:04:37  ,165.8125,183.0,87.73464371112891,167.0,181.0,--,29
10,00:04:20.003,00:04:20.003,1,1,0,0:04:20  ,0:04:20  ,0:04:06  ,186.546875,190.0,123.70433775006934,182.0,187.0,--,80
11,00:00:39.997,00:00:39.997,0.14,0,0,0:04:40  ,0:04:40  ,0:04:27  ,184.78125,190.0,115.61293097555279,185.0,188.0,--,12
12,00:02:00.000,00:01:59.000,0.2,0,0,0:10:00  ,0:09:55  ,0:04:53  ,131.734375,167.0,75.8723734395386,159.0,189.0,--,25
13,00:04:38.059,00:04:38.059,1,0,1,0:04:38  ,0:04:38  ,0:04:16  ,183.703125,190.0,117.46210096047163,177.0,183.0,--,81
14,00:00:21.941,00:00:21.941,0.08,0,0,0:04:38  ,0:04:38  ,0:04:34  ,184.1875,188.0,116.99327930843167,183.0,183.0,--,7
15,00:02:00.000,00:01:59.000,0.17,0,1,0:11:42  ,0:11:37  ,0:04:39  ,120.5,173.0,70.84232187864691,154.0,183.0,--,21
16,00:05:00.000,00:04:59.000,0.72,13,0,0:06:53  ,0:06:52  ,0:06:24  ,165.46875,173.0,87.61895803824362,157.0,169.0,--,65
17,00:00:10.633,00:00:10.000,0.03,0,1,0:06:53  ,0:06:29  ,0:06:36  ,169.359375,171.0,85.62869299442309,163.0,163.0,--,2
Summary,00:48:10.632,00:48:04.574,8.55,25,58,0:05:38  ,0:05:37  ,0:04:06  ,170.90625,192.0,102.60178593767195,164.0,189.0,--,734
