Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:05:46.860,00:05:42.000,1,--,50,0:05:46  ,0:05:42  ,0:05:03  ,164.84375,174.0,104.93601396111252,141.0,165.0,--,77
2,00:05:44.756,00:05:30.000,1,6,--,0:05:44  ,0:05:30  ,0:05:02  ,164.875,174.0,105.5564056779899,158.0,171.0,--,87
3,00:05:33.561,00:05:33.000,1,8,7,0:05:33  ,0:05:33  ,0:05:01  ,169.421875,174.0,106.17114313558646,162.0,172.0,--,85
4,00:05:24.779,00:05:24.779,1,5,7,0:05:24  ,0:05:24  ,0:04:58  ,169.5,172.0,108.99174821405397,166.0,173.0,--,86
5,00:05:37.446,00:05:37.000,1,--,1,0:05:37  ,0:05:37  ,0:05:18  ,169.984375,174.0,104.60150774692369,164.0,170.0,--,87
6,00:05:48.735,00:05:48.735,1,8,--,0:05:48  ,0:05:48  ,0:05:26  ,169.4375,174.0,101.54211316694746,165.0,172.0,--,90
7,00:05:37.678,00:05:37.678,1,--,13,0:05:37  ,0:05:37  ,0:05:24  ,169.1875,172.0,105.02197924316891,164.0,171.0,--,85
8,00:05:39.658,00:05:39.000,1,5,--,0:05:39  ,0:05:39  ,0:05:25  ,170.03125,174.0,103.89165584456264,166.0,175.0,--,87
9,00:05:46.065,00:05:46.000,1,--,--,0:05:46  ,0:05:46  ,0:05:15  ,170.1875,174.0,101.87459855796064,169.0,175.0,--,89
10,00:05:44.627,00:05:44.627,1,9,6,0:05:44  ,0:05:44  ,0:05:29  ,170.5,174.0,102.1121803859033,167.0,174.0,--,87
11,00:05:42.686,00:05:42.686,1,--,5,0:05:42  ,0:05:42  ,0:05:28  ,169.5625,174.0,103.2583238762761,169.0,177.0,--,87
12,00:05:45.626,00:05:45.000,1,3,--,0:05:45  ,0:05:45  ,0:05:26  ,169.90625,174.0,102.17284385737784,168.0,173.0,--,87
13,00:00:05.381,00:00:05.381,0.03,--,--,0:03:30  ,0:03:30  ,0:07:24  ,170.0,170.0,167.9110608032921,170.0,170.0,--,1
Summary,01:08:17.858,01:07:55.886,12.03,45,88,0:05:40  ,0:05:38  ,0:04:58  ,168.9375,174.0,104.2276567115209,163.0,177.0,--,1035
