Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:04:44.170,00:04:44.170,1,56,16,0:04:44  ,0:04:44  ,0:03:46  ,178.734375,184.0,118.94000244140625,102.0,118.0,--,48
2,00:04:46.361,00:04:46.361,1,0,6,0:04:46  ,0:04:46  ,0:04:16  ,178.015625,181.0,115.5800048828125,111.0,116.0,--,52
3,00:04:39.002,00:04:38.000,1,2,3,0:04:39  ,0:04:38  ,0:04:01  ,179.40625,186.0,117.10000000000001,112.0,119.0,--,51
4,00:04:48.537,00:04:48.000,1,2,1,0:04:48  ,0:04:48  ,0:04:37  ,179.8125,183.0,114.4,117.0,124.0,--,54
5,00:04:45.512,00:04:45.512,1,2,0,0:04:45  ,0:04:45  ,0:04:28  ,181.71875,185.0,115.35999755859376,115.0,120.0,--,49
6,00:04:46.405,00:04:46.000,1,0,3,0:04:46  ,0:04:46  ,0:04:40  ,180.015625,184.0,115.91999511718751,124.0,128.0,--,55
7,00:04:44.253,00:04:44.253,1,3,2,0:04:44  ,0:04:44  ,0:04:25  ,181.15625,186.0,115.10999755859376,126.0,131.0,--,55
8,00:04:49.439,00:04:49.000,1,0,1,0:04:49  ,0:04:49  ,0:04:43  ,181.296875,186.0,113.6199951171875,129.0,136.0,--,58
9,00:04:50.202,00:04:50.000,1,1,1,0:04:50  ,0:04:50  ,0:04:36  ,181.203125,186.0,114.1199951171875,138.0,151.0,--,64
10,00:05:01.334,00:05:01.000,1,14,0,0:05:01  ,0:05:01  ,0:04:38  ,180.46875,186.0,109.7699951171875,146.0,152.0,--,72
11,00:05:05.488,00:05:05.488,1,14,10,0:05:05  ,0:05:05  ,0:04:42  ,178.625,182.0,109.3800048828125,146.0,155.0,--,72
12,00:04:54.976,00:04:54.976,1,0,6,0:04:54  ,0:04:54  ,0:04:46  ,180.484375,184.0,112.91999511718751,145.0,151.0,--,69
13,00:04:57.873,00:04:57.873,1,5,1,0:04:57  ,0:04:57  ,0:04:49  ,179.625,184.0,111.55999755859375,168.0,185.0,--,78
14,00:05:07.266,00:05:07.000,1,4,1,0:05:07  ,0:05:07  ,0:04:57  ,179.390625,184.0,108.2,182.0,185.0,--,86
15,00:04:58.834,00:04:58.834,1,1,0,0:04:58  ,0:04:58  ,0:04:54  ,180.234375,184.0,110.0800048828125,184.0,187.0,--,85
16,00:05:03.985,00:05:03.985,1,0,10,0:05:03  ,0:05:03  ,0:04:56  ,178.71875,182.0,109.5199951171875,183.0,185.0,--,85
17,00:05:03.249,00:05:03.000,1,0,9,0:05:03  ,0:05:03  ,0:04:46  ,179.046875,184.0,111.1300048828125,182.0,184.0,--,85
18,00:05:01.861,00:05:01.861,1,0,1,0:05:01  ,0:05:01  ,0:04:56  ,180.59375,184.0,108.7699951171875,184.0,192.0,--,85
19,00:05:21.104,00:05:21.000,1,2,2,0:05:21  ,0:05:20  ,0:04:35  ,177.671875,183.0,104.05999755859375,181.0,186.0,--,87
20,00:05:25.184,00:05:25.000,1,0,0,0:05:25  ,0:05:25  ,0:05:13  ,176.90625,180.0,103.2699951171875,179.0,181.0,--,86
21,00:05:05.703,00:05:05.703,1,4,0,0:05:05  ,0:05:05  ,0:04:57  ,177.890625,181.0,109.40999755859376,182.0,184.0,--,86
22,00:01:17.943,00:01:17.000,0.27,0,0,0:04:44  ,0:04:41  ,0:04:42  ,180.71875,184.0,114.0199951171875,185.0,192.0,--,23
Summary,01:45:18.681,01:45:14.016,21.27,110,74,0:04:57  ,0:04:56  ,0:03:46  ,179.5625,186.0,111.7,151.0,192.0,--,1485
