Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:03:33.773,00:03:32.000,0.5,--,18,0:07:07  ,0:07:04  ,0:05:54  ,160.484375,169.0,87.44513602691569,128.0,140.0,--,41
2,00:02:58.595,00:02:58.000,0.5,--,33,0:05:57  ,0:05:56  ,0:05:29  ,167.828125,172.0,100.08919886265267,135.0,142.0,--,41
3,00:03:21.657,00:03:20.000,0.5,8,--,0:06:43  ,0:06:40  ,0:05:55  ,165.3125,170.0,89.99166021434299,134.0,145.0,--,42
4,00:03:18.590,00:03:18.590,0.5,--,2,0:06:37  ,0:06:37  ,0:06:29  ,167.578125,170.0,90.14602060638748,143.0,148.0,--,47
5,00:03:10.257,00:03:10.000,0.5,--,--,0:06:20  ,0:06:20  ,0:06:00  ,167.0625,170.0,94.38470560092895,144.0,147.0,--,42
6,00:03:07.177,00:03:07.000,0.5,--,2,0:06:14  ,0:06:14  ,0:05:47  ,165.78125,170.0,96.67926899240403,143.0,147.0,--,43
7,00:03:06.534,00:03:06.534,0.5,7,--,0:06:13  ,0:06:13  ,0:05:39  ,166.5,169.0,96.593748851,145.0,155.0,--,44
8,00:03:10.195,00:03:10.000,0.5,--,--,0:06:20  ,0:06:20  ,0:05:59  ,167.546875,172.0,94.1425180566878,153.0,159.0,--,43
9,00:03:08.348,00:03:08.000,0.5,5,7,0:06:16  ,0:06:16  ,0:06:06  ,167.328125,169.0,95.18998986579803,153.0,160.0,--,45
10,00:01:04.873,00:01:04.873,0.19,--,--,0:05:43  ,0:05:43  ,0:06:00  ,167.0,169.0,104.51581940195562,148.0,151.0,--,14
11,00:00:15.000,00:00:15.000,0.07,--,--,0:03:49  ,0:03:49  ,0:02:52  ,187.0,210.0,139.70052953709893,153.0,157.0,--,3
12,00:00:45.000,00:00:45.000,0.12,--,--,0:06:08  ,0:06:08  ,0:03:06  ,168.4375,210.0,96.68472431586271,170.0,175.0,--,12
13,00:00:15.000,00:00:15.000,0.08,--,--,0:03:19  ,0:03:19  ,0:02:25  ,192.59375,224.0,155.99675609484018,169.0,173.0,--,4
14,00:00:45.000,00:00:45.000,0.11,--,--,0:07:00  ,0:07:00  ,0:02:33  ,168.09375,224.0,84.80981449851274,167.0,171.0,--,12
15,00:00:15.000,00:00:15.000,0.08,--,2,0:03:05  ,0:03:05  ,0:06:12  ,172.265625,229.0,187.29216269841268,165.0,168.0,--,3
16,00:00:45.000,00:00:45.000,0.1,--,--,0:07:10  ,0:07:10  ,0:05:10  ,156.859375,229.0,88.80140888036657,168.0,171.0,--,11
17,00:00:15.000,00:00:15.000,0.07,--,--,0:03:25  ,0:03:25  ,0:02:56  ,179.796875,210.0,162.71695353915007,167.0,168.0,--,4
18,00:00:45.000,00:00:45.000,0.11,--,--,0:06:59  ,0:06:59  ,0:02:51  ,167.734375,210.0,85.36512915308182,173.0,176.0,--,12
19,00:00:15.000,00:00:15.000,0.08,--,--,0:03:18  ,0:03:18  ,0:02:07  ,186.671875,217.0,162.05975807211016,167.0,170.0,--,4
20,00:00:28.124,00:00:28.000,0.08,--,--,0:06:06  ,0:06:05  ,0:02:07  ,175.390625,223.0,93.30818773966662,171.0,176.0,--,8
21,00:00:03.853,00:00:03.853,0.01,--,--,0:07:39  ,0:07:39  ,0:09:18  ,161.5,162.0,80.80230459697083,176.0,176.0,--,1
22,00:00:45.000,00:00:45.000,0.09,--,--,0:07:58  ,0:07:58  ,0:07:30  ,162.71875,165.0,77.05729541762692,167.0,175.0,--,12
23,00:00:15.828,00:00:15.828,0.08,--,--,0:03:19  ,0:03:19  ,0:02:25  ,153.1875,221.0,196.2096220330706,162.0,164.0,--,4
24,00:03:23.709,00:03:23.709,0.5,--,--,0:06:47  ,0:06:47  ,0:02:17  ,166.390625,224.0,88.50793038737586,160.0,176.0,--,51
25,00:02:06.105,00:02:06.000,0.33,--,--,0:06:18  ,0:06:18  ,0:05:50  ,165.90625,169.0,95.48787685792435,156.0,169.0,--,28
Summary,00:41:17.619,00:41:12.388,6.59,20,64,0:06:15  ,0:06:15  ,0:02:07  ,166.53125,229.0,95.65871390284585,148.0,176.0,--,571
