Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:14.118,00:06:13.000,1,0,33,0:06:14  ,0:06:13  ,0:05:09  ,172.359375,186.0,94.15999755859376,131.0,140.0,--,76
2,00:06:05.140,00:06:05.000,1,0,11,0:06:05  ,0:06:05  ,0:05:36  ,173.921875,185.0,94.55999755859375,141.0,149.0,--,82
3,00:06:02.548,00:06:02.000,1,0,0,0:06:02  ,0:06:02  ,0:05:44  ,174.15625,177.0,95.74000244140626,143.0,147.0,--,83
4,00:06:10.387,00:06:10.387,1,7,0,0:06:10  ,0:06:10  ,0:05:55  ,173.78125,176.0,93.65,146.0,152.0,--,85
5,00:06:00.513,00:06:00.000,1,1,10,0:06:00  ,0:06:00  ,0:05:51  ,173.328125,175.0,96.12000122070313,144.0,155.0,--,80
6,00:06:06.446,00:06:06.446,1,0,1,0:06:06  ,0:06:06  ,0:05:50  ,173.171875,174.0,94.95,145.0,149.0,--,82
7,00:06:14.766,00:06:14.766,1,20,0,0:06:14  ,0:06:14  ,0:05:16  ,172.3125,184.0,93.62999877929688,153.0,162.0,--,89
8,00:02:06.082,00:02:06.000,0.34,16,0,0:06:13  ,0:06:13  ,0:05:50  ,173.609375,176.0,92.65,164.0,167.0,--,32
9,00:00:03.492,00:00:02.000,0.01,0,0,0:06:06  ,0:03:30  ,0:06:16  ,172.671875,173.0,93.37000122070313,162.0,163.0,--,1
Summary,00:45:03.492,00:44:59.599,7.35,45,55,0:06:07  ,0:06:07  ,0:05:09  ,173.296875,186.0,94.57999877929689,144.0,167.0,--,610
