Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:03:26.502,00:03:26.000,0.5,6,23,0:06:53  ,0:06:52  ,0:05:55  ,168.671875,176.0,86.12997519267385,125.0,138.0,--,37
2,00:03:13.383,00:03:13.383,0.5,--,35,0:06:26  ,0:06:26  ,0:05:46  ,171.234375,180.0,90.59662482985094,130.0,137.0,--,40
3,00:03:22.943,00:03:22.943,0.5,6,--,0:06:45  ,0:06:45  ,0:06:20  ,171.78125,174.0,86.05407380340684,136.0,144.0,--,43
4,00:03:08.437,00:03:08.000,0.5,--,--,0:06:16  ,0:06:16  ,0:06:02  ,171.21875,174.0,92.98304392671794,142.0,145.0,--,43
5,00:03:09.409,00:03:09.000,0.5,--,--,0:06:18  ,0:06:18  ,0:05:51  ,169.65625,174.0,93.35783850681729,143.0,148.0,--,41
6,00:03:04.083,00:03:02.000,0.5,--,--,0:06:08  ,0:06:04  ,0:05:53  ,168.65625,176.0,96.62848025363402,142.0,146.0,--,43
7,00:03:11.135,00:03:11.000,0.5,7,4,0:06:22  ,0:06:22  ,0:06:02  ,169.796875,174.0,92.4381729972241,143.0,148.0,--,46
8,00:03:07.690,00:03:07.690,0.5,--,--,0:06:15  ,0:06:15  ,0:05:54  ,170.40625,174.0,93.79821967582944,151.0,158.0,--,45
9,00:03:13.142,00:03:13.000,0.5,6,6,0:06:26  ,0:06:26  ,0:06:21  ,168.625,172.0,92.11334883826126,146.0,153.0,--,43
10,00:03:08.327,00:03:08.000,0.5,--,5,0:06:16  ,0:06:16  ,0:05:57  ,168.59375,172.0,94.48594376263534,140.0,144.0,--,41
11,00:03:10.291,00:03:10.291,0.5,--,--,0:06:20  ,0:06:20  ,0:05:55  ,168.328125,172.0,93.65831057437607,143.0,148.0,--,41
12,00:03:23.863,00:03:23.863,0.5,1,--,0:06:47  ,0:06:47  ,0:06:24  ,166.984375,170.0,88.1265958160301,141.0,144.0,--,39
13,00:03:16.889,00:03:16.000,0.5,8,8,0:06:33  ,0:06:32  ,0:06:00  ,167.5,170.0,90.96723063615202,143.0,146.0,--,42
14,00:03:03.906,00:03:03.906,0.44,8,5,0:06:53  ,0:06:53  ,0:06:04  ,167.84375,172.0,86.40357442348628,149.0,161.0,--,41
15,00:00:15.000,00:00:15.000,0.04,--,--,0:06:59  ,0:06:59  ,0:06:09  ,167.640625,169.0,85.2776626869932,161.0,162.0,--,3
16,00:00:45.000,00:00:45.000,0.11,14,--,0:06:47  ,0:06:47  ,0:06:16  ,169.203125,172.0,86.94874584449165,161.0,164.0,--,12
17,00:00:11.904,00:00:11.904,0.04,--,--,0:05:27  ,0:05:27  ,0:06:34  ,168.765625,170.0,108.47262897862964,163.0,166.0,--,3
Summary,00:46:11.904,00:46:06.980,7.13,56,86,0:06:28  ,0:06:28  ,0:05:46  ,169.21875,180.0,91.16188957725313,141.0,166.0,--,603
