Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:05:36.451,00:05:36.451,1,--,6,0:05:36  ,0:05:36  ,0:05:21  ,162.96875,170.0,109.42715471104339,150.0,166.0,--,81
2,00:05:20.793,00:05:20.000,1,--,4,0:05:20  ,0:05:20  ,0:05:17  ,169.25,172.0,110.50901069426476,164.0,166.0,--,84
3,00:05:33.636,00:05:33.636,1,2,--,0:05:33  ,0:05:33  ,0:05:22  ,170.65625,174.0,105.37950742402677,164.0,168.0,--,87
4,00:05:27.134,00:05:26.000,1,--,--,0:05:27  ,0:05:26  ,0:05:21  ,171.765625,176.0,106.7798505936491,165.0,169.0,--,87
5,00:05:37.140,00:05:37.140,1,--,1,0:05:37  ,0:05:37  ,0:05:26  ,171.75,176.0,103.62014681948344,166.0,169.0,--,88
6,00:05:27.669,00:05:27.000,1,2,--,0:05:27  ,0:05:27  ,0:05:23  ,171.796875,174.0,106.58611347736888,169.0,172.0,--,86
7,00:05:25.098,00:05:25.098,1,1,--,0:05:25  ,0:05:25  ,0:05:19  ,173.796875,178.0,106.19278242563428,173.0,179.0,--,85
8,00:05:30.682,00:05:30.000,1,--,--,0:05:30  ,0:05:30  ,0:05:10  ,171.375,174.0,105.87494993765205,174.0,176.0,--,88
9,00:05:24.874,00:05:24.874,1,--,4,0:05:24  ,0:05:24  ,0:05:21  ,171.1875,174.0,107.88579210763587,175.0,177.0,--,88
10,00:05:36.086,00:05:36.000,1,1,--,0:05:36  ,0:05:36  ,0:05:27  ,169.46875,174.0,105.34433945062864,176.0,179.0,--,88
11,00:05:39.073,00:05:39.000,1,--,--,0:05:39  ,0:05:39  ,0:05:24  ,168.875,172.0,104.78344724124786,176.0,182.0,--,91
12,00:00:03.004,00:00:03.000,0.01,--,--,0:05:06  ,0:05:06  ,0:05:53  ,167.0,167.0,117.20899509722382,176.0,177.0,--,0
Summary,01:00:41.640,01:00:38.199,11.01,7,15,0:05:30  ,0:05:30  ,0:05:10  ,170.234375,178.0,106.56900534548228,168.0,182.0,--,953
