Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:03:09.935,00:03:09.935,0.5,0,80,0:06:19  ,0:06:19  ,0:06:24  ,161.515625,167.0,97.79163717352824,122.0,137.0,--,32
2,00:03:31.616,00:03:31.000,0.5,0,41,0:07:03  ,0:07:02  ,0:06:12  ,164.65625,169.0,86.09829256675803,126.0,132.0,--,41
3,00:03:27.794,00:03:27.794,0.5,12,17,0:06:55  ,0:06:55  ,0:06:10  ,165.984375,174.0,86.98032592890743,134.0,143.0,--,44
4,00:03:31.241,00:03:31.000,0.5,11,8,0:07:02  ,0:07:02  ,0:06:35  ,165.015625,169.0,86.0632964854839,132.0,136.0,--,42
5,00:03:08.835,00:03:08.835,0.5,13,11,0:06:17  ,0:06:17  ,0:04:11  ,164.03125,181.0,96.85279366753218,140.0,152.0,--,43
6,00:03:04.698,00:03:04.698,0.5,19,12,0:06:09  ,0:06:09  ,0:05:50  ,164.6875,170.0,98.62759195124346,142.0,146.0,--,43
7,00:00:05.881,00:00:05.000,0.01,0,0,0:06:54  ,0:05:52  ,0:05:57  ,165.0,165.0,87.67834909956382,144.0,144.0,--,1
8,00:00:10.000,00:00:09.000,0.04,0,6,0:04:29  ,0:04:02  ,0:02:56  ,180.328125,200.0,123.67454550623862,143.0,146.0,--,2
9,00:02:30.000,00:02:30.000,0.39,21,18,0:06:20  ,0:06:21  ,0:02:56  ,165.703125,213.0,95.03502180575201,144.0,149.0,--,35
10,00:00:10.000,00:00:10.000,0.04,4,0,0:04:02  ,0:04:02  ,0:03:11  ,168.09375,210.0,146.91801395618378,141.0,142.0,--,2
11,00:02:30.000,00:02:30.000,0.37,8,17,0:06:43  ,0:06:43  ,0:02:39  ,162.265625,219.0,91.65218765045739,146.0,153.0,--,33
12,00:00:15.000,00:00:15.000,0.07,0,0,0:03:35  ,0:03:35  ,0:02:46  ,189.203125,215.0,146.9743095270047,148.0,150.0,--,3
13,00:02:30.000,00:02:30.000,0.36,2,2,0:06:52  ,0:06:52  ,0:02:51  ,164.015625,218.0,88.66228148518624,148.0,156.0,--,32
14,00:00:15.000,00:00:15.000,0.07,0,3,0:03:26  ,0:03:26  ,0:02:29  ,185.859375,221.0,156.6130234604876,143.0,145.0,--,3
15,00:02:30.000,00:02:30.000,0.38,12,11,0:06:30  ,0:06:30  ,0:02:33  ,164.640625,224.0,93.34998843361488,143.0,149.0,--,31
16,00:00:10.000,00:00:10.000,0.04,0,0,0:04:32  ,0:04:32  ,0:03:14  ,164.40625,165.0,133.9000139959727,138.0,138.0,--,2
17,00:02:30.000,00:02:30.000,0.37,5,2,0:06:46  ,0:06:46  ,0:02:43  ,163.4375,208.0,90.3170933914914,138.0,147.0,--,30
18,00:00:10.000,00:00:10.000,0.04,0,0,0:04:26  ,0:04:26  ,0:03:04  ,177.40625,206.0,126.96283557832042,137.0,138.0,--,2
19,00:02:30.000,00:02:30.000,0.38,3,9,0:06:31  ,0:06:31  ,0:02:56  ,162.046875,210.0,94.5306699570919,139.0,146.0,--,30
20,00:03:22.039,00:03:18.000,0.5,7,15,0:06:44  ,0:06:36  ,0:06:22  ,164.734375,170.0,90.13673210832205,140.0,144.0,--,41
21,00:03:18.832,00:03:18.832,0.5,14,8,0:06:37  ,0:06:37  ,0:06:24  ,165.09375,167.0,91.39119157219474,145.0,148.0,--,44
22,00:03:08.068,00:03:08.000,0.5,19,15,0:06:16  ,0:06:16  ,0:06:02  ,165.46875,169.0,96.40296208677448,146.0,149.0,--,42
23,00:00:11.061,00:00:11.000,0.03,0,0,0:06:43  ,0:06:41  ,0:06:44  ,166.265625,169.0,89.45854815164272,146.0,146.0,--,2
24,00:00:03.101,00:00:03.101,0.01,0,0,0:03:47  ,0:03:47  ,0:06:46  ,167.0,167.0,158.26456835296406,146.0,146.0,--,0
Summary,00:46:13.101,00:46:06.195,7.12,152,275,0:06:29  ,0:06:28  ,0:02:29  ,164.671875,224.0,93.38381147379535,139.0,156.0,--,580
