Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:20:00.000,00:19:55.000,3.17,18,41,0:06:18  ,0:06:17  ,0:05:44  ,170.03125,176.0,93.65,145.0,162.0,--,262
2,00:06:00.000,00:06:00.000,1.28,0,1,0:04:40  ,0:04:40  ,0:04:32  ,179.09375,185.0,118.00999755859375,170.0,175.0,--,97
3,00:02:00.000,00:02:00.000,0.29,0,2,0:06:52  ,0:06:52  ,0:04:34  ,168.234375,178.0,93.00999755859375,159.0,172.0,--,26
4,00:06:00.000,00:06:00.000,1.27,4,4,0:04:43  ,0:04:43  ,0:04:33  ,179.703125,182.0,115.35999755859376,173.0,177.0,--,97
5,00:02:00.000,00:02:00.000,0.28,2,0,0:07:12  ,0:07:12  ,0:04:52  ,164.28125,181.0,88.39000244140625,164.0,175.0,--,27
6,00:06:00.000,00:06:00.000,1.28,0,5,0:04:41  ,0:04:41  ,0:04:37  ,179.984375,185.0,116.89000244140625,177.0,180.0,--,99
7,00:02:00.000,00:02:00.000,0.28,0,1,0:07:15  ,0:07:15  ,0:04:39  ,168.25,180.0,88.85999755859376,167.0,180.0,--,26
8,00:06:00.000,00:06:00.000,1.28,7,0,0:04:42  ,0:04:42  ,0:04:15  ,180.203125,185.0,116.45,179.0,185.0,--,101
9,00:02:00.000,00:01:59.000,0.23,0,0,0:08:40  ,0:08:36  ,0:04:37  ,144.609375,179.0,79.25,163.0,183.0,--,25
10,00:06:00.000,00:06:00.000,1.28,0,6,0:04:42  ,0:04:42  ,0:04:22  ,179.578125,184.0,118.8699951171875,180.0,186.0,--,101
11,00:02:00.000,00:02:00.000,0.21,1,0,0:09:18  ,0:09:18  ,0:04:48  ,137.5625,175.0,90.05999755859375,163.0,182.0,--,23
12,00:06:00.000,00:06:00.000,1.26,4,0,0:04:45  ,0:04:45  ,0:04:15  ,179.34375,185.0,114.35000000000001,180.0,187.0,--,100
13,00:02:00.000,00:02:00.000,0.22,0,2,0:09:15  ,0:09:15  ,0:04:52  ,133.671875,178.0,81.22000122070312,161.0,183.0,--,21
14,00:10:00.000,00:10:00.000,1.57,0,20,0:06:23  ,0:06:23  ,0:05:27  ,170.90625,188.0,91.10000000000001,166.0,171.0,--,131
15,00:09:04.726,00:09:04.000,1.48,0,0,0:06:08  ,0:06:07  ,0:05:34  ,171.796875,175.0,94.65,171.0,178.0,--,128
Summary,01:27:04.726,01:26:58.000,15.36,37,83,0:05:40  ,0:05:39  ,0:04:15  ,171.90625,188.0,102.04000244140626,166.0,187.0,--,1266
