Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:16.237,00:06:16.237,1,0,38,0:06:16  ,0:06:16  ,0:05:41  ,169.015625,176.0,94.79000244140626,137.0,146.0,--,75
2,00:06:29.536,00:06:25.000,1,4,6,0:06:29  ,0:06:25  ,0:05:53  ,168.1875,173.0,90.60999755859376,143.0,153.0,--,82
3,00:06:31.214,00:06:31.000,1,13,0,0:06:31  ,0:06:31  ,0:06:21  ,168.609375,171.0,91.20999755859376,152.0,160.0,--,88
4,00:06:24.882,00:06:24.882,1,2,1,0:06:24  ,0:06:24  ,0:06:14  ,170.140625,172.0,91.94000244140625,150.0,156.0,--,85
5,00:06:19.482,00:06:19.482,1,0,6,0:06:19  ,0:06:19  ,0:06:12  ,168.0,172.0,93.15,150.0,155.0,--,83
6,00:06:11.561,00:06:11.000,1,5,2,0:06:11  ,0:06:11  ,0:06:02  ,170.21875,172.0,95.0,155.0,160.0,--,84
7,00:06:09.334,00:06:09.000,1,3,1,0:06:09  ,0:06:09  ,0:06:02  ,170.0,172.0,95.52000122070314,157.0,162.0,--,84
8,00:06:05.153,00:06:05.153,1,0,7,0:06:05  ,0:06:05  ,0:05:57  ,170.21875,172.0,96.20999755859376,154.0,158.0,--,81
9,00:05:33.506,00:05:33.000,1,7,0,0:05:33  ,0:05:33  ,0:05:04  ,172.65625,176.0,104.4,164.0,170.0,--,83
10,00:06:04.304,00:06:04.000,1,0,2,0:06:04  ,0:06:04  ,0:05:52  ,171.1875,173.0,95.84000244140626,157.0,161.0,--,82
11,00:06:05.924,00:06:05.924,1,0,17,0:06:05  ,0:06:05  ,0:05:53  ,171.28125,174.0,95.62000122070313,154.0,159.0,--,79
12,00:06:02.890,00:06:02.890,1,0,3,0:06:02  ,0:06:02  ,0:05:41  ,171.390625,174.0,96.67999877929688,157.0,161.0,--,81
13,00:05:45.977,00:05:45.977,0.96,0,1,0:06:02  ,0:06:02  ,0:05:52  ,170.84375,174.0,96.92999877929688,158.0,161.0,--,78
14,00:00:46.963,00:00:46.000,0.13,0,0,0:05:53  ,0:05:46  ,0:05:55  ,171.3125,172.0,99.12000122070313,159.0,161.0,--,11
Summary,01:20:46.963,01:20:39.545,13.09,34,83,0:06:10  ,0:06:09  ,0:05:04  ,170.265625,176.0,95.12999877929688,153.0,170.0,--,1074
