Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:05:39.032,00:05:33.000,1,--,46,0:05:38  ,0:05:33  ,0:04:34  ,162.4375,172.0,108.94925010282321,138.0,156.0,--,72
2,00:05:15.721,00:05:15.000,1,--,--,0:05:15  ,0:05:15  ,0:05:13  ,169.328125,172.0,112.23250849318322,154.0,162.0,--,80
3,00:05:20.006,00:05:18.000,1,4,5,0:05:20  ,0:05:18  ,0:04:42  ,171.125,174.0,109.56697001120446,159.0,166.0,--,82
4,00:05:18.459,00:05:18.459,1,11,4,0:05:18  ,0:05:18  ,0:05:10  ,171.265625,174.0,110.0088182248979,161.0,170.0,--,84
5,00:05:24.130,00:05:23.000,1,5,6,0:05:24  ,0:05:23  ,0:05:04  ,171.40625,176.0,107.995425779224,165.0,180.0,--,87
6,00:05:32.295,00:05:32.000,1,7,12,0:05:32  ,0:05:32  ,0:04:56  ,171.75,176.0,105.13097219315102,170.0,177.0,--,91
7,00:05:16.807,00:05:16.807,1,6,7,0:05:16  ,0:05:16  ,0:05:10  ,171.15625,174.0,110.6531316028453,169.0,174.0,--,85
8,00:03:01.733,00:03:01.733,0.6,2,--,0:05:01  ,0:05:01  ,0:04:42  ,171.984375,176.0,115.53583440597961,170.0,176.0,--,50
9,00:00:03.467,00:00:03.467,0.02,17,--,0:03:43  ,0:03:43  ,0:09:42  ,122.796875,124.0,218.44484034358288,138.0,139.0,--,0
Summary,00:40:51.650,00:40:41.466,7.62,52,80,0:05:21  ,0:05:20  ,0:04:34  ,169.796875,176.0,109.80996082599883,160.0,180.0,--,631
