Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:03:16.526,00:03:16.000,0.5,5,24,0:06:33  ,0:06:32  ,0:06:04  ,166.78125,176.0,91.52800857181532,113.0,132.0,--,30
2,00:03:14.162,00:03:07.000,0.5,--,33,0:06:28  ,0:06:14  ,0:06:00  ,165.765625,178.0,93.21000616200091,122.0,128.0,--,33
3,00:03:19.940,00:03:19.940,0.5,6,--,0:06:39  ,0:06:39  ,0:05:44  ,170.359375,174.0,88.07558238100921,131.0,139.0,--,39
4,00:03:20.071,00:03:20.000,0.5,--,--,0:06:40  ,0:06:40  ,0:02:46  ,167.765625,210.0,89.37872078231517,143.0,149.0,--,45
5,00:03:09.841,00:03:09.841,0.5,--,5,0:06:19  ,0:06:19  ,0:06:02  ,167.96875,170.0,94.08117737850384,146.0,155.0,--,47
6,00:02:54.885,00:02:54.885,0.5,4,--,0:05:49  ,0:05:49  ,0:05:44  ,167.921875,170.0,102.15542433394592,148.0,155.0,--,41
7,00:00:44.575,00:00:44.000,0.13,--,--,0:05:54  ,0:05:50  ,0:05:39  ,167.90625,172.0,100.7051840266355,146.0,150.0,--,10
8,00:00:30.000,00:00:30.000,0.11,--,5,0:04:29  ,0:04:29  ,0:04:13  ,187.3125,194.0,119.0523857190524,153.0,156.0,--,7
9,00:02:41.395,00:02:41.395,0.5,8,--,0:05:22  ,0:05:22  ,0:04:10  ,177.75,192.0,104.57347925286152,160.0,165.0,--,45
10,00:00:18.605,00:00:18.000,0.07,--,--,0:04:40  ,0:04:31  ,0:04:54  ,182.71875,186.0,117.12371861280451,166.0,167.0,--,4
11,00:03:21.679,00:03:21.679,0.5,4,--,0:06:43  ,0:06:43  ,0:04:45  ,168.765625,186.0,88.14071749824683,156.0,169.0,--,51
12,00:01:38.321,00:01:38.321,0.27,--,--,0:06:10  ,0:06:10  ,0:06:08  ,168.28125,178.0,96.11992593063745,142.0,148.0,--,21
13,00:00:30.000,00:00:29.000,0.14,--,7,0:03:30  ,0:03:23  ,0:03:46  ,194.515625,203.0,146.80568594867057,149.0,153.0,--,7
14,00:02:28.358,00:02:28.358,0.5,--,4,0:04:56  ,0:04:56  ,0:03:55  ,178.0,196.0,113.60312480704577,162.0,168.0,--,42
15,00:00:31.642,00:00:31.000,0.11,--,--,0:05:00  ,0:04:53  ,0:04:44  ,178.640625,182.0,111.94246222459958,169.0,170.0,--,9
16,00:03:02.994,00:03:02.994,0.5,4,--,0:06:06  ,0:06:05  ,0:05:08  ,170.75,176.0,96.01159493543013,157.0,167.0,--,46
17,00:01:57.006,00:01:51.000,0.27,--,8,0:07:05  ,0:06:43  ,0:06:12  ,161.953125,174.0,86.99760975724553,146.0,159.0,--,23
18,00:03:22.456,00:03:22.000,0.5,32,--,0:06:44  ,0:06:44  ,0:06:28  ,168.65625,172.0,87.85938855211656,161.0,166.0,--,54
19,00:00:56.922,00:00:56.922,0.15,12,--,0:06:26  ,0:06:26  ,0:06:06  ,168.703125,172.0,92.04701240467729,166.0,167.0,--,14
Summary,00:41:19.378,00:41:02.335,6.74,75,85,0:06:07  ,0:06:05  ,0:02:46  ,170.09375,210.0,95.67859978750622,146.0,170.0,--,568
