Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:20:00.000,00:20:00.000,3.12,18,45,0:06:24  ,0:06:24  ,0:05:24  ,173.96875,180.0,89.80000000000001,146.0,158.0,--,259
2,00:00:30.000,00:00:30.000,0.12,0,0,0:04:01  ,0:04:01  ,0:04:10  ,188.96875,193.0,111.54000244140626,167.0,174.0,--,8
3,00:02:30.000,00:02:30.000,0.39,0,0,0:06:28  ,0:06:28  ,0:04:12  ,173.25,193.0,93.82999877929689,156.0,175.0,--,34
4,00:00:30.000,00:00:30.000,0.13,0,0,0:03:59  ,0:03:59  ,0:04:16  ,189.5625,192.0,110.0300048828125,165.0,172.0,--,8
5,00:02:30.000,00:02:30.000,0.41,1,0,0:06:09  ,0:06:09  ,0:04:09  ,174.796875,192.0,96.77000122070314,159.0,173.0,--,36
6,00:00:30.000,00:00:30.000,0.12,0,0,0:04:01  ,0:04:01  ,0:04:16  ,189.203125,193.0,108.7699951171875,166.0,173.0,--,8
7,00:02:30.000,00:02:30.000,0.4,0,4,0:06:19  ,0:06:19  ,0:04:18  ,174.125,193.0,94.69000244140625,154.0,173.0,--,34
8,00:10:00.000,00:10:00.000,2.11,6,2,0:04:44  ,0:04:44  ,0:04:24  ,183.625,187.0,114.73000488281251,175.0,181.0,--,164
9,00:03:30.000,00:03:30.000,0.53,0,4,0:06:39  ,0:06:39  ,0:04:39  ,172.421875,180.0,88.37000122070313,161.0,180.0,--,46
10,00:10:00.000,00:10:00.000,2.11,8,3,0:04:44  ,0:04:44  ,0:04:05  ,183.046875,188.0,115.0199951171875,178.0,183.0,--,167
11,00:03:30.000,00:03:30.000,0.44,0,2,0:07:53  ,0:07:53  ,0:04:45  ,157.5,179.0,86.25,157.0,182.0,--,40
12,00:10:00.000,00:10:00.000,2.09,2,3,0:04:47  ,0:04:47  ,0:04:34  ,183.625,187.0,113.39000244140625,179.0,183.0,--,167
13,00:03:30.000,00:03:30.000,0.47,0,12,0:07:24  ,0:07:24  ,0:04:39  ,158.75,179.0,85.69000244140625,156.0,181.0,--,39
14,00:10:00.000,00:09:59.000,1.57,20,10,0:06:22  ,0:06:22  ,0:05:54  ,174.1875,177.0,90.05000000000001,163.0,176.0,--,132
15,00:00:00.782,00:00:00.782,0,1,0,0:04:33  ,0:04:33  ,0:06:25  ,175.5,176.0,88.9,175.0,175.0,--,1
Summary,01:19:30.782,01:19:29.782,13.99,56,86,0:05:40  ,0:05:40  ,0:04:05  ,176.40625,193.0,99.57999877929689,163.0,183.0,--,1142
