Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:23.613,00:06:23.613,1,0,36,0:06:23  ,0:06:23  ,0:05:57  ,171.1875,176.0,92.89000244140625,131.0,141.0,--,75
2,00:06:26.872,00:06:26.000,1,0,7,0:06:26  ,0:06:26  ,0:05:39  ,173.15625,176.0,90.04000244140626,141.0,149.0,--,81
3,00:02:09.514,00:02:09.000,0.34,0,0,0:06:25  ,0:06:24  ,0:06:04  ,173.046875,174.0,92.42999877929688,147.0,150.0,--,29
4,00:04:00.000,00:03:59.000,0.79,0,1,0:05:03  ,0:05:02  ,0:04:52  ,180.265625,184.0,109.15,167.0,170.0,--,62
5,00:02:00.000,00:02:00.000,0.29,1,0,0:06:57  ,0:06:57  ,0:04:56  ,170.90625,181.0,90.95,155.0,169.0,--,26
6,00:04:00.000,00:04:00.000,0.8,8,0,0:05:00  ,0:05:00  ,0:04:58  ,179.09375,182.0,108.54000244140626,171.0,176.0,--,63
7,00:02:00.000,00:02:00.000,0.29,0,7,0:06:57  ,0:06:57  ,0:04:58  ,170.328125,179.0,87.85999755859376,154.0,173.0,--,25
8,00:04:00.000,00:04:00.000,0.79,1,4,0:05:05  ,0:05:05  ,0:04:37  ,178.09375,183.0,109.5,169.0,175.0,--,62
9,00:02:00.000,00:02:00.000,0.28,0,0,0:07:07  ,0:07:07  ,0:05:13  ,170.53125,177.0,86.17000122070313,156.0,174.0,--,24
10,00:04:00.000,00:04:00.000,0.8,0,0,0:05:00  ,0:05:00  ,0:04:49  ,179.90625,183.0,108.5699951171875,172.0,178.0,--,63
11,00:02:00.000,00:02:00.000,0.28,0,0,0:07:09  ,0:07:09  ,0:04:53  ,169.6875,177.0,87.15999755859376,161.0,175.0,--,25
12,00:04:00.000,00:04:00.000,0.8,7,1,0:05:00  ,0:05:00  ,0:04:48  ,180.515625,184.0,108.3199951171875,175.0,181.0,--,64
13,00:02:00.000,00:02:00.000,0.28,2,0,0:07:07  ,0:07:07  ,0:04:56  ,170.1875,179.0,87.45999755859376,168.0,181.0,--,27
14,00:04:00.000,00:04:00.000,0.8,0,10,0:05:00  ,0:05:00  ,0:04:49  ,179.046875,182.0,109.5,172.0,179.0,--,62
15,00:02:00.000,00:02:00.000,0.27,0,0,0:07:27  ,0:07:27  ,0:05:00  ,168.890625,179.0,83.75,165.0,179.0,--,26
16,00:04:00.000,00:04:00.000,0.81,1,0,0:04:56  ,0:04:56  ,0:04:48  ,180.1875,183.0,109.45,176.0,181.0,--,64
17,00:02:00.000,00:02:00.000,0.29,0,0,0:06:56  ,0:06:56  ,0:04:51  ,171.078125,179.0,88.24000244140626,166.0,180.0,--,27
18,00:05:00.000,00:05:00.000,0.77,15,0,0:06:32  ,0:06:31  ,0:05:37  ,172.65625,178.0,88.72999877929688,166.0,177.0,--,70
19,00:00:00.539,00:00:00.539,0,0,0,0:04:21  ,0:04:21  ,0:08:13  ,122.0,123.0,103.10000000000001,176.0,176.0,--,1
Summary,01:02:00.539,01:01:58.152,10.65,35,65,0:05:49  ,0:05:49  ,0:04:37  ,175.125,184.0,98.27000122070314,160.0,181.0,--,875
