Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:34.743,00:06:34.743,1,1,35,0:06:34  ,0:06:34  ,0:06:12  ,171.578125,179.0,88.75999755859375,138.0,154.0,--,67
2,00:06:33.553,00:06:33.553,1,9,12,0:06:33  ,0:06:33  ,0:06:03  ,173.40625,179.0,88.57999877929689,141.0,157.0,--,88
3,00:00:56.619,00:00:56.000,0.1,0,7,0:09:04  ,0:08:58  ,0:06:28  ,179.71875,224.0,73.27999877929688,140.0,143.0,--,11
4,00:01:59.584,00:01:48.000,0.11,21,21,0:18:39  ,0:16:51  ,0:06:48  ,164.28125,216.0,46.92999877929688,157.0,166.0,--,25
5,00:04:24.523,00:04:11.000,0.29,42,34,0:14:58  ,0:14:12  ,0:06:50  ,146.34375,195.0,55.25,158.0,170.0,--,62
6,00:01:23.035,00:01:23.000,0.12,2,7,0:11:17  ,0:11:16  ,0:07:01  ,151.03125,189.0,61.7,157.0,169.0,--,19
7,00:02:44.526,00:02:18.000,0.11,20,14,0:25:08  ,0:21:04  ,0:13:08  ,122.03125,213.0,45.95,162.0,170.0,--,42
8,00:01:30.934,00:01:30.934,0.14,1,7,0:10:44  ,0:10:44  ,0:08:00  ,153.6875,174.0,59.14000244140625,152.0,167.0,--,21
9,00:04:02.361,00:03:18.000,0.13,21,14,0:31:26  ,0:25:40  ,0:03:49  ,105.875,216.0,43.02000122070313,160.0,172.0,--,59
10,00:02:10.586,00:02:10.000,0.22,0,7,0:10:02  ,0:09:59  ,0:07:56  ,161.890625,196.0,62.80999755859375,151.0,169.0,--,28
11,00:02:08.308,00:02:04.000,0.11,21,15,0:20:13  ,0:19:33  ,0:06:47  ,161.265625,221.0,46.16000061035157,154.0,166.0,--,25
12,00:02:04.312,00:02:02.000,0.2,0,7,0:10:23  ,0:10:11  ,0:08:09  ,157.984375,189.0,60.879998779296876,152.0,166.0,--,26
13,00:02:10.008,00:02:08.000,0.12,22,16,0:18:16  ,0:17:59  ,0:07:13  ,133.609375,255.0,56.80999755859375,156.0,167.0,--,24
14,00:07:14.517,00:07:14.517,1,26,1,0:07:14  ,0:07:14  ,0:06:29  ,170.65625,173.0,80.10999755859376,160.0,169.0,--,98
15,00:00:04.455,00:00:04.000,0.01,0,0,0:05:33  ,0:04:59  ,0:07:12  ,171.0,172.0,85.02000122070314,160.0,161.0,--,1
Summary,00:46:02.065,00:44:15.747,4.66,187,198,0:09:52  ,0:09:29  ,0:03:49  ,155.859375,255.0,68.10000000000001,152.0,172.0,--,595
