Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:05:44.722,00:05:44.000,1,187,59,0:05:44  ,0:05:44  ,0:04:58  ,163.046875,174.0,106.75046839237716,137.0,155.0,--,74
2,00:05:21.982,00:05:21.982,1,16,1,0:05:21  ,0:05:21  ,0:04:58  ,170.46875,176.0,109.31377374581581,157.0,162.0,--,84
3,00:04:45.126,00:04:45.000,1,--,13,0:04:45  ,0:04:45  ,0:04:21  ,175.171875,180.0,120.12960237055646,169.0,182.0,--,79
4,00:05:08.275,00:05:08.000,1,6,3,0:05:08  ,0:05:08  ,0:04:23  ,172.25,180.0,112.99356784209887,174.0,179.0,--,87
5,00:05:01.813,00:05:01.813,1,6,4,0:05:01  ,0:05:01  ,0:04:28  ,172.3125,176.0,115.3709693436065,175.0,181.0,--,86
6,00:05:12.288,00:05:12.000,1,8,6,0:05:12  ,0:05:12  ,0:04:31  ,172.578125,180.0,111.3294889941421,178.0,188.0,--,91
7,00:05:09.349,00:05:09.349,1,--,5,0:05:09  ,0:05:09  ,0:04:57  ,172.6875,174.0,112.31600125462096,178.0,187.0,--,90
8,00:05:05.586,00:05:05.000,1,1,--,0:05:05  ,0:05:05  ,0:04:36  ,172.578125,176.0,113.7711249877887,181.0,185.0,--,91
9,00:00:21.993,00:00:21.993,0.07,--,--,0:04:58  ,0:04:58  ,0:05:41  ,172.1875,174.0,116.72283145041563,179.0,180.0,--,6
Summary,00:41:51.134,00:41:49.137,8.07,225,91,0:05:11  ,0:05:10  ,0:04:21  ,171.234375,180.0,112.59756765668247,168.0,188.0,--,688
