Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:21.378,00:06:21.378,1,0,37,0:06:21  ,0:06:21  ,0:05:15  ,174.375,182.0,89.65,132.0,140.0,--,78
2,00:06:27.212,00:06:27.000,1,5,9,0:06:27  ,0:06:27  ,0:06:20  ,174.71875,179.0,88.57000122070313,144.0,153.0,--,84
3,00:06:31.905,00:06:31.905,1,5,8,0:06:31  ,0:06:31  ,0:06:08  ,172.34375,175.0,89.45,144.0,154.0,--,84
4,00:00:39.505,00:00:39.505,0.1,0,1,0:06:30  ,0:06:30  ,0:06:22  ,173.78125,175.0,89.37000122070313,141.0,144.0,--,8
5,00:00:30.000,00:00:29.000,0.13,0,0,0:03:57  ,0:03:49  ,0:04:14  ,194.484375,199.0,109.14000244140625,160.0,169.0,--,8
6,00:00:30.000,00:00:30.000,0.07,0,1,0:06:45  ,0:06:45  ,0:04:09  ,170.296875,195.0,101.57999877929689,164.0,170.0,--,8
7,00:00:30.000,00:00:30.000,0.13,0,0,0:03:49  ,0:03:49  ,0:03:45  ,194.703125,199.0,116.1300048828125,168.0,174.0,--,8
8,00:00:30.000,00:00:30.000,0.07,0,0,0:07:26  ,0:07:26  ,0:03:55  ,170.265625,193.0,100.29000244140626,170.0,175.0,--,8
9,00:00:30.000,00:00:30.000,0.13,0,0,0:03:54  ,0:03:54  ,0:03:51  ,192.859375,199.0,113.10000000000001,170.0,176.0,--,8
10,00:00:30.000,00:00:30.000,0.08,0,0,0:06:38  ,0:06:38  ,0:03:49  ,170.703125,198.0,111.40999755859376,171.0,177.0,--,8
11,00:00:30.000,00:00:30.000,0.13,0,0,0:03:56  ,0:03:56  ,0:03:47  ,193.328125,199.0,116.85000000000001,171.0,176.0,--,8
12,00:00:30.000,00:00:30.000,0.08,0,0,0:06:26  ,0:06:26  ,0:03:54  ,171.09375,196.0,118.45,173.0,178.0,--,8
13,00:00:30.000,00:00:30.000,0.13,1,0,0:03:57  ,0:03:57  ,0:03:53  ,193.671875,198.0,118.48000488281251,173.0,177.0,--,9
14,00:00:30.000,00:00:30.000,0.08,0,0,0:06:30  ,0:06:30  ,0:03:53  ,169.671875,196.0,109.45,174.0,179.0,--,8
15,00:00:30.000,00:00:30.000,0.14,0,0,0:03:40  ,0:03:40  ,0:03:31  ,195.796875,201.0,119.45999755859376,173.0,179.0,--,8
16,00:00:30.000,00:00:30.000,0.06,0,1,0:07:49  ,0:07:49  ,0:03:28  ,151.765625,200.0,106.16999511718751,176.0,180.0,--,8
17,00:00:30.000,00:00:30.000,0.14,0,0,0:03:40  ,0:03:40  ,0:03:36  ,194.53125,198.0,123.45,175.0,179.0,--,8
18,00:00:30.000,00:00:30.000,0.06,0,0,0:08:03  ,0:08:03  ,0:03:38  ,148.734375,191.0,106.09000244140626,175.0,180.0,--,8
19,00:00:30.000,00:00:30.000,0.13,0,0,0:03:44  ,0:03:43  ,0:03:34  ,195.59375,200.0,120.2,172.0,179.0,--,8
20,00:00:30.000,00:00:30.000,0.05,0,0,0:09:06  ,0:09:06  ,0:03:34  ,140.03125,196.0,102.10000000000001,175.0,181.0,--,8
21,00:00:30.000,00:00:30.000,0.14,0,0,0:03:30  ,0:03:30  ,0:03:11  ,200.0,206.0,130.75999755859377,175.0,181.0,--,8
22,00:00:30.000,00:00:30.000,0.05,0,0,0:10:05  ,0:10:05  ,0:03:23  ,140.140625,184.0,89.60000000000001,174.0,181.0,--,8
23,00:00:30.000,00:00:30.000,0.14,0,0,0:03:36  ,0:03:36  ,0:03:26  ,196.171875,202.0,120.50999755859375,173.0,180.0,--,8
24,00:00:30.000,00:00:30.000,0.06,0,0,0:09:04  ,0:09:04  ,0:03:26  ,136.359375,200.0,108.04000244140626,176.0,182.0,--,8
25,00:06:33.873,00:06:33.873,1,2,0,0:06:33  ,0:06:33  ,0:05:43  ,170.65625,180.0,88.05999755859375,153.0,169.0,--,88
26,00:03:26.127,00:03:26.000,0.5,20,0,0:06:48  ,0:06:48  ,0:06:28  ,171.78125,174.0,85.25999755859375,162.0,169.0,--,49
27,00:01:10.489,00:01:10.000,0.17,12,0,0:06:52  ,0:06:49  ,0:06:50  ,172.71875,174.0,82.94000244140625,168.0,170.0,--,18
Summary,00:41:10.489,00:41:08.661,6.76,45,58,0:06:05  ,0:06:05  ,0:03:11  ,173.625,206.0,94.05999755859375,153.0,182.0,--,572
