Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:28.373,00:06:27.000,1,0,34,0:06:28  ,0:06:27  ,0:05:43  ,170.859375,179.0,90.62999877929688,124.0,137.0,--,74
2,00:06:29.047,00:06:29.000,1,0,9,0:06:29  ,0:06:29  ,0:05:46  ,171.84375,175.0,90.34000244140626,138.0,142.0,--,83
3,00:06:10.349,00:06:10.349,1,0,0,0:06:10  ,0:06:10  ,0:05:41  ,171.75,175.0,94.50999755859375,142.0,149.0,--,82
4,00:06:09.617,00:06:09.000,1,8,1,0:06:09  ,0:06:09  ,0:05:55  ,171.890625,174.0,93.92000122070313,147.0,152.0,--,83
5,00:06:01.325,00:06:01.325,1,2,10,0:06:01  ,0:06:01  ,0:05:47  ,171.984375,174.0,96.55000000000001,143.0,155.0,--,78
6,00:06:07.657,00:06:07.000,1,0,0,0:06:07  ,0:06:07  ,0:05:52  ,171.921875,174.0,94.7,144.0,148.0,--,80
7,00:06:33.467,00:06:33.467,1,31,0,0:06:33  ,0:06:33  ,0:05:45  ,170.6875,176.0,89.87999877929688,150.0,162.0,--,88
8,00:01:00.165,00:01:00.000,0.15,5,0,0:06:35  ,0:06:34  ,0:06:34  ,170.921875,174.0,86.40999755859376,161.0,162.0,--,15
9,00:00:01.139,00:00:01.000,0.01,0,0,0:03:38  ,0:03:12  ,0:06:41  ,171.0,171.0,87.9,161.0,161.0,--,0
Summary,00:45:01.139,00:44:58.141,7.16,46,54,0:06:17  ,0:06:16  ,0:05:41  ,171.53125,179.0,92.70999755859376,141.0,162.0,--,584
