Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:37.408,00:06:37.000,1,8,59,0:06:37  ,0:06:37  ,0:04:55  ,164.5625,176.0,91.74529046967643,121.0,141.0,--,79
2,00:07:12.607,00:07:11.000,1,15,11,0:07:12  ,0:07:11  ,0:05:11  ,171.703125,175.0,80.77547376230062,142.0,149.0,--,94
3,00:06:09.985,00:06:09.985,0.96,3,6,0:06:25  ,0:06:25  ,0:05:43  ,170.1875,174.0,91.50057169715228,142.0,147.0,--,85
4,00:00:10.000,00:00:10.000,0.05,--,--,0:03:02  ,0:03:02  ,0:03:30  ,94.671875,172.0,348.1921022059127,145.0,145.0,--,2
5,00:02:00.000,00:02:00.000,0.31,--,7,0:06:23  ,0:06:23  ,0:02:49  ,168.421875,221.0,92.90360959388626,149.0,154.0,--,28
6,00:00:10.000,00:00:10.000,0.04,3,--,0:04:21  ,0:04:21  ,0:04:11  ,167.0,167.0,137.64072349685395,145.0,146.0,--,2
7,00:02:00.000,00:02:00.000,0.33,5,--,0:05:58  ,0:05:58  ,0:02:44  ,167.765625,215.0,99.72543104451896,146.0,152.0,--,26
8,00:05:00.000,00:05:00.000,0.78,6,--,0:06:25  ,0:06:25  ,0:05:58  ,168.703125,172.0,92.17493864036307,149.0,156.0,--,69
9,00:00:10.000,00:00:10.000,0.04,--,--,0:04:21  ,0:04:21  ,0:05:00  ,180.90625,194.0,126.92762286907279,149.0,150.0,--,2
10,00:02:00.000,00:02:00.000,0.3,--,6,0:06:44  ,0:06:44  ,0:04:13  ,168.53125,198.0,87.95995134027906,145.0,160.0,--,26
11,00:00:10.000,00:00:10.000,0.04,--,5,0:03:43  ,0:03:43  ,0:02:56  ,176.90625,226.0,151.87704938394276,142.0,144.0,--,1
12,00:01:12.638,00:01:12.638,0.19,--,--,0:06:23  ,0:06:23  ,0:02:15  ,170.96875,229.0,91.47722834018005,149.0,153.0,--,15
13,00:05:00.000,00:05:00.000,0.71,5,2,0:07:00  ,0:07:00  ,0:06:18  ,168.765625,172.0,84.4745495208777,145.0,151.0,--,66
14,00:00:10.000,00:00:10.000,0.04,--,--,0:03:43  ,0:03:43  ,0:03:24  ,84.203125,170.0,318.80053153704307,149.0,150.0,--,2
15,00:02:00.000,00:02:00.000,0.31,--,--,0:06:26  ,0:06:26  ,0:02:54  ,170.265625,223.0,91.20748722412132,147.0,154.0,--,24
16,00:00:10.000,00:00:10.000,0.04,--,--,0:04:01  ,0:04:01  ,0:02:36  ,174.5,221.0,142.24641466550636,147.0,148.0,--,2
17,00:01:14.261,00:01:14.000,0.2,6,4,0:06:20  ,0:06:19  ,0:01:45  ,170.984375,229.0,92.14905647541384,146.0,155.0,--,17
18,00:07:14.819,00:07:14.819,1,30,9,0:07:14  ,0:07:14  ,0:05:58  ,165.25,171.0,83.5028443505156,153.0,163.0,--,102
19,00:02:45.181,00:02:45.181,0.4,20,--,0:06:57  ,0:06:57  ,0:06:53  ,168.125,172.0,85.51997284560761,159.0,164.0,--,39
20,00:00:17.385,00:00:16.000,0.05,--,--,0:05:59  ,0:05:31  ,0:06:25  ,168.359375,170.0,99.01166612468147,157.0,158.0,--,4
Summary,00:51:44.284,00:51:40.623,7.8,101,108,0:06:38  ,0:06:37  ,0:01:45  ,167.953125,229.0,90.44580809519218,144.0,164.0,--,685
